nationality,pca_race_points,physical_score,race_difficulty,combined_score_per_km,consistency_score,race_performance_score
33,19.100876,1.7085695,1.180448,-0.2955994,-0.69253117,0.5963337
33,15.158381,0.6718736,1.644886,-0.31213585,-0.69253117,0.14050435
33,5.528725,0.9310473,-2.126668,0.2934856,-0.69253117,-1.3487802
33,1.7499369,0.6718736,-0.84476715,0.0037140863,-0.69253117,2.5833735
35,-0.19507737,-1.1509213,-2.5755587,19.36762,0.74882644,1.9392115
67,1.2242712,-1.158159,-2.4940405,6.12975,-0.3692714,2.3991644
55,0.87233454,1.4141856,-2.4098008,1.726808,0.11863749,1.7766212
17,3.2130485,-0.91094947,-2.5227103,4.250834,-0.15424062,2.1568873
47,-0.09432052,1.2017556,-1.0915636,-0.19294214,-1.2801231,-1.2889258
58,-0.19507737,-2.201125,-0.28354484,-0.32914224,6.049788,0.32616955
58,-0.12790614,-2.201125,-0.5300992,-0.32196692,6.049788,0.38829312
58,-0.19507737,-1.9419513,-2.5305803,6.2804904,6.049788,-0.10924492
58,-0.19507737,-2.201125,0.5532724,-0.3454066,6.049788,-0.64702713
58,-0.19507737,-1.9419513,-2.4828794,2.963258,6.049788,-1.1236031
58,-0.19507737,-1.1644297,-2.5622396,7.2021465,6.049788,-0.1099038
58,0.3466688,-1.682777,1.5198901,-0.27522936,6.049788,-1.4752554
58,-0.19507737,-1.9419513,-1.8485914,0.097991504,6.049788,-0.35717532
58,-0.19507737,-1.9419513,-2.465855,2.4974732,6.049788,-0.1710698
58,-0.19507737,-2.201125,-0.32135484,-0.32798985,6.049788,-0.68844444
58,-0.19507737,-1.9419513,-1.8725278,0.18270852,6.049788,-1.3096714
58,-0.19507737,-2.201125,-2.3808808,0.34999374,6.049788,-0.77144593
8,1.4710237,2.1979606,-2.3381808,1.6839086,-0.7661371,0.51374197
8,5.782857,2.1979606,-2.3389668,1.6984422,-0.7661371,0.2894855
4,-0.19507737,0.9240722,-2.5755587,19.36762,0.1697321,-0.37990552
8,2.1559157,-1.1505796,-2.5218017,9.590669,-0.23830971,2.77527
8,5.725914,-1.9281013,-2.5134847,5.8771515,-0.23830971,1.3547978
8,-0.19507737,-0.63223165,-2.5770044,47.094948,-0.23830971,-1.3741239
63,15.390632,-1.688182,1.2123307,-0.3427821,-0.60679835,-0.7290698
8,8.307324,-1.4245524,1.6338067,-0.31975514,-1.1175622,-1.474898
26,0.48538756,0.92655253,-2.5755587,19.397537,0.06854322,2.3605723
63,-0.19507737,-2.477054,-2.4893494,1.5412623,-0.79697067,-0.46100724
63,-0.19507737,-2.477054,-2.2989464,0.3117007,-0.79697067,0.6987738
37,0.22693099,1.9507943,-2.5199888,5.830614,-0.5661226,2.3559911
37,0.8884149,2.4691424,-2.5097609,3.9582536,-0.5661226,1.9847089
37,19.309666,2.209968,1.4135759,-0.26146287,-0.5661226,1.2174759
37,0.682525,2.209968,-2.4640982,2.1705916,-0.5661226,2.439232
26,2.4332514,1.1735699,-2.5245383,2.04372,-1.2507542,-1.4264225
14,2.623061,-1.9528798,-2.4235833,1.02118,-0.5483439,0.8677908
8,1.4096534,1.6698217,0.49580652,-0.3766281,-1.1365279,-0.9368178
18,1.9587275,-0.9206267,-2.1709843,1.0932273,-0.6378157,2.0664036
18,7.149486,-0.40227872,-2.2370887,1.3553061,-0.6378157,1.6760035
67,14.569973,0.1357376,1.8401123,-0.29058364,0.1287633,1.9211993
8,9.909103,0.3863766,1.662226,-0.35909712,-0.7429008,-0.9778756
25,0.15975976,-1.1441984,-0.9714613,0.029154865,-1.0053818,2.5210826
25,0.4284447,-1.1441984,-1.3671584,0.17033206,-1.0053818,2.479718
25,15.594944,-1.6625464,1.5178211,-0.3436252,-1.0053818,-0.8533599
25,2.2128587,-1.1441984,-0.84476715,0.003922129,-1.0053818,2.6041305
47,-0.19507737,-1.9434856,-2.5755587,19.36762,-0.21443254,1.9806243
27,0.3554214,1.9434435,-2.5230646,1.9195771,-1.0597628,-1.4327723
62,2.7954674,0.90025514,-1.9761077,0.14153223,-0.1681762,2.439106
14,7.4342,-1.4153239,1.8844008,-0.301279,0.36795315,2.3971384
63,0.27512127,-0.6272901,-2.5218017,9.569996,-0.12987979,2.6253273
35,-0.19507737,-1.1592929,-2.5770044,47.094948,-0.41310397,-1.2498854
61,0.09258852,0.65170044,-2.5755587,19.380268,0.40538836,2.2735715
18,-0.13813451,-2.4428706,0.49801946,-0.33495456,-1.2987165,-0.7298493
26,0.025417287,-1.6594969,-2.5755587,19.377316,6.8775806,2.2521513
4,16.850843,0.39871767,1.3385396,-0.2525234,0.55485094,1.900677
4,0.1407788,2.7312832,1.1397846,-0.30181605,0.55485094,2.5417778
4,-0.19507737,1.9537616,-2.5622396,7.2021465,0.55485094,0.759765
4,9.548465,1.6945873,1.9515542,-0.28110853,0.55485094,1.6932054
4,-0.19507737,1.17624,-2.5755587,19.36762,0.55485094,2.125569
61,0.8986433,-0.9017876,-2.509638,8.37652,-0.336631,2.4609792
4,3.5431037,-0.8956776,-2.38278,2.8347807,-0.24385433,2.5449092
63,-0.19507737,-0.6499134,-2.5622396,7.2021465,7.0076003,1.2360122
63,-0.09432052,-0.9090877,-2.5357757,4.319635,7.0076003,1.7338917
8,2.1938777,-0.88748956,-1.2779212,0.14901745,-0.08086673,2.769857
12,0.3466688,2.4717171,1.49837,-0.26979706,-1.2987165,-0.9575953
25,-0.19507737,-1.670748,-2.5357757,4.3181787,15.473101,-0.8340542
35,-0.19507737,0.39297843,-2.5755587,19.36762,3.452063,2.0841563
17,-0.19507737,1.7080011,-2.5755587,19.36762,-0.21656966,1.54579
35,3.896363,1.1794223,-2.4948218,3.5754862,-0.6307731,2.4873333
35,0.7015059,0.92024857,-2.5755587,19.407038,-0.6307731,2.3835762
27,11.1824045,-0.3782417,1.5717223,-0.278451,-1.2987165,-0.19097178
4,0.44742563,-1.670622,-2.5397298,4.229581,0.110684134,1.6115453
61,22.189226,-0.8991237,1.5741279,-0.30688325,-0.6291426,-1.1429472
48,-0.19507737,-0.88939524,-2.5199888,5.826169,11.313302,0.532753
48,-0.19507737,-0.88939524,-2.1316118,0.59372956,11.313302,-1.5167629
48,-0.19507737,-1.4077432,-2.2694132,0.41678137,11.313302,-1.0612602
48,-0.19507737,-1.1485689,-2.5622396,7.2021465,11.313302,0.05574737
48,-0.19507737,-1.1485689,-2.3705277,1.6149436,11.313302,-1.3926306
48,-0.19507737,-1.4077432,-2.5357757,4.3181787,11.313302,0.035614744
35,14.93061,-1.9395508,1.4599729,-0.35162818,-0.5453388,-1.0190258
35,14.038505,0.9113629,1.9463471,-0.24537939,-0.5453388,2.6251798
58,9.05496,0.41300827,2.1129086,-0.30906913,0.17147751,1.4446944
58,7.9598656,-1.4012094,1.6417105,-0.24319033,0.17147751,-0.3981809
58,0.2605166,-2.178731,-2.471939,3.4677565,0.17147751,1.776053
58,0.8884149,-2.178731,-2.5240788,3.4775176,0.17147751,1.6746274
58,22.948463,-0.6236877,1.3286601,-0.29177868,0.17147751,-0.4595674
58,9.05496,0.67218196,2.0024505,-0.30062833,0.17147751,1.8588296
58,14.114429,-0.3645134,1.8844008,-0.3001184,0.17147751,2.459538
58,0.44742563,-1.9195573,-2.477041,2.8700778,0.17147751,1.7142639
58,10.461129,-2.178731,0.42762974,-0.2854573,0.17147751,0.30613983
58,22.948463,-0.8828614,1.4324576,-0.26010627,0.17147751,0.72068053
58,-0.04175395,-2.178731,-2.4700572,3.254546,0.17147751,1.9412214
58,9.225789,-1.660383,1.9960879,-0.30103445,0.17147751,1.4032971
58,2.928334,-1.9195573,-1.1437336,-0.08505355,0.17147751,1.8588402
58,22.948463,-0.3645134,1.5550956,-0.26547408,0.17147751,1.1554905
58,1.5980893,-1.660383,-2.4790058,2.6936855,0.17147751,1.7161906
58,13.90564,-1.4012094,1.1394103,-0.271974,0.17147751,1.1965483
58,9.05496,0.15383397,1.8817972,-0.29115903,0.17147751,1.8381335
33,-0.19507737,-1.9332856,-2.537419,5.3563175,0.40870807,0.7603189
55,4.408849,-0.117330424,-2.3050199,0.6978577,-0.6752448,2.130637
4,14.114429,-0.3704998,2.0024505,-0.29977283,0.216633,1.9004493
4,14.114429,-1.1480215,1.9294491,-0.29755208,0.216633,1.8176335
26,0.2605166,-1.9414638,-2.5350165,4.520026,-0.5896616,1.9007568
4,19.00597,0.9073668,1.9960879,-0.29937512,-0.08899378,1.4658176
11,0.91762435,-0.89226484,-1.2779212,0.14825827,-0.019900016,2.7075539
27,2.7954674,-0.8892698,-1.7382994,0.026652077,0.18275014,2.521688
8,10.726862,0.37865818,1.5316501,-0.33911783,-0.81015563,-1.5368975
8,5.9273257,2.1928759,1.2163833,-0.35757965,-0.81015563,-1.247204
35,-0.19507737,0.13743564,-2.5755587,19.36762,4.6659307,-0.31778637
18,-0.19507737,-1.9232389,-2.4895704,2.7233431,-1.0123396,-1.4549376
18,-0.10017259,-1.9232389,0.87103045,-0.3462336,-1.0123396,-1.3096256
35,21.828587,-0.38713107,1.6460099,-0.26999545,-0.88689774,-0.6874491
26,2.6494207,0.89857996,-2.4723637,4.618848,-0.47191224,2.2973936
8,8.193439,-1.9409423,1.6387563,-0.33481377,-0.7436487,-1.537023
8,17.79989,-1.9409423,1.25148,-0.2621175,-0.7436487,-0.77037865
8,3.7998805,-1.9409423,0.92054915,-0.33837885,-0.7436487,-1.5164787
8,15.215325,-1.9409423,1.4361991,-0.33817247,-0.7436487,-0.8119511
8,21.771645,0.13244905,1.770613,-0.2581566,-0.7436487,-0.12840937
8,22.056358,-1.1634206,1.8578957,-0.27772364,-0.7436487,-0.45972142
8,-0.19507737,-1.4225943,-2.5611544,13.291729,-0.7436487,-1.4973804
55,20.334637,-1.1622905,1.5710121,-0.29650924,-0.5105003,0.037221823
55,1.6929941,-0.6439424,-2.4483044,4.4910536,-0.5105003,2.481853
55,1.6929941,-0.38476816,-2.4791532,6.3044863,-0.5105003,2.503193
63,0.87233454,1.7094748,-1.9637301,0.17360188,1.6106969,2.2107315
63,2.985277,-0.104742795,-2.5199888,5.8596687,1.6106969,2.487254
63,5.725914,-1.4006125,-2.496195,5.894069,1.6106969,2.304768
63,-0.07533957,-1.6597861,-2.085464,0.10560899,1.6106969,0.2640381
63,0.91762435,0.41360518,-1.1381571,0.050518356,1.6106969,1.7136327
63,3.004258,-0.104742795,-2.1316118,0.59906805,1.6106969,2.3566253
63,1.9966894,-0.62309015,-2.5296423,6.6479144,1.6106969,1.8441759
63,0.2605166,1.1911268,-2.4452097,2.0676003,1.6106969,2.0244496
63,1.5980893,0.6727795,-1.9500484,0.6148955,1.6106969,2.003875
63,1.0782245,-1.1414381,-2.5305803,6.2965846,1.6106969,1.8617545
63,0.5992733,1.7094748,-2.3314686,0.60105014,1.6106969,1.2998227
63,1.5980893,0.6727795,-2.4517407,2.743316,1.6106969,1.3428999
63,1.5980893,1.4503012,-2.4410484,2.1054652,1.6106969,1.3013401
63,3.5431037,0.1544315,-2.4569137,4.261706,1.6106969,2.3809857
63,2.623061,1.7094748,-2.4948514,2.229445,1.6106969,2.0912397
63,1.5980893,0.1544315,-2.471939,3.4766548,1.6106969,1.8403236
63,18.41756,0.93195313,1.3528295,-0.30466238,1.6106969,0.824018
63,14.707316,0.93195313,0.66148597,-0.29779875,1.6106969,0.4719825
63,0.65769196,-1.1414381,-2.3037415,1.5874574,1.6106969,2.1073594
63,7.003439,1.7094748,0.5825163,-0.3066878,1.6106969,0.5336652
63,1.0563431,1.1911268,-2.0243807,0.39369068,1.6106969,2.4178843
63,2.2814038,-1.1414381,-0.9581504,-0.13462646,1.6106969,1.6309559
63,1.4520426,-0.3639165,-2.1364563,0.8721085,1.6106969,1.7762355
63,0.1407788,1.7094748,-2.4433768,1.9391571,1.6106969,2.376295
63,3.1239448,-0.104742795,-1.9690598,0.55342996,1.6106969,1.5695127
63,18.79718,1.1911268,1.3976345,-0.31046787,1.6106969,0.55484295
63,1.9587275,-0.88226444,-2.2845092,1.0941782,1.6106969,2.1702526
63,1.5980893,0.41360518,-2.4516916,2.8169885,1.6106969,1.3221936
63,14.664878,0.41360518,1.9960879,-0.2873019,1.6106969,1.651997
63,0.8884149,1.4503012,-2.5151572,4.6459246,1.6106969,1.5499928
63,2.129556,-0.62309015,-2.0600584,0.39111996,1.6106969,1.2380285
63,5.8018374,-0.104742795,-2.349859,2.0857623,1.6106969,2.0493925
63,2.7954674,0.93195313,-1.986483,0.3238344,1.6106969,2.2734683
63,2.1864989,-0.88226444,-2.0810056,0.37294,1.6106969,1.6936182
63,2.2054799,-0.88226444,-2.3988397,1.3305402,1.6106969,2.4403784
63,6.029609,-0.3639165,-1.7774322,0.3163289,1.6106969,1.3214836
63,13.981563,0.41360518,1.3589275,-0.30917045,1.6106969,0.6374441
63,1.5980893,1.4503012,-0.06342997,-0.12360879,1.6106969,2.5004756
63,1.5980893,0.41360518,-2.477041,2.8780475,1.6106969,1.7576034
63,0.8884149,1.4503012,-2.5111363,4.2256093,1.6106969,2.046828
63,8.789227,-1.4006125,1.415495,-0.33352646,1.6106969,0.30589092
63,19.40457,-0.3639165,2.012765,-0.28165308,1.6106969,1.6107787
63,18.341637,0.93195313,1.300726,-0.31457964,1.6106969,0.88613945
63,14.114429,1.7094748,1.3383665,-0.3124973,1.6106969,0.86522865
63,14.380162,-0.3639165,1.3907727,-0.32059965,1.6106969,0.76169753
63,10.821767,1.1911268,1.3466213,-0.3198512,1.6106969,1.3827269
63,2.2814038,-1.6597861,-2.4887378,2.111178,1.6106969,1.2415577
63,0.8884149,1.1911268,-2.4547322,3.026072,1.6106969,1.652589
63,0.44742563,1.4503012,-1.9964454,0.27721217,1.6106969,0.8646947
63,14.550992,0.6727795,1.9960879,-0.30013096,1.6106969,1.4449282
63,0.682525,0.41360518,-1.8685116,0.21867737,1.6106969,2.169233
63,2.129556,-0.3639165,-2.1898437,0.68208575,1.6106969,1.8180479
63,11.049539,0.41360518,1.49837,-0.2677627,1.6106969,2.0246186
63,3.5431037,0.1544315,-1.7985559,0.4051624,1.6106969,1.8178794
63,0.8884149,0.6727795,-2.4790058,2.68877,1.6106969,1.6942959
63,14.266276,1.1911268,1.9308736,-0.29469612,1.6106969,0.78231966
63,19.38559,0.1544315,1.4507167,-0.30433658,1.6106969,0.34779653
63,5.490763,1.4503012,1.9194272,-0.28853172,1.6106969,1.630918
63,2.623061,1.7094748,-2.4400916,2.3806384,1.6106969,2.0065947
63,18.98699,0.1544315,1.3770056,-0.31644624,1.6106969,-0.024927014
63,11.429157,0.41360518,1.3796326,-0.2928832,1.6106969,1.1756897
63,4.549094,-0.62309015,-2.4723637,4.6310053,1.6106969,2.3210392
63,11.06852,0.93195313,1.1394103,-0.27255946,1.6106969,1.1757003
63,0.25466454,-1.6597861,-2.5168204,3.8478277,1.6106969,1.6313376
63,1.5980893,1.4503012,-2.38278,2.8276544,1.6106969,2.5017734
63,19.290684,-0.88226444,1.3810338,-0.32687408,1.6106969,0.76193064
63,3.5431037,0.6727795,-2.4940405,6.148069,1.6106969,2.4657125
61,0.7423684,3.4904625,-0.2713941,-0.3538469,-0.7884114,0.67825574
61,0.09696482,3.4904625,-2.3479502,-0.042426765,-0.7884114,0.6368567
61,3.1049638,2.7129416,-1.6339021,0.31016588,-0.7884114,1.631327
61,9.05496,3.231289,1.4530687,-0.2811087,-0.7884114,1.4240522
61,18.531446,2.1945937,1.4322914,-0.29291406,-0.7884114,1.5901543
61,22.948463,2.4537673,1.4527507,-0.25638694,-0.7884114,0.016676988
61,9.588004,3.4904625,0.28063548,-0.30052742,-0.7884114,0.20258424
61,10.916672,3.4904625,0.5571378,-0.27090257,-0.7884114,1.300047
61,5.338916,2.7129416,1.8817972,-0.29180464,-0.7884114,1.7758582
25,1.1731293,-1.945547,-2.5180414,2.998822,-1.0322194,-1.4720846
67,-0.19507737,0.13624738,-2.5755587,19.36762,2.5632255,-0.6697952
35,15.689848,-0.6607121,1.5921241,-0.35282633,2.7627316,-0.6048921
35,-0.19507737,2.9677231,-2.5622396,7.2021465,2.7627316,0.6355267
35,3.021661,2.9677231,1.3907727,-0.32281265,2.7627316,0.59551126
35,-0.19507737,2.1902008,-2.5755587,19.36762,2.7627316,1.8149731
35,14.72182,0.89433116,1.9445297,-0.25832912,2.7627316,2.148961
35,16.335201,-0.14236479,1.5556006,-0.30544198,2.7627316,0.69964314
61,3.1239448,-0.3963844,-2.349859,2.0770273,-0.8677724,2.0265744
61,1.9587275,1.6770068,-0.98749256,0.043696314,-0.8677724,2.0450542
61,2.623061,1.4178332,-2.5239244,6.8728004,-0.8677724,2.094246
63,4.0102487,0.9160455,-2.387484,1.4289272,-0.5252386,2.152035
63,3.9417036,-0.12064988,-2.4483044,4.5031486,-0.5252386,2.5261903
63,2.174897,-1.1573459,-2.4680188,5.8837724,-0.5252386,2.5243876
51,2.174897,-0.6314376,-2.4987738,6.89558,-0.14082533,2.7117803
67,-0.19507737,-0.4026365,-2.5755587,19.36762,-0.57165843,0.92459786
17,0.32768786,-1.4297369,-2.5199888,5.8316755,-0.5494534,2.376954
17,0.077983856,-1.6889105,-2.5622396,7.2094126,-0.5494534,1.4448332
17,1.1731293,-1.9480848,-2.5195932,3.906249,-0.5494534,1.7372723
17,1.0782245,-1.9480848,-2.5357757,4.336572,-0.5494534,1.8622253
55,1.9207655,-1.160653,-1.9690598,0.551928,4.33057,1.5484431
55,1.3030955,-1.4198272,-2.1672697,0.53576404,4.33057,1.3206619
55,0.15975976,-1.160653,-2.1238682,0.5927576,4.33057,2.189827
25,-0.19507737,-1.6937056,-2.5231922,4.3605967,9.896884,-1.475839
15,1.3600384,0.40406018,-2.4433768,1.9454474,-0.24331787,2.4813478
59,4.389868,0.9075095,-2.4832008,3.165789,-0.5857017,2.2387326
59,5.9083443,1.4258575,-2.2842062,0.7233729,-0.5857017,0.99267346
8,-0.19507737,-1.1643165,-2.5611544,13.291729,-0.770298,-1.3938484
52,-0.21405834,-1.9195981,2.353423,-0.2666325,0.26575062,0.57465446
11,-0.19507737,3.268364,-2.4419992,1.7217776,0.61912084,-0.8129123
11,-0.19507737,3.5275378,-2.44757,1.6735333,0.61912084,-0.8336239
11,-0.16149175,2.2316687,-1.7572418,0.33911926,0.61912084,1.547827
11,0.2605166,1.7133207,-2.4517407,2.7360442,0.61912084,1.2790227
11,-0.19507737,3.268364,-2.5296624,3.051606,0.61912084,-1.3102133
11,-0.19507737,2.7500167,-2.4433768,1.9374244,0.61912084,2.0238674
11,-0.19507737,2.4908423,-2.5151572,4.6351833,0.61912084,0.5327821
11,-0.19507737,3.5275378,-2.2990305,0.63041264,0.61912084,-1.3925699
11,-0.027149292,3.268364,1.9294491,-0.299984,0.61912084,-1.2889148
11,-0.19507737,2.7500167,-2.4098008,1.7218109,0.61912084,-1.4961985
11,0.07360756,1.7133207,-2.163713,0.37773666,0.61912084,1.527189
11,0.6781487,1.9724945,-2.0845916,0.86299247,0.61912084,2.1071873
11,-0.19507737,3.268364,-2.0678198,0.20809454,0.61912084,-0.48143372
11,-0.19507737,3.268364,-2.4235833,1.0067877,0.61912084,-1.2477418
11,-0.19507737,2.4908423,-2.38278,2.8210847,0.61912084,2.0446444
14,-0.19507737,-1.4323,-2.5770044,47.094948,-0.6554949,-1.436243
35,0.6562162,-1.1464785,-1.5330566,-0.19783232,-1.2947584,-1.4958597
25,0.6591677,-0.89038885,-2.5218017,9.574217,0.12170746,2.6884675
5,0.73946786,0.13432133,-2.4939446,3.0779788,-0.46861014,2.4810424
25,-0.19507737,-1.6714908,-2.5755587,19.36762,4.0385156,0.8003593
47,-0.19507737,-0.13448879,-2.5755587,19.36762,3.8348486,-1.2909873
48,0.1407788,2.9940562,0.29145405,-0.1623432,2.2752934,2.3554223
48,-0.060734913,1.4390124,-2.5240788,3.4663575,2.2752934,1.5683972
48,0.6781487,1.9573604,-0.75158596,-0.043646432,2.2752934,1.423694
48,0.58029234,1.1798381,-2.536785,4.1574693,2.2752934,1.7568977
48,3.004258,1.1798381,0.3057579,-0.23302886,2.2752934,2.4798453
48,0.4284447,1.4390124,-2.4640982,2.1690621,2.2752934,2.418156
35,14.006345,0.6790847,1.8578957,-0.27913687,-0.8559984,-0.50147593
5,2.4113188,-1.6697915,1.9917641,-0.29060346,1.0674391,1.7343203
5,7.6999335,-0.8922692,1.3810338,-0.3291367,1.0674391,0.67855793
26,1.8638226,-0.36223018,-2.4841075,4.837839,-0.8088709,1.903127
27,0.52039796,-2.193268,-0.24593717,-0.26180702,-1.1695046,0.9888335
27,-0.19507737,-2.193268,-2.1104097,0.22298303,-1.1695046,0.34681538
27,0.52039796,-2.193268,0.3618472,-0.29105762,-1.1695046,1.1751815
27,-0.19507737,-2.193268,-2.4893494,1.5412623,-1.1695046,1.1333857
27,0.7160596,-2.193268,-0.030439759,-0.30935964,-1.1695046,1.0716703
27,-0.12352984,-2.193268,-2.2989464,0.31189364,-1.1695046,1.133655
25,-0.19507737,-0.36499226,-2.5770044,47.094948,-0.15515254,-1.4983623
33,2.2244608,-1.6626045,-2.4220614,1.4453659,-0.68428993,-1.3485609
33,0.58176816,-0.8850828,-2.508508,7.009584,-0.68428993,1.8390701
33,14.651697,-1.1442571,1.6145707,-0.2538165,-0.68428993,-0.6463516
33,3.1239448,-1.1442571,-2.3389668,1.68948,-0.68428993,0.26661223
33,22.09432,-0.10756113,1.7166066,-0.2518594,-0.68428993,-0.0869638
33,11.1634245,-1.4034308,1.0971314,-0.3358524,-0.68428993,-0.8742099
33,1.8828036,-0.6259091,-2.4867554,4.9126077,-0.68428993,2.110321
33,0.12179784,0.66996056,-2.4929821,7.2187405,-0.68428993,2.3556495
33,0.7730534,-1.1442571,-2.5134847,5.827069,-0.68428993,1.2391573
33,3.9796655,-0.10756113,-1.2430538,0.117835164,-0.68428993,2.5216203
33,1.6929941,-0.10756113,-2.4987738,6.8915854,-0.68428993,2.690108
55,-0.19507737,0.41822413,-2.536785,4.1465793,5.4514856,-0.41990718
25,5.8893633,2.9958,1.5921241,-0.35466155,-0.36281613,-0.7088678
25,19.290684,2.477452,1.5474815,-0.32397836,-0.36281613,0.18212233
25,19.309666,2.7366257,1.5469167,-0.3360496,-0.36281613,-0.19059196
25,-0.07971587,2.2182777,-2.509638,8.36736,-0.36281613,2.2931135
25,-0.19507737,1.4407562,-2.5770044,47.094948,-0.36281613,-1.1877663
52,0.87233454,-1.6893998,-2.3545058,0.8039304,-0.83146995,1.1344146
52,0.87233454,-1.4302262,-2.461352,2.1320481,-0.83146995,2.191002
52,2.2434418,-1.6893998,-2.3618846,0.85601,-0.83146995,2.0052204
52,2.7836103,-0.9118782,-2.2910821,0.65844643,-0.83146995,2.0051403
51,18.531446,-0.38092223,1.8844008,-0.29935092,-0.17464824,2.48043
25,0.8884149,1.4398849,-2.5479438,7.3618293,-0.37110996,2.1935067
61,-0.19507737,0.12574647,-2.5755587,19.36762,2.0914226,1.7735603
51,-0.19507737,1.1683757,-2.5755587,19.36762,-0.27875465,1.7942666
59,-0.19507737,-0.13781752,-2.5755587,19.36762,-0.70065784,-0.56626314
8,2.1251287,-1.9358006,1.2405784,-0.3320757,-1.030816,-1.4958721
63,-0.19507737,-0.13240147,-2.5218017,9.564828,-0.9070545,2.4170141
61,-0.19507737,2.4718173,-2.5422363,4.932072,4.158911,-1.3724533
61,-0.19507737,0.6575997,-2.5755587,19.36762,4.158911,0.9660105
25,0.0546266,-1.1690258,-2.5218017,9.567572,-0.54402846,2.5833285
25,0.5248252,-0.90985143,-2.4987738,6.8819036,-0.54402846,2.6049416
25,-0.19507737,-0.65067774,-2.5770044,47.094948,-0.54402846,-1.3327111
48,1.5980893,1.6995177,-1.0230184,0.011848648,1.1674676,1.7758243
48,5.244011,0.40364805,1.6411269,-0.29073632,1.1674676,1.0511445
48,-0.19507737,0.40364805,-2.5755587,19.36762,1.1674676,0.7175339
27,-0.19507737,-0.39721859,-2.5755587,19.36762,1.0456104,-0.9803912
26,0.3554214,-1.4264013,-2.5245383,2.0174565,-1.2797319,-1.4948915
59,0.52334946,-1.4345318,-2.3988397,1.3237903,-0.662405,2.3973336
52,0.5174974,-2.1959858,1.5717223,-0.28043368,-1.2987165,-0.9575881
35,-0.19507737,-0.10857327,-2.5755587,19.36762,1.0310414,-0.7526208
27,1.9587275,0.9155752,-1.5245867,0.24616331,2.4772687,1.4032869
27,0.87233454,1.4339225,-2.3618846,0.85141903,2.4772687,1.9626977
27,0.91762435,-1.1578166,-2.4569137,4.246791,2.4772687,2.2945542
27,1.2870151,1.6930969,-2.5296974,3.0083542,2.4772687,1.3239776
27,3.9517279,2.2114449,-2.05907,0.19828928,2.4772687,1.7563076
27,5.4411993,0.9155752,-0.8430771,-0.0077468003,2.4772687,1.7762468
27,1.6360512,-0.6394687,-2.4591196,2.1102962,2.4772687,2.523363
27,5.4411993,0.6564009,-2.378929,2.758845,2.4772687,2.4844022
27,3.9517279,2.2114449,-2.2842062,0.7180543,2.4772687,0.9706812
27,1.5980893,-0.6394687,-2.5422363,4.959216,2.4772687,1.7193635
27,2.2434418,0.6564009,-1.9757487,0.15330666,2.4772687,2.3353958
27,3.1049638,1.1747489,-2.1701248,1.1430383,2.4772687,1.8391484
27,0.6430363,2.2114449,-2.2910821,0.6529247,2.4772687,1.8795669
8,-0.23303929,0.40461323,-2.5770044,47.093025,-0.17515133,-1.1675239
35,1.8258607,0.6645111,-2.5755587,19.456469,0.076932274,2.4369404
25,-0.19507737,0.13218395,-2.5479438,7.342939,8.380021,-1.4553872
25,2.174897,0.13691783,-2.4709616,5.423511,-0.7715226,2.524473
25,2.9341352,-1.1589518,-2.508508,7.0316095,-0.7715226,1.9479271
25,0.5248252,-0.64060384,-2.5218017,9.572741,-0.7715226,2.6674037
66,-0.19507737,-0.6416555,-2.5755587,19.36762,-0.2090915,1.6079091
8,11.751835,-0.36076942,1.6387563,-0.33415353,-0.85630697,-1.4954506
8,19.936037,-0.87911737,1.5216478,-0.3118309,-0.85630697,-0.70821553
27,-0.19507737,-0.6185213,-2.5611544,13.291729,-0.8063514,-1.5387932
20,2.7836103,-0.9167258,-1.3987147,-0.11542184,0.25396606,1.1548979
51,-0.19507737,-0.40081427,-2.5755587,19.36762,0.13407186,-0.6490888
35,-0.19507737,-1.4429467,-2.5755587,19.36762,-0.6669624,-1.5394641
3,1.4330617,1.9507943,-0.62793636,-0.06583504,1.4906261,1.5894132
3,-0.19507737,2.728316,-2.4562283,1.2961246,1.4906261,-0.7301058
3,1.9207655,-1.4184666,-0.45410377,-0.21624628,1.4906261,1.5273247
3,0.6781487,1.6916207,-0.8115933,-0.03461509,1.4906261,1.3201644
3,1.0460638,1.6916207,1.9294491,-0.29979944,1.4906261,1.4443748
3,-0.19507737,2.728316,-2.381849,1.4723771,1.4906261,-1.1027277
3,0.8314211,-0.9001186,2.012765,-0.28480422,1.4906261,1.1544758
3,1.6360512,0.39575103,0.13544329,-0.23236658,1.4906261,2.45906
3,0.17874071,-1.4184666,-0.6283306,-0.1990311,1.4906261,2.1483662
3,0.79641074,-1.4184666,0.4045635,-0.2645852,1.4906261,2.3968766
3,-0.12790614,1.1732727,-0.8576734,-0.010567077,1.4906261,1.7756201
66,1.0212817,2.2036066,-0.33111846,-0.19009632,-0.40555435,2.5211492
11,0.8986433,0.41104823,-2.4709616,5.415238,-0.30476427,2.4603536
11,-0.16586806,-0.36647403,-2.5218017,9.565148,-0.30476427,2.5206237
11,3.9606848,0.15187393,-1.1908078,0.13007025,-0.30476427,2.5423
26,0.07360756,2.7331982,-0.58934855,-0.21611807,3.0022335,2.5003648
26,14.664878,0.6598069,1.9546734,-0.28006217,3.0022335,1.8176565
35,10.136874,-0.37284356,1.9522663,-0.31047106,-1.0856142,-0.31529135
