name_cyclist,birth_year,weight,height,nationality,expected_url,name_race,points,uci_points,length,climb_total,profile,startlist_quality,date,position,cyclist_age,is_tarmac,is_cobbled,is_gravel,cyclist_team,delta,race_year
bruno-surra,1964.0,64.63412438195238,168.32599858399635,Italy,bruno--surra,vuelta-a-espana/1989/stage-1,0.0,0.0,20100.0,588.0,2.0,803,1989-04-24 00:25:33,111,25.0,True,False,False,,25.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1997/stage-2,0.0,0.0,262000.0,2808.0,1.0,1994,1997-07-07 06:27:47,133,32.0,True,False,False,denmark-1991,30.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1990/stage-1,0.0,0.0,138500.0,1232.0,1.0,1959,1990-07-01 03:29:36,67,25.0,True,False,False,france-1978,738.0,1990
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-7,0.0,0.0,196500.0,2010.0,1.0,2047,1992-07-11 04:22:52,36,27.0,True,False,False,france-1978,70.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1990/stage-9,0.0,0.0,196000.0,2381.0,2.0,1959,1990-07-09 04:46:44,42,25.0,True,False,False,france-1978,99.0,1990
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,la-fleche-wallone/1996/result,5.0,8.0,200500.0,3302.0,3.0,961,1996-04-17 04:42:20,36,31.0,False,False,False,czechoslovakia-1987,141.0,1996
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-12,8.0,1.0,192000.0,4000.0,4.0,1933,1991-07-18 05:22:47,11,26.0,True,False,False,norway-1987,415.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-17,0.0,0.0,165000.0,5000.0,5.0,1849,1989-07-19 05:18:23,25,24.0,True,False,False,carrera-inoxpran-1985,464.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1997/stage-5,0.0,0.0,261300.0,2212.0,1.0,1994,1997-07-10 06:20:08,109,32.0,True,False,False,denmark-1991,204.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-15,0.0,0.0,198000.0,2662.0,2.0,2047,1992-07-20 04:45:19,30,27.0,True,False,False,france-1978,84.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,paris-nice/1989/stage-5,50.0,35.0,178000.0,3442.0,3.0,794,1989-03-10 04:20:53,1,24.0,True,False,False,carrera-inoxpran-1985,0.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,liege-bastogne-liege/1992/result,90.0,222.0,262000.0,3654.0,3.0,932,1992-04-19 07:20:06,6,27.0,False,False,False,france-1978,120.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-20,0.0,0.0,190000.0,2978.0,3.0,1165,1997-09-26 05:40:05,95,32.0,True,False,False,denmark-1991,1413.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1997/stage-8,0.0,0.0,161500.0,1346.0,1.0,1994,1997-07-13 03:22:42,41,32.0,True,False,False,denmark-1991,14.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-12,0.0,0.0,242000.0,2648.0,2.0,1849,1989-07-13 06:02:39,78,24.0,True,False,False,carrera-inoxpran-1985,1332.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-2,0.0,0.0,241000.0,2723.0,1.0,1871,1995-07-03 05:26:54,82,30.0,True,False,False,latvia-2000,35.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,giro-d-italia/1994/stage-21,50.0,23.0,121000.0,1949.0,2.0,1292,1994-06-11 03:30:53,2,29.0,True,False,False,new-zealand-2020,0.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-16,0.0,0.0,212000.0,3500.0,3.0,2047,1992-07-21 05:53:39,31,27.0,True,False,False,france-1978,87.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-7,0.0,0.0,200000.0,3572.0,2.0,1871,1995-07-08 04:49:04,41,30.0,True,False,False,latvia-2000,121.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1990/stage-7,0.0,0.0,61500.0,845.0,1.0,1959,1990-07-07 01:22:40,72,25.0,True,False,False,france-1978,335.0,1990
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-6,0.0,0.0,147000.0,2169.0,3.0,1165,1997-09-11 03:48:20,105,32.0,True,False,False,denmark-1991,761.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-19,0.0,0.0,125000.0,2500.0,4.0,1849,1989-07-21 03:27:51,44,24.0,True,False,False,carrera-inoxpran-1985,607.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,paris-nice/1990/stage-2,0.0,0.0,245000.0,3113.0,2.0,995,1990-03-06 06:39:35,27,25.0,True,False,False,france-1978,53.0,1990
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,amstel-gold-race/1994/result,50.0,107.0,250000.0,3557.0,2.0,666,1994-04-23 06:42:41,8,29.0,False,False,False,new-zealand-2020,16.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,omloop-het-nieuwsblad/1992/result,0.0,-0.0,208000.0,1974.0,2.0,758,1992-02-29 05:01:20,86,27.0,False,False,False,france-1978,51.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1993/stage-11,0.0,0.0,179000.0,5339.0,5.0,1804,1993-07-15 06:09:19,84,28.0,True,False,False,czechoslovakia-1987,1715.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1997/stage-14,0.0,0.0,148000.0,5000.0,5.0,1994,1997-07-20 05:11:12,93,32.0,True,False,False,denmark-1991,2278.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,milano-sanremo/1991/result,90.0,205.0,294000.0,2996.0,2.0,1434,1991-03-23 06:57:33,6,26.0,False,False,False,norway-1987,59.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-1,0.0,0.0,194500.0,2500.0,2.0,2047,1992-07-05 04:37:39,59,27.0,True,False,False,france-1978,160.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-21,0.0,0.0,24500.0,200.0,1.0,1849,1989-07-23 00:29:36,54,24.0,True,False,False,carrera-inoxpran-1985,159.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/prologue,0.0,0.0,7800.0,152.0,1.0,1849,1989-07-01 00:10:23,55,24.0,True,False,False,carrera-inoxpran-1985,29.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,paris-nice/1988/stage-1,0.0,0.0,194000.0,2946.0,3.0,1146,1988-03-07 05:39:22,13,23.0,True,False,False,liberty-seguros-wurth-team-2005,151.0,1988
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-5,0.0,0.0,264000.0,2194.0,1.0,1871,1995-07-06 05:51:46,118,30.0,True,False,False,latvia-2000,24.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,ronde-van-vlaanderen/1995/result,5.0,0.0,261000.0,2626.0,2.0,780,1995-04-02 06:50:17,63,30.0,False,False,False,latvia-2000,869.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-14,0.0,0.0,159000.0,3500.0,5.0,1871,1995-07-16 04:51:46,44,30.0,True,False,False,latvia-2000,1358.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-19,0.0,0.0,46000.0,1097.0,1.0,1871,1995-07-22 01:05:39,75,30.0,True,False,False,latvia-2000,485.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-22,0.0,0.0,178000.0,2412.0,1.0,1933,1991-07-28 04:43:36,63,26.0,True,False,False,norway-1987,139.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,paris-roubaix/1988/result,9.0,12.0,266000.0,2939.0,2.0,611,1988-04-10 06:39:33,31,23.0,False,False,False,liberty-seguros-wurth-team-2005,316.0,1988
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,milano-sanremo/1993/result,5.0,-0.0,297000.0,2737.0,2.0,1704,1993-03-20 07:27:01,70,28.0,False,False,False,czechoslovakia-1987,91.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1997/stage-9,0.0,0.0,182000.0,5000.0,4.0,1994,1997-07-14 05:58:11,144,32.0,True,False,False,denmark-1991,1994.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-10,0.0,0.0,136000.0,4750.0,5.0,1849,1989-07-11 04:41:09,71,24.0,True,False,False,carrera-inoxpran-1985,1144.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1990/stage-8,0.0,0.0,181900.0,805.0,1.0,1959,1990-07-08 04:27:14,152,25.0,True,False,False,france-1978,160.0,1990
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-5,0.0,0.0,229000.0,2771.0,2.0,1165,1997-09-10 05:43:27,116,32.0,True,False,False,denmark-1991,76.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-10,0.0,0.0,207500.0,2047.0,1.0,1933,1991-07-15 05:23:29,164,26.0,True,False,False,norway-1987,68.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1994/stage-15,0.0,0.0,231000.0,3876.0,4.0,1731,1994-07-18 06:54:59,101,29.0,True,False,False,new-zealand-2020,1387.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-13,0.0,0.0,223000.0,3500.0,2.0,1871,1995-07-15 06:09:59,45,30.0,True,False,False,latvia-2000,1202.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,giro-d-italia/1992/stage-21,10.0,1.0,66000.0,1459.0,2.0,953,1992-06-14 01:22:36,8,27.0,True,False,False,france-1978,216.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-21,0.0,0.0,57000.0,864.0,1.0,1933,1991-07-27 01:16:38,28,26.0,True,False,False,norway-1987,293.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-5,0.0,0.0,196000.0,1538.0,1.0,2047,1992-07-09 04:09:34,73,27.0,True,False,False,france-1978,221.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-4,0.0,0.0,154000.0,1845.0,1.0,1871,1995-07-05 03:40:23,104,30.0,True,False,False,latvia-2000,36.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-15,0.0,0.0,39000.0,1453.0,5.0,1849,1989-07-16 01:17:29,71,24.0,True,False,False,carrera-inoxpran-1985,407.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,milano-sanremo/1989/result,70.0,151.0,294000.0,2824.0,2.0,1242,1989-03-18 07:08:49,8,24.0,False,False,False,carrera-inoxpran-1985,37.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-18,10.0,1.0,255000.0,5000.0,3.0,1933,1991-07-24 07:27:17,10,26.0,True,False,False,norway-1987,33.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-1,0.0,0.0,160000.0,1959.0,2.0,1165,1997-09-06 04:02:48,115,32.0,True,False,False,denmark-1991,86.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,la-fleche-wallone/1992/result,150.0,355.0,207000.0,3307.0,3.0,615,1992-04-15 05:29:31,2,27.0,False,False,False,france-1978,9.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1994/stage-1,0.0,0.0,234000.0,1782.0,1.0,1731,1994-07-03 05:46:16,106,29.0,True,False,False,new-zealand-2020,14.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-3,0.0,0.0,173000.0,748.0,1.0,1165,1997-09-08 04:28:44,128,32.0,True,False,False,denmark-1991,42.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1997/stage-3,0.0,0.0,224000.0,2568.0,3.0,1994,1997-07-08 04:57:53,122,32.0,True,False,False,denmark-1991,203.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-2,0.0,0.0,224000.0,1648.0,1.0,1165,1997-09-07 05:42:13,131,32.0,True,False,False,denmark-1991,46.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-11,0.0,0.0,249500.0,4500.0,2.0,2047,1992-07-15 06:31:11,30,27.0,True,False,False,france-1978,46.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-18,0.0,0.0,185000.0,830.0,1.0,1165,1997-09-24 03:56:55,68,32.0,True,False,False,denmark-1991,319.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-19,0.0,0.0,64000.0,624.0,2.0,2047,1992-07-24 01:20:40,52,27.0,True,False,False,france-1978,439.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-10,0.0,0.0,159000.0,5500.0,5.0,1871,1995-07-12 05:26:17,38,30.0,True,False,False,latvia-2000,783.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-21,0.0,0.0,141000.0,1808.0,2.0,2047,1992-07-26 03:28:37,74,27.0,True,False,False,france-1978,16.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1994/stage-13,0.0,0.0,223000.0,1848.0,1.0,1731,1994-07-16 05:14:57,87,29.0,True,False,False,new-zealand-2020,37.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1994/stage-14,0.0,0.0,202000.0,2500.0,2.0,1731,1994-07-17 05:17:00,96,29.0,True,False,False,new-zealand-2020,375.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-18,0.0,0.0,91500.0,2560.0,5.0,1849,1989-07-20 02:36:02,32,24.0,True,False,False,carrera-inoxpran-1985,274.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,liege-bastogne-liege/1994/result,12.0,19.0,268500.0,3335.0,2.0,997,1994-04-17 07:27:38,28,29.0,False,False,False,new-zealand-2020,677.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-20,0.0,0.0,222000.0,1489.0,2.0,2047,1992-07-25 06:11:07,124,27.0,True,False,False,france-1978,682.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1994/stage-5,0.0,0.0,187000.0,2223.0,1.0,1731,1994-07-07 04:10:49,137,29.0,True,False,False,new-zealand-2020,29.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-16,0.0,0.0,175000.0,4000.0,5.0,1849,1989-07-18 05:03:30,73,24.0,True,False,False,carrera-inoxpran-1985,1017.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1993/stage-2,0.0,0.0,227500.0,1349.0,1.0,1804,1993-07-05 05:41:40,145,28.0,True,False,False,czechoslovakia-1987,31.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1993/stage-20,0.0,0.0,196500.0,2395.0,1.0,1804,1993-07-25 05:27:20,108,28.0,True,False,False,czechoslovakia-1987,36.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,world-championship/1993/result,90.0,198.0,257600.00000000003,3237.0,2.0,1594,1993-08-29 06:17:29,8,28.0,False,False,False,czechoslovakia-1987,21.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-6,0.0,0.0,259000.0,2593.0,1.0,1933,1991-07-11 06:40:21,19,26.0,True,False,False,norway-1987,121.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,dauphine/1989/stage-5,0.0,0.0,230000.0,4009.0,3.0,603,1989-06-03 07:04:35,28,24.0,True,False,False,carrera-inoxpran-1985,476.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,paris-nice/1989/stage-6,10.0,2.0,190000.0,3305.0,4.0,794,1989-03-11 05:05:55,5,24.0,True,False,False,carrera-inoxpran-1985,9.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,world-championship/1992/result,38.0,40.0,261600.00000000003,4183.0,2.0,1603,1992-09-06 06:34:36,17,27.0,False,False,False,france-1978,8.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-20,0.0,0.0,150000.0,1878.0,1.0,1871,1995-07-23 03:39:46,102,30.0,True,False,False,latvia-2000,191.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1993/stage-7,0.0,0.0,199000.0,2203.0,1.0,1804,1993-07-10 04:30:40,58,28.0,True,False,False,czechoslovakia-1987,330.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-22,0.0,0.0,154000.0,1159.0,1.0,1165,1997-09-28 03:29:42,92,32.0,True,False,False,denmark-1991,177.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-13,0.0,0.0,196000.0,3887.0,4.0,1165,1997-09-19 05:35:34,125,32.0,True,False,False,denmark-1991,1556.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-17,0.0,0.0,189000.0,2500.0,2.0,2047,1992-07-22 04:51:10,57,27.0,True,False,False,france-1978,990.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tirreno-adriatico/1991/stage-8,2.0,0.0,18300.0,371.0,2.0,710,1991-03-20 00:22:45,9,26.0,True,False,False,norway-1987,35.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-9,0.0,0.0,65000.0,880.0,2.0,2047,1992-07-13 01:24:53,16,27.0,True,False,False,france-1978,322.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-11,0.0,0.0,246000.0,2402.0,1.0,1933,1991-07-16 05:12:43,71,26.0,True,False,False,norway-1987,12.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1993/stage-18,0.0,0.0,199500.0,1215.0,1.0,1804,1993-07-23 05:13:56,45,28.0,True,False,False,czechoslovakia-1987,351.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-12,0.0,0.0,147000.0,2454.0,4.0,1165,1997-09-18 03:42:22,106,32.0,True,False,False,denmark-1991,1162.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-6,0.0,0.0,191000.0,1310.0,1.0,1871,1995-07-07 04:31:03,72,30.0,True,False,False,latvia-2000,24.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1997/stage-11,0.0,0.0,192000.0,3000.0,2.0,1994,1997-07-16 05:05:23,70,32.0,True,False,False,denmark-1991,35.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1993/stage-17,0.0,0.0,189500.0,4000.0,4.0,1804,1993-07-22 05:06:57,20,28.0,True,False,False,czechoslovakia-1987,333.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-5,0.0,0.0,73000.0,785.0,3.0,1849,1989-07-06 01:43:20,29,24.0,True,False,False,carrera-inoxpran-1985,308.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1994/prologue,0.0,0.0,7200.0,78.0,1.0,1731,1994-07-02 00:08:54,125,29.0,True,False,False,new-zealand-2020,65.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-2,0.0,0.0,255000.0,4000.0,2.0,2047,1992-07-06 06:47:19,60,27.0,True,False,False,france-1978,334.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,la-fleche-wallone/1993/result,150.0,403.0,206000.0,3140.0,3.0,842,1993-04-14 05:18:56,2,28.0,False,False,False,czechoslovakia-1987,56.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,san-sebastian/1994/result,5.0,0.0,238000.0,3406.0,2.0,1140,1994-08-06 05:32:09,83,29.0,False,False,False,new-zealand-2020,622.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-11,0.0,0.0,198000.0,2500.0,2.0,1871,1995-07-13 04:49:07,44,30.0,True,False,False,latvia-2000,540.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-13,2.0,0.0,254500.0,6974.0,5.0,2047,1992-07-18 07:54:08,14,27.0,True,False,False,france-1978,557.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,paris-nice/1989/stage-7b,1.0,0.0,10000.0,457.0,2.0,794,1989-03-12 00:21:24,10,24.0,True,False,False,carrera-inoxpran-1985,93.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-4,0.0,0.0,193000.0,1003.0,1.0,1165,1997-09-09 04:17:38,118,32.0,True,False,False,denmark-1991,25.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1993/stage-8,0.0,0.0,184500.0,1843.0,1.0,1804,1993-07-11 04:22:37,44,28.0,True,False,False,czechoslovakia-1987,40.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,amstel-gold-race/1993/result,5.0,0.0,249000.0,3532.0,2.0,917,1993-04-24 06:51:29,78,28.0,False,False,False,czechoslovakia-1987,836.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-15,0.0,0.0,207000.0,6000.0,5.0,1871,1995-07-18 06:38:56,35,30.0,True,False,False,latvia-2000,1088.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,giro-d-italia/1992/stage-19,0.0,0.0,201000.0,3720.0,4.0,953,1992-06-12 06:08:37,88,27.0,True,False,False,france-1978,1040.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,giro-d-italia/1990/stage-10,10.0,2.0,68000.0,1049.0,2.0,1061,1990-05-27 01:34:41,8,25.0,True,False,False,france-1978,175.0,1990
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/prologue,0.0,0.0,7300.0,280.0,1.0,1871,1995-07-01 00:10:03,147,30.0,True,False,False,latvia-2000,63.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1995/stage-18,0.0,0.0,154000.0,2476.0,1.0,1871,1995-07-21 03:55:47,43,30.0,True,False,False,latvia-2000,490.0,1995
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1993/stage-3,0.0,0.0,189500.0,2317.0,1.0,1804,1993-07-06 04:41:53,56,28.0,True,False,False,czechoslovakia-1987,15.0,1993
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,paris-nice/1988/stage-6a,3.0,0.0,100000.0,1456.0,2.0,1146,1988-03-12 02:29:35,8,23.0,True,False,False,liberty-seguros-wurth-team-2005,14.0,1988
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-16,0.0,0.0,169000.0,2070.0,1.0,1165,1997-09-22 03:54:07,34,32.0,True,False,False,denmark-1991,6.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tirreno-adriatico/1991/stage-5,50.0,39.0,154500.0,2751.0,3.0,710,1991-03-17 04:25:45,1,26.0,True,False,False,norway-1987,0.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,la-fleche-wallone/1994/result,5.0,8.0,205000.0,3429.0,3.0,636,1994-04-20 04:58:50,45,29.0,False,False,False,new-zealand-2020,170.0,1994
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1997/stage-4,0.0,0.0,223000.0,1809.0,1.0,1994,1997-07-09 05:47:13,111,32.0,True,False,False,denmark-1991,43.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1997/stage-13,0.0,0.0,203500.0,3500.0,5.0,1994,1997-07-19 05:12:50,73,32.0,True,False,False,denmark-1991,611.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,liege-bastogne-liege/1991/result,18.0,24.0,267000.0,3551.0,2.0,1263,1991-04-21 07:17:36,22,26.0,False,False,False,norway-1987,204.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,san-sebastian/1997/result,5.0,5.0,234000.0,3650.0,2.0,1116,1997-08-09 05:56:35,51,32.0,False,False,False,denmark-1991,573.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-6,0.0,0.0,259000.0,1854.0,1.0,1849,1989-07-07 06:59:21,66,24.0,True,False,False,carrera-inoxpran-1985,274.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1992/stage-6,0.0,0.0,167000.0,2168.0,1.0,2047,1992-07-10 03:38:28,39,27.0,True,False,False,france-1978,93.0,1992
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-1,0.0,0.0,114500.0,1653.0,1.0,1933,1991-07-07 02:30:38,154,26.0,True,False,False,norway-1987,171.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-8,0.0,0.0,157000.0,1838.0,2.0,1849,1989-07-09 03:51:46,128,24.0,True,False,False,carrera-inoxpran-1985,66.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-3,0.0,0.0,210500.0,1532.0,1.0,1933,1991-07-08 05:15:11,138,26.0,True,False,False,norway-1987,475.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1989/stage-20,0.0,0.0,130000.0,1286.0,1.0,1849,1989-07-22 03:26:16,118,24.0,True,False,False,carrera-inoxpran-1985,38.0,1989
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-16,10.0,1.0,215000.0,2500.0,1.0,1933,1991-07-22 06:07:07,10,26.0,True,False,False,norway-1987,28.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1991/stage-15,0.0,0.0,235000.0,3000.0,1.0,1933,1991-07-21 06:23:15,46,26.0,True,False,False,norway-1987,202.0,1991
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-17,0.0,0.0,195000.0,2083.0,1.0,1165,1997-09-23 04:16:02,54,32.0,True,False,False,denmark-1991,26.0,1997
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,tour-de-france/1990/prologue,0.0,0.0,6300.0,184.0,1.0,1959,1990-06-30 00:08:15,33,25.0,True,False,False,france-1978,26.0,1990
gerard-rue,1965.0,74.0,182.0,France,gerard--rue,vuelta-a-espana/1997/stage-14,0.0,0.0,160000.0,2677.0,4.0,1165,1997-09-20 04:20:51,70,32.0,True,False,False,denmark-1991,834.0,1997
