_url,name,birth_year,weight,height,nationality
guy-santy,Guy  Santy,1950.0,78.48079751670484,187.21226060102063,France
oleg-polovnikov,Oleg  Polovnikov,1969.0,76.50572237848874,184.91229606983566,Russia
marc-de-block,Marc De Block,1945.0,62.31925500191702,170.98543461351366,Belgium
charles-rouxel,Charly  Rouxel,1948.0,58.82797153771263,173.28652138583234,France
mitchell-docker,Mitchell  Docker,1986.0,73.0,180.0,Australia
valeriy-dmitriyev,Valeriy  Dmitriyev,1984.0,69.0,175.0,Kazakhstan
cian-uijtdebroeks,Cian  Uijtdebroeks,2003.0,68.0,185.0,Belgium
filippo-colombo1,Filippo  Colombo,1997.0,73.0,184.0,Switzerland
laurent-pichon,Laurent  Pichon,1986.0,69.0,178.0,France
jonathan-lastra,Jonathan  Lastra,1993.0,64.0,172.0,Spain
jean-louis-peillon,Jean-louis  Peillon,1961.0,75.32912408444294,177.60756872711323,France
benoit-jarrier,Benoît  Jarrier,1989.0,69.0,179.0,France
ivan-ramiro-parra,Iván Ramiro  Parra,1975.0,62.0,174.0,Colombia
jose-recio,José  Recio,1957.0,66.96953927315279,171.38879362127938,Spain
jon-unzaga,Jon  Unzaga,1962.0,75.0102198881921,185.74343916711032,Spain
ceriel-desal,Ceriel  Desal,1999.0,76.0,190.0,Belgium
andy-cappelle,Andy  Cappelle,1979.0,71.0,182.0,Belgium
luca-wackermann,Luca  Wackermann,1992.0,68.0,188.0,Italy
rafael-elvas-barbas,Rafael  Barbas,2004.0,67.0,189.0,Portugal
bart-voskamp,Bart  Voskamp,1968.0,75.0,190.0,Netherlands
adolfo-garcia-quesada,Adolfo  García Quesada,1979.0,68.04951634470004,175.18294767083606,Spain
nicolai-kosyakov,Nicolai  Kosyakov,1960.0,62.41803537303761,186.7100469556826,Russia
jose-ignacio-cano,José Ignacio  Cano,1965.0,69.89419039805105,180.08574907610773,Spain
branislau-samoilau,Branislau  Samoilau,1985.0,77.0,188.0,Belarus
benjamin-declercq,Benjamin  Declercq,1994.0,67.0,182.0,Belgium
torsten-schmidt,Torsten  Schmidt,1972.0,73.0,179.0,Germany
mauro-gerosa,Mauro  Gerosa,1974.0,72.0,181.0,Italy
sebastien-rosseler,Sébastien  Rosseler,1981.0,78.0,182.0,Belgium
fabio-andres-duarte,Fabio  Duarte,1986.0,55.0,166.0,Colombia
pedro-miguel-lopes-goncalves,Pedro  Goncalves,1975.0,56.84108291700979,173.47663268086015,Portugal
michael-wright,Michael  Wright,1941.0,77.9694284065701,192.44815043685054,Great Britain
tadej-valjavec,Tadej  Valjavec,1977.0,59.0,171.0,Slovenia
patrick-pevenage,Patrick  Pevenage,1956.0,82.60490002817059,200.11203393912092,Belgium
oscar-cabedo,Óscar  Cabedo,1994.0,53.0,174.0,Spain
louis-verhelst,Louis  Verhelst,1990.0,71.0,182.0,Belgium
jens-keukeleire,Jens  Keukeleire,1988.0,69.0,185.0,Belgium
cyril-barthe,Cyril  Barthe,1996.0,70.0,184.0,France
pierre-ackermann,Pierre  Ackermann,1972.0,69.42183035768144,174.4421593657893,Switzerland
philippe-van-vooren,Philippe Van Vooren,1962.0,59.91773420026934,178.04926008714358,Belgium
sander-helven,Sander  Helven,1990.0,74.0,197.0,Belgium
dirk-clarysse,Dirk  Clarysse,1964.0,65.88324215835986,178.1861186462932,Belgium
ricardo-alejandro-zurita,Ricardo Alejandro  Zurita,2000.0,62.0,170.0,Spain
luc-wallays,Luc  Wallays,1961.0,70.29353584230638,175.875504108682,Belgium
reinier-honig,Reinier  Honig,1983.0,61.0,176.0,Netherlands
josef-cerny,Josef  Černý,1993.0,75.0,188.0,Czech Republic
cameron-wurf,Cameron  Wurf,1983.0,71.0,171.0,Australia
luis-perez-rodriguez,Luis  Pérez Rodríguez,1974.0,67.0,180.0,Spain
franco-pellizotti,Franco  Pellizotti,1978.0,64.0,175.0,Italy
daryl-impey,Daryl  Impey,1984.0,72.0,181.0,South Africa
benjamin-day,Benjamin  Day,1978.0,68.0,178.0,Australia
goncalo-amorim,Gonçalo  Amorim,1972.0,67.0,177.0,Portugal
venceslau-fernandes,Venceslau  Fernandes,1996.0,69.50177143834973,181.0,Portugal
nico-sijmens,Nico  Sijmens,1978.0,69.0,175.0,Belgium
sandy-dujardin,Sandy  Dujardin,1997.0,67.35047164834666,178.0,France
loic-vliegen,Loïc  Vliegen,1993.0,70.0,184.0,Belgium
antonio-espejo,Antonio  Espejo,1968.0,70.88470697297133,187.99440846256243,Spain
oliver-rees,Oliver  Rees,2001.0,71.6530712283528,184.0,Great Britain
michele-bartoli,Michele  Bartoli,1970.0,65.0,179.0,Italy
paul-lapeira,Paul  Lapeira,2000.0,64.0,176.0,France
simone-petilli,Simone  Petilli,1993.0,65.0,178.0,Italy
lizuarte-martins,Lizuarte Manuel Gonçalves  Martins,1978.0,68.01606348320814,183.23113997892136,Portugal
jules-dubois,Jules  Dubois,1958.0,75.6832843492577,182.59366506444218,Belgium
gilles-bouvard,Gilles  Bouvard,1969.0,70.0,180.0,France
george-mount,George  Mount,1955.0,66.0,178.0,United States
matthew-brammeier,Matt  Brammeier,1985.0,72.0,181.0,Ireland
nicolas-prodhomme,Nicolas  Prodhomme,1997.0,62.0,174.0,France
guillermo-arenas,Guillermo  Arenas,1963.0,55.96839197169153,165.77107628597633,Spain
patrice-esnault,Patrice  Esnault,1961.0,60.8712014793419,177.91626213566565,France
silvan-dillier,Silvan  Dillier,1990.0,75.0,183.0,Switzerland
jose-manuel-lopez-rodriguez,José Manuel  López Rodríguez,1940.0,67.81027124434773,175.3482843115665,Spain
stefano-usai,Stefano  Usai,1982.0,65.71399487346322,179.48343269319582,Italy
tao-geoghegan-hart,Tao  Geoghegan Hart,1995.0,65.0,183.0,Great Britain
eduard-vorganov,Eduard  Vorganov,1982.0,65.0,177.0,Russia
jose-manuel-garcia-114,José Manuel  Garcia,1968.0,65.75232504081676,174.55299780947016,Spain
david-derepas,David  Derepas,1978.0,69.0,180.0,France
mario-moermans,Mario  Moermans,1969.0,70.21631412157792,181.77909203435115,Belgium
marcel-sieberg,Marcel  Sieberg,1982.0,80.0,198.0,Germany
jose-antonio-de-segovia,José Antonio de Segovia,1982.0,75.0,187.0,Spain
karel-rottiers,Karel  Rottiers,1953.0,79.40730775884444,177.10056309466947,Belgium
andrea-ferrigato,Andrea  Ferrigato,1969.0,67.70869611390337,179.45804769142572,Italy
segundo-leopoldo-chaparro,Segundo Leopoldo  Chaparro,1963.0,68.66017102946779,171.35824084406593,Colombia
sergio-samitier,Sergio  Samitier,1995.0,63.0,181.0,Spain
joona-laukka,Joona  Laukka,1972.0,69.08333762081192,177.27426327069844,Finland
kevin-deltombe,Kevin  Deltombe,1994.0,66.0,178.0,Belgium
rudy-colman,Rudy  Colman,1956.0,64.96804504174227,176.58620901907912,Belgium
piotr-brozyna,Piotr  Brożyna,1995.0,71.0,192.0,Poland
steven-van-vooren,Steven van Vooren,1986.0,75.0,179.0,Belgium
piet-hoekstra,Piet  Hoekstra,1947.0,77.18638554831998,183.8200413196467,Netherlands
john-tanner,John  Tanner,1968.0,70.0,178.0,Great Britain
francisco-javier-iriarte-garro,Francisco Javier  Iriarte,1986.0,68.0,180.0,Spain
piet-van-katwijk,Piet van Katwijk,1949.0,63.62631708904654,176.04160950860998,Netherlands
constantino-zaballa,Constantino  Zaballa,1978.0,66.0,175.0,Spain
marcel-summermatter,Marcel  Summermatter,1956.0,63.020196203122836,171.76065527634222,Switzerland
kirk-o-bee,Kirk  O'Bee,1977.0,62.71438482042041,166.83032819407842,United States
daniele-de-paoli,Daniele De Paoli,1973.0,68.95028071737552,182.205627844169,Italy
andre-poppe,André  Poppe,1943.0,74.58116881685278,188.88044869517014,Belgium
jean-eudes-demaret,Jean-Eudes  Demaret,1984.0,66.18045006693941,177.83040294506281,France
luigi-furlan,Luigi  Furlan,1963.0,69.20079829162898,170.3990465191123,Italy
alberto-elli,Alberto  Elli,1964.0,71.0,182.0,Italy
gianpaolo-cucchietti,Gianpaolo  Cucchietti,1942.0,69.6262116347035,172.45679418495263,Italy
carlo-scognamiglio,Carlo  Scognamiglio,1983.0,67.0,179.0,Italy
jonas-ahlstrand,Jonas  Ahlstrand,1990.0,72.0,177.0,Sweden
edy-schutz,Edy  Schutz,1941.0,72.0,176.0,Luxembourg
cristian-pepoli,Cristian  Pepoli,1978.0,76.52629119995886,195.02641898580214,Italy
iker-flores-galarza,Iker  Flores,1976.0,74.0,186.0,Spain
fulvio-frigo,Fulvio  Frigo,1973.0,71.89401370164876,188.06572200342225,Italy
agustin-alonso,Agustin  Alonso,1980.0,59.39833469948027,167.98902242925513,Spain
david-lefevre,David  Lefevre,1972.0,66.0,175.0,France
jiri-skoda,Jiří  Škoda,1956.0,69.54126946720662,184.77135202346145,Czech Republic
michel-kreder,Michel  Kreder,1987.0,67.0,180.0,Netherlands
unai-uribarri,Unai  Uribarri,1984.0,62.0,177.0,Spain
marco-mathis,Marco  Mathis,1994.0,71.0,186.0,Germany
juan-ramon,Juan Ramón  Martin,1963.0,69.72335696308188,176.16966312095863,Spain
bernard-bourguignon,Bernard  Bourguignon,1949.0,67.6419154243667,183.68073680158835,Belgium
jeroen-meijers,Jeroen  Meijers,1993.0,68.0,181.0,Netherlands
lucas-sebastian-haedo,Lucas Sebastián  Haedo,1983.0,64.0,173.0,Argentina
samuele-marzoli,Samuele  Marzoli,1984.0,77.78542753718932,184.4825517987836,Italy
frederic-brun,Frédéric  Brun,1957.0,66.67824643820943,181.09675929724153,France
andrea-patuelli,Andrea  Patuelli,1970.0,69.48132566494805,176.44877828231614,Italy
erik-baska,Erik  Baška,1994.0,74.0,182.0,Slovakia
anthony-geslin,Anthony  Geslin,1980.0,68.0,180.0,France
michiel-elijzen,Michiel  Elijzen,1982.0,80.0,192.0,Netherlands
alberto-camargo,Luis Alberto  Camargo,1965.0,65.78797158638857,183.26483349774966,Colombia
hector-gonzalez-baeza,Hector  Gonzalez,1986.0,66.22807117500834,180.35660639172937,Spain
elias-maris,Elias  Maris,1999.0,65.0,178.0,Belgium
antoine-debons,Antoine  Debons,1998.0,65.0,180.0,Switzerland
patrick-hermans,Patrick  Hermans,1958.0,75.80502475400533,178.59529241094577,Belgium
ruber-alverio-marin,Ruber Alveiro  Marín,1968.0,55.0,160.0,Colombia
fabio-testi,Fabio  Testi,1976.0,62.44409649278607,170.359416589491,Italy
alberto-saronni,Alberto  Saronni,1961.0,68.49758954629495,167.75021822080026,Italy
tom-van-asbroeck,Tom Van Asbroeck,1990.0,72.0,182.0,Belgium
inaki-arrieta,Iñaki  Arrieta,1961.0,63.80307914488585,179.5223276992019,Spain
yevgeniy-fedorov,Yevgeniy  Fedorov,2000.0,80.0,193.0,Kazakhstan
gianluca-brambilla,Gianluca  Brambilla,1987.0,57.0,170.0,Italy
stefan-de-bod,Stefan de Bod,1996.0,66.0,183.0,South Africa
simon-guglielmi,Simon  Guglielmi,1997.0,66.0,180.0,France
nils-brun,Nils  Brun,2000.0,64.0,176.43738841629687,Switzerland
johan-dekkers,Johan  Dekkers,1978.0,74.21578756217244,175.24028621085247,Belgium
edward-ravasi,Edward  Ravasi,1994.0,61.0,181.0,Italy
pascal-kohlvelter,Pascal  Kohlvelter,1965.0,76.53600135375714,186.08138870840472,Luxembourg
thierry-marichal,Thierry  Marichal,1973.0,72.0,179.0,Belgium
darren-baker,Darren  Baker,1967.0,75.04710807236069,174.21638394147658,United States
bernard-thevenet,Bernard  Thévenet,1948.0,73.17245939177089,173.5074206854232,France
russell-downing,Russell  Downing,1978.0,64.0,171.0,Great Britain
jokin-murguialday-elorza,Jokin  Murguialday,2000.0,57.0,173.0,Spain
martin-mortensen,Martin  Mortensen,1984.0,70.0,180.0,Denmark
sven-renders,Sven  Renders,1981.0,63.0,176.0,Belgium
kaspars-ozers,Kaspars  Ozers,1968.0,73.0,185.0,Latvia
robert-dill-bundi,Robert  Dill-Bundi,1958.0,73.25915225588776,186.20620718634675,Switzerland
massimiliano-mori,Massimiliano  Mori,1974.0,77.0,174.0,Italy
luis-diego-prior,Luis Diego  Prior,1975.0,73.16791955376088,181.83175510596917,Spain
benny-schepmans,Benny  Schepmans,1953.0,74.57186657422277,180.51431084333848,Belgium
michel-stasse,Michel  Stasse,1967.0,58.26669796516136,172.03842912302756,Belgium
harrie-jansen,Harrie  Jansen,1947.0,70.0,176.0,Netherlands
lorenzo-di-silvestro,Lorenzo Di Silvestro,1970.0,73.53969640774838,174.2724814126953,Italy
rui-vinhas,Rui  Vinhas,1986.0,59.0,171.0,Portugal
johan-de-lathouwer,Johan De Lathouwer,1960.0,75.72237592186225,186.61169665801089,Belgium
juan-caldentey,Juan  Caldentey,1962.0,66.28404715434833,179.12463660702392,Spain
federico-echave,Federico  Echave,1960.0,70.01004940119539,180.42480131226947,Spain
thomas-bodo,Thomas  Bodo,1980.0,68.68583880849904,181.55208199624414,France
fabio-taborre,Fabio  Taborre,1985.0,66.0,178.0,Italy
iuri-filosi,Iuri  Filosi,1992.0,70.0,184.0,Italy
xavier-jan,Xavier  Jan,1970.0,62.0,174.0,France
gang-xu,Gang  Xu,1984.0,69.0,187.0,China
thomas-boudat,Thomas  Boudat,1994.0,70.0,175.0,France
dave-bruylandts,Dave  Bruylandts,1976.0,63.0,178.0,Belgium
alphonse-vermote,Alphonse  Vermote,1990.0,74.0,187.0,Belgium
marc-wauters,Marc  Wauters,1969.0,73.0,185.0,Belgium
alois-wouters,Alois  Wouters,1962.0,59.14504166104456,167.0785951630068,Belgium
alberto-dainese,Alberto  Dainese,1998.0,70.0,174.0,Italy
alexandre-chouffe,Alexandre  Chouffe,1974.0,66.34404210381919,178.21151666787938,France
tarik-chaoufi,Tarik  Chaoufi,1986.0,65.0,174.0,Morocco
alfio-vandi,Alfio  Vandi,1955.0,64.0,178.0,Italy
albert-hulzebosch,Albert  Hulzebosch,1949.0,60.86986040914529,171.92732508712933,Netherlands
gary-dowdell,Gary  Dowdell,1959.0,74.20902844539995,179.6119392350274,Great Britain
javier-palacin-salgao,Javier  Palacín,1971.0,70.60574114174543,177.3545160585,Spain
maurizio-caravaggio,Maurizio  Caravaggio,1976.0,62.73249374376434,176.48152515216006,Italy
manuel-fernandez-gines,Manuel  Fernández Ginés,1971.0,59.02074963086875,170.05021764908025,Spain
gianfranco-bianchin,Gianfranco  Bianchin,1947.0,68.99251555698552,177.66300467793747,Italy
mirko-gualdi,Mirko  Gualdi,1968.0,68.0,172.0,Italy
stefan-bissegger,Stefan  Bissegger,1998.0,78.0,181.0,Switzerland
david-zabriskie,David  Zabriskie,1979.0,67.0,183.0,United States
jeanluc-garnier,Jean-luc  Garnier,1961.0,55.18900033995991,169.0605042617186,France
uwe-hardter,Uwe  Hardter,1977.0,62.313436408424366,179.6465627227656,Germany
alvaro-forner,Álvaro  Forner,1972.0,73.43409456022826,182.99292474193712,Spain
richard-groenendaal,Richard  Groenendaal,1971.0,66.0,176.0,Netherlands
jasper-philipsen,Jasper  Philipsen,1998.0,75.0,176.0,Belgium
jose-casas-garcia,José  Casas,1945.0,54.06827535465245,172.40300685315145,Spain
javier-ruiz-de-larrinaga-ibanez,Javier  Ruiz de Larrinaga,1979.0,62.908408829684326,176.8325925225174,Spain
joan-horrach,Joan Sebastian  Horrach,1974.0,70.0,179.0,Spain
kristof-de-zutter,Kristof De Zutter,1982.0,61.59660372822908,176.4000289196409,Belgium
julen-fernandez,Julen  Fernandez,1978.0,64.1278646707525,178.34195233932823,Spain
vegard-stake-laengen,Vegard Stake  Laengen,1989.0,79.0,195.0,Norway
liam-slock,Liam  Slock,2000.0,78.0,188.0,Belgium
kristian-sbaragli,Kristian  Sbaragli,1990.0,74.0,175.0,Italy
cesar-garcia-calvo,César  García Calvo,1974.0,58.95288829782244,173.03608256762578,Spain
christoph-pfingsten,Christoph  Pfingsten,1987.0,69.0,179.0,Germany
maarten-wynants,Maarten  Wynants,1982.0,74.0,190.0,Belgium
rob-mulders,Rob  Mulders,1967.0,65.27668130445224,176.49503017125596,Netherlands
valentin-paret-peintre,Valentin  Paret-Peintre,2001.0,52.0,176.0,France
connor-swift,Connor  Swift,1995.0,75.0,190.0,Great Britain
valerio-piva,Valerio  Piva,1958.0,63.57275049961479,174.08898181859448,Italy
david-assuncao,David  Assuncao,1967.0,79.52587950317327,191.43310822047667,Portugal
jake-stewart,Jake  Stewart,1999.0,66.0,179.0,Great Britain
calum-johnston,Calum  Johnston,1998.0,55.0,173.0,Great Britain
janier-alexis-acevedo,Janier  Acevedo,1985.0,63.0,175.0,Colombia
fabrice-jeandesboz,Fabrice  Jeandesboz,1984.0,69.0,179.0,France
jean-francois-bernard,Jean-François  Bernard,1962.0,77.74741591603703,189.17086250479022,France
herman-crabbe,Herman  Crabbe,1959.0,55.88901236157466,171.22242413695915,Belgium
roberto-lezaun,Roberto  Lezaun,1967.0,65.0,170.0,Spain
sven-montgomery,Sven  Montgomery,1976.0,62.0,178.0,Switzerland
robbie-vandaele,Robbie  Vandaele,1972.0,73.38630106726144,185.76370875887028,Belgium
rudiger-selig,Rüdiger  Selig,1989.0,80.0,188.0,Germany
antonio-cabello,Antonio  Cabello,1956.0,73.57834863107273,187.29014570935914,Spain
tom-leaper,Tom  Leaper,1975.0,80.4742741873035,194.90469364317127,Australia
jose-luis-rodriguez-garcia,José Luis  Rodríguez,1966.0,74.08270404352233,187.14592076687862,Spain
henk-prinsen,Henk  Prinsen,1951.0,71.88413671316323,180.36655981733202,Netherlands
jose-fabio,José Fabio  Moreno,1965.0,62.66326354046303,174.60635945510572,Colombia
peter-gansler,Peter  Gansler,1963.0,78.1422530199204,192.13817778638406,Germany
julian-dean,Julian  Dean,1975.0,72.0,178.0,New Zealand
remy-rochas,Rémy  Rochas,1996.0,51.0,164.0,France
massimiliano-lelli,Massimiliano  Lelli,1967.0,69.0,175.0,Italy
charles-wegelius,Charles  Wegelius,1978.0,62.0,180.0,Great Britain
thomas-wegmuller,Thomas  Wegmuller,1960.0,67.74738864084401,185.22837279000032,Switzerland
valentin-ferron,Valentin  Ferron,1998.0,67.0,174.0,France
ramon-sinkeldam,Ramon  Sinkeldam,1989.0,77.0,193.0,Netherlands
werner-devos,Werner  Devos,1957.0,75.22766656759222,196.14730573409537,Belgium
javier-cherro,Javier  Cherro,1980.0,70.91519752319323,180.09253348718033,Spain
urs-zimmermann,Urs  Zimmermann,1959.0,69.96753932371017,176.01726530416732,Switzerland
roland-salm,Roland  Salm,1951.0,67.8946746008669,183.35934298648658,Switzerland
albert-fritz,Albert  Fritz,1947.0,61.63229833988714,167.10596322368028,Germany
tim-declercq,Tim  Declercq,1989.0,78.0,190.0,Belgium
vitali-kokorine,Vitali  Kokorine,1975.0,71.47181521809568,172.71370756232358,Russia
alberto-leanizbarrutia-abaunza,Alberto  Leanizbarrutia,1963.0,72.2868641058419,181.68959593481586,Spain
cedric-coutouly,Cédric  Coutouly,1980.0,72.0,184.0,France
sebastien-van-den-abeele,Sébastien Van Den Abeele,1970.0,65.71564052389071,176.21420329363303,Belgium
alessandro-pessot,Alessandro  Pessot,1995.0,75.0,192.0,Italy
marc-sohet,Marc  Sohet,1947.0,76.5816077764232,187.41464995995727,Belgium
valerio-agnoli,Valerio  Agnoli,1985.0,72.0,178.0,Italy
franck-jarno,Franck  Jarno,1970.0,76.36868078151649,184.48070018780817,France
janez-brajkovic,Janez  Brajkovič,1983.0,60.0,175.0,Slovenia
alain-turicchia,Alain  Turicchia,1975.0,68.31166419355397,183.56427522235325,Italy
peter-meinert-nielsen,Peter  Meinert-Nielsen,1966.0,73.0,190.0,Denmark
sean-de-bie,Sean De Bie,1991.0,65.0,173.0,Belgium
marco-giroletti,Marco  Giroletti,1972.0,71.13051012935101,180.82569705101722,Italy
ibon-ajuria,Ibon  Ajuria,1971.0,73.40183584973228,185.35001116366558,Spain
andrea-palini,Andrea  Palini,1989.0,67.0,175.0,Italy
nuno-duarte-silva-marta,Nuño Duarte Silva  Marta,1976.0,71.46298620402708,175.85015777615428,Portugal
plamen-stoyanov,Plamen  Stoyanov,1971.0,66.83030311470027,177.90885118328896,Bulgaria
david-drouin,David  Drouin,1995.0,80.25746000254682,195.16953791815922,Canada
firmino-bernardino,Firmino  Bernardino,1950.0,59.20074360927276,172.6092091992137,Portugal
eric-wohlberg,Eric  Wohlberg,1965.0,63.0,170.0,Canada
benjamin-verraes,Benjamin  Verraes,1987.0,73.0,183.0,Belgium
raffaele-illiano,Raffaele  Illiano,1977.0,68.83952902546815,178.96649973308638,Italy
robert-de-guchtenaere,Robert De Guchtenaere,1949.0,73.48621358221509,181.4574289851875,Belgium
aitor-garmendia,Aitor  Garmendia,1968.0,68.0,175.0,Spain
marco-pantani,Marco  Pantani,1970.0,58.0,172.0,Italy
mariusz-witecki,Mariusz  Witecki,1981.0,70.0,184.0,Poland
etienne-van-empel,Etienne van Empel,1994.0,64.0,186.0,Netherlands
dailos-diaz-armas,Dailos Manuel  Díaz Armas,1980.0,63.72214776794105,170.3165230695973,Spain
mathijs-paasschens,Mathijs  Paasschens,1996.0,75.0,188.0,Netherlands
didier-rous,Didier  Rous,1970.0,70.0,182.0,France
bruno-armirail,Bruno  Armirail,1994.0,74.0,190.0,France
alain-meslet,Alain  Meslet,1950.0,71.4450216681194,186.9427508634139,France
emmanuel-hubert,Emmanuel  Hubert,1970.0,65.34805269493536,176.08619143717308,France
guy-dolhats,Guy  Dolhats,1952.0,72.69168667102201,185.02907341341583,France
robert-vrecer,Robert  Vrečer,1980.0,68.0,182.0,Slovenia
angel-lopez-del-alamo,Ángel  López,1949.0,70.52971169880053,186.3622183051722,Spain
roberto-amadio,Roberto  Amadio,1963.0,66.79780742242836,177.63576642206462,Italy
paolo-cimini,Paolo  Cimini,1964.0,75.16979779159445,187.58260002615972,Italy
antonio-gonzalez,Antonio  González,1954.0,68.07017150056296,180.83121379211943,Spain
bernard-vifian,Bernard  Vifian,1944.0,69.18422344533765,176.0310386718149,Switzerland
emilio-garcia-perez,Emilio  Garcia,1959.0,64.45930744267415,176.960910180462,Spain
carlos-barredo,Carlos  Barredo,1981.0,61.0,177.0,Spain
davide-dall-olio,Davide  Dall'Olio,1969.0,77.78288323785881,189.6215971382939,Italy
charly-mottet,Charly  Mottet,1962.0,57.311072628332326,164.0,France
oscar-gatto,Oscar  Gatto,1985.0,67.0,174.0,Italy
ronny-van-holen,Ronny Van Holen,1959.0,78.48227021525275,186.56129243848164,Belgium
valerio-lualdi,Valerio  Lualdi,1951.0,68.39968223264955,173.9301617962332,Italy
antonio-salutini,Antonio  Salutini,1947.0,66.43805630301135,173.95386691622335,Italy
daniel-alejandro-mendez-norena,Daniel Alejandro  Mendez,2000.0,57.0,171.0,Colombia
timothy-dupont,Timothy  Dupont,1987.0,72.0,179.0,Belgium
jose-ramon-uriarte,José Ramón  Uriarte,1967.0,80.86338054674142,200.45896912777616,Spain
andrea-zatti-1,Andrea  Zatti,1973.0,69.320569467113,178.12382524310664,Italy
ward-sels,Ward  Sels,1941.0,77.60469973710829,185.20245502807197,Belgium
greg-randolph,Greg  Randolph,1972.0,84.07975807087756,188.4835981265918,United States
ercole-gualazzini,Ercole  Gualazzini,1944.0,70.65613748602449,184.67648164088035,Italy
jacob-rathe,Jacob  Rathe,1991.0,74.0,185.0,United States
jarl-salomein,Jarl  Salomein,1989.0,80.0,193.0,Belgium
scott-davis,Scott  Davis,1979.0,60.0,170.0,Australia
geraint-thomas,Geraint  Thomas,1986.0,71.0,183.0,Great Britain
sergio-previtali,Sergio  Previtali,1969.0,67.5306080094591,174.4123751949741,Italy
joseba-ruiz,Joseba  Ruiz,1965.0,71.01602299855767,172.3232194597904,Spain
rafael-reis,Rafael  Reis,1992.0,72.0,189.0,Portugal
remy-mertz,Rémy  Mertz,1995.0,70.0,175.0,Belgium
pier-paolo-de-negri,Pier Paolo De Negri,1986.0,61.0,170.0,Italy
dieter-runkel,Dieter  Runkel,1966.0,68.83250655083185,185.19614839965647,Switzerland
mitja-mahoric,Mitja  Mahorič,1976.0,68.0,184.0,Slovenia
martin-laas,Martin  Laas,1993.0,76.0,176.0,Estonia
enrico-magazzini,Enrico  Magazzini,1988.0,58.0,169.0,Italy
silvio-martinello,Silvio  Martinello,1963.0,71.0,179.0,Italy
simone-andreetta,Simone  Andreetta,1993.0,69.0,183.0,Italy
valery-kobzarenko,Valery  Kobzarenko,1977.0,60.916671579314816,175.2479848823839,Ukraine
eric-knuvers,Eric  Knuvers,1966.0,64.96063546108627,175.28171166794797,Netherlands
david-dekker,David  Dekker,1998.0,80.0,190.0,Netherlands
maurizio-bertini,Maurizio  Bertini,1955.0,67.08517929607002,173.75527625016946,Italy
jhonatan-restrepo,Jhonatan  Restrepo,1994.0,73.0,178.0,Colombia
rodrigo-contreras,Rodrigo  Contreras,1994.0,68.0,180.0,Colombia
serhiy-ushakov,Serhiy  Ushakov,1968.0,73.0,179.0,Ukraine
emiliano-murtas,Emiliano  Murtas,1973.0,71.1754919525036,182.97710029647726,Italy
joaquin-llach,Joaquin  Llach,1964.0,58.0,167.0,Spain
pavel-cherkasov,Pavel  Cherkasov,1972.0,72.9171556861591,181.38868372556198,Russia
saul-raisin,Saul  Raisin,1983.0,70.40010506560503,184.90888208939458,United States
gorik-gardeyn,Gorik  Gardeyn,1980.0,75.0,182.0,Belgium
alberto-losada,Alberto  Losada,1982.0,69.0,180.0,Spain
luca-dodi,Luca  Dodi,1987.0,65.0,180.0,Italy
etienne-de-wilde,Etienne De Wilde,1958.0,70.0,172.0,Belgium
enrico-cassani,Enrico  Cassani,1972.0,65.0,175.0,Italy
rosario-fina,Rosario  Fina,1969.0,52.805053729561216,168.33390462427408,Italy
jean-francois-rault,Jean-François  Rault,1958.0,49.52346515353557,167.8498741537128,France
imanol-erviti,Imanol  Erviti,1983.0,82.0,190.0,Spain
gustavo-dominguez-lemos,Gustavo  Domínguez,1980.0,71.70040518156523,184.28391354497762,Spain
james-mitri,James  Mitri,1999.0,60.0,178.0,New Zealand
marco-saligari,Marco  Saligari,1965.0,67.78743448984424,188.2678447391127,Italy
marc-durant,Marc  Durant,1955.0,62.85938385619907,174.81857065915952,France
jacques-hochart,Jacques  Hochart,1948.0,71.13439676474592,180.76882367829984,France
alain-vigneron,Alain  Vigneron,1954.0,59.550107470789186,170.25471961473357,France
luca-celli,Luca  Celli,1979.0,69.0,187.0,Italy
john-freddy-garcia,John Freddy  Garcia,1974.0,63.38710076163139,173.70768891548985,Colombia
gerrie-van-gerwen,Gerrie van Gerwen,1953.0,58.5734921081191,164.8836258338809,Netherlands
matthew-dinham,Matthew  Dinham,2000.0,63.0,175.0,Australia
juan-esteban-arango,Juan Esteban  Arango,1986.0,62.0,172.0,Colombia
simon-clarke,Simon  Clarke,1986.0,63.0,175.0,Australia
matteo-tosatto,Matteo  Tosatto,1974.0,74.0,181.0,Italy
gianni-motta,Gianni  Motta,1943.0,73.08952247150567,177.44600512809345,Italy
yvan-lamote,Yvan  Lamote,1958.0,81.54293712372038,178.3657368263673,Belgium
graziano-salvietti,Graziano  Salvietti,1956.0,67.73231266077057,180.54539455015123,Italy
tobias-bayer,Tobias  Bayer,1999.0,71.0,187.0,Austria
yann-huguet,Yann  Huguet,1984.0,66.0,177.0,France
eddy-gragus,Eddy  Gragus,1968.0,63.64348480833308,179.72032567045002,United States
alex-van-linden,Alex Van Linden,1952.0,63.23904893918947,173.14698743940085,Belgium
eduardo-ruiz,Eduardo  Ruiz,1966.0,66.6928230973344,175.34136184712816,Spain
anton-palzer,Anton  Palzer,1993.0,62.0,178.0,Germany
michael-bresciani,Michael  Bresciani,1994.0,62.286898171129266,173.04708705578386,Italy
nans-peters,Nans  Peters,1994.0,71.0,177.0,France
