_url,name,birth_year,weight,height,nationality
guy-niv,Guy  Niv,1994.0,58.0,168.0,Israel
rini-wagtmans,Rini  Wagtmans,1946.0,68.63708687526527,179.21568660827413,Netherlands
javier-chacon-quesada,Javier  Chacón,1985.0,70.0,185.0,Spain
john-degenkolb,John  Degenkolb,1989.0,82.0,180.0,Germany
jose-inguanzo,José Luis  Rodriguez,1957.0,67.82825992202939,182.352187407453,Spain
adri-van-houwelingen,Adri van Houwelingen,1953.0,72.93243872841492,183.1006727029756,Netherlands
dietmar-hauer,Dietmar  Hauer,1968.0,66.14336012278595,177.847187179715,Austria
julio-cesar-rangel,Julio César  Rangel,1968.0,76.3094404992025,187.395488168179,Colombia
francis-castaing,Francis  Castaing,1959.0,72.52839707765379,183.1962212293661,France
rafael-garcia,José Rafael  García,1961.0,54.64246078452601,173.17403318265153,Spain
miguel-minguez,Miguel  Mínguez,1988.0,59.0,177.0,Spain
alexandre-shefer,Alexandre  Shefer,1971.0,68.0,176.0,Kazakhstan
johnny-vanderveken,Johnny  Vanderveken,1954.0,65.08932588596424,178.05395195953915,Belgium
mirko-celestino,Mirko  Celestino,1974.0,67.0,173.0,Italy
salvatore-cavallaro,Salvatore  Cavallaro,1962.0,73.58623285278172,178.41724256731743,Italy
hayden-roulston,Hayden  Roulston,1981.0,81.0,186.0,New Zealand
luigino-moro,Luigino  Moro,1956.0,64.44105855855608,181.27890206496397,Italy
pasquale-muto,Pasquale  Muto,1980.0,75.99334148291302,193.46870063481177,Italy
taj-jones,Taj  Jones,2000.0,82.0,191.0,Australia
albert-hitchen,Albert  Hitchen,1938.0,65.70047598115306,184.0856351621801,Great Britain
maxime-cam,Maxime  Cam,1992.0,61.0,169.0,France
miguel-sanabria,Miguel Ángel  Sanabria,1967.0,65.04168060994384,179.32670554428174,Colombia
alejandro-ropero,Alejandro  Ropero,1998.0,61.0,171.0,Spain
vicente-hernaiz,Vicente  Hernaiz,1998.0,68.0,183.0,Spain
saulius-sarkauskas,Saulius  Sarkauskas,1970.0,74.0,180.0,Lithuania
enrico-grigoli,Enrico  Grigoli,1978.0,58.526001463723524,170.47835111210432,Italy
danny-jonasson,Danny  Jonasson,1974.0,68.13331652962468,182.12959092527385,Denmark
julian-david-arredondo,Julián David  Arredondo,1988.0,58.0,164.0,Colombia
matthew-walls,Matthew  Walls,1998.0,72.0,177.0,Great Britain
henry-rinklin,Henry  Rinklin,1957.0,80.47731130229752,184.52891486191797,Germany
vasily-zhdanov,Vasily  Zhdanov,1963.0,66.45189484694195,181.20864640206605,Ukraine
kim-borry,Kim  Borry,1985.0,67.72732541704337,184.93727963695238,Belgium
jose-martins,José Freitas  Martins,1951.0,65.07635480484427,179.32605369410038,Portugal
alexandre-balmer,Alexandre  Balmer,2000.0,70.0,191.0,Switzerland
stephane-bonsergent,Stéphane  Bonsergent,1977.0,66.0,174.0,France
bo-hamburger,Bo  Hamburger,1970.0,58.0,174.0,Denmark
raimond-kunzli,Raimond  Künzli,1984.0,67.73498984238499,181.71286642978433,Switzerland
giuseppe-citterio,Giuseppe  Citterio,1967.0,69.80061535346648,173.84714420068156,Italy
sebastian-langeveld,Sebastian  Langeveld,1985.0,67.0,178.0,Netherlands
jerome-delbove,Jérôme  Delbove,1974.0,60.83214485232862,171.96709283884397,France
alexander-cataford,Alexander  Cataford,1993.0,70.0,183.0,Canada
joseph-abelshausen,Joseph  Abelshausen,1949.0,73.60880345492573,187.727036705985,Belgium
peter-stetina,Peter  Stetina,1987.0,63.0,180.0,United States
arnaud-courteille,Arnaud  Courteille,1989.0,62.0,176.0,France
pierrick-naud,Pierrick  Naud,1991.0,66.60060703042727,183.52400326075468,Canada
hans-junkermann,Hans  Junkermann,1934.0,70.76936085008326,184.1982256813067,Germany
abelardo-rios,Abelardo Antonio  Ríos,1952.0,63.0,161.0,Colombia
gene-michael-bates,Gene  Bates,1981.0,61.0,169.0,Australia
juan-carlos-guillamon-ruiz,Juan Carlos  Guillamón,1974.0,62.0,174.0,Spain
joey-mcloughlin,Joey  McLoughlin,1964.0,60.60809135577392,175.57932716505857,Great Britain
phil-edwards,Phil  Edwards,1949.0,80.0,184.0,Great Britain
michel-perin,Michel  Perin,1947.0,70.65400107768953,175.39494148629097,France
antony-doyle,Tony  Doyle,1958.0,61.717889372654234,172.17323442958298,Great Britain
kjell-nilsson,Kjell  Nilsson,1962.0,61.882237813402945,171.32348754693916,Sweden
daniel-paradis,Daniel  Paradis,1970.0,77.30745395127424,184.28944372365115,Switzerland
ottavio-crepaldi,Ottavio  Crepaldi,1945.0,70.61509695530364,183.15720213392788,Italy
andreas-kappes,Andreas  Kappes,1965.0,55.68805603175501,162.33824339565592,Germany
josep-jufre,Josep  Jufré,1975.0,65.0,178.0,Spain
andreas-klier,Andreas  Klier,1976.0,72.0,181.0,Germany
francois-simon,François  Simon,1968.0,70.0,179.0,France
jan-nevens,Jan  Nevens,1958.0,58.0,172.0,Belgium
tom-stubbe,Tom  Stubbe,1981.0,66.0,177.0,Belgium
luc-govaerts,Luc  Govaerts,1959.0,68.82138825666539,175.6443597304101,Belgium
emanuele-lupi,Emanuele  Lupi,1969.0,73.64439158919023,180.72032402021705,Italy
pim-ligthart,Pim  Ligthart,1988.0,72.0,181.0,Netherlands
raymond-riotte,Raymond  Riotte,1940.0,66.5067373099827,181.61726738953146,France
jose-barros,Jose  Barros,1971.0,72.25881968384068,175.4328642933556,Portugal
nicola-ruffoni,Nicola  Ruffoni,1990.0,70.0,173.0,Italy
edward-theuns,Edward  Theuns,1991.0,72.0,183.0,Belgium
nidi-den-hertog,Nidi den Hertog,1951.0,72.11485750942208,185.221203974668,Netherlands
enrico-gasparotto,Enrico  Gasparotto,1982.0,65.0,174.0,Switzerland
omer-goldstein,Omer  Goldstein,1996.0,61.0,174.0,Israel
dennis-vanendert,Dennis  Vanendert,1988.0,64.0,181.0,Belgium
juan-llaneras-rossello,Juan  Llaneras,1969.0,65.0,180.0,Spain
matteo-pelucchi,Matteo  Pelucchi,1989.0,74.0,182.0,Italy
robert-bartko,Robert  Bartko,1975.0,78.0,186.0,Germany
bjorn-schroder,Björn  Schröder,1980.0,64.0,177.0,Germany
manuel-zeferino,Manuel  Zeferino,1960.0,75.31394863737212,189.6008043411051,Portugal
michael-hepburn,Michael  Hepburn,1991.0,77.0,186.0,Australia
jimmy-casper,Jimmy  Casper,1978.0,69.0,175.0,France
sean-kelly,Sean  Kelly,1956.0,77.0,180.0,Ireland
sep-vanmarcke,Sep  Vanmarcke,1988.0,77.0,190.0,Belgium
ioannis-tamouridis,Ioannis  Tamouridis,1980.0,70.0,180.0,Greece
mika-heming,Mika  Heming,2000.0,68.0,184.0,Germany
vicente-aparicio,Vicente  Aparicio,1969.0,63.9023928388124,182.49664376018478,Spain
iker-camano,Iker  Camaño,1979.0,68.0,184.0,Spain
ronny-scholz,Ronny  Scholz,1978.0,60.0,176.0,Germany
andrea-paluan,Andrea  Paluan,1966.0,68.8766889860216,183.8594647856631,Italy
anthony-langella,Anthony  Langella,1974.0,76.0,188.0,France
chris-lillywhite,Chris  Lillywhite,1966.0,68.29300786982137,176.27932575691517,Great Britain
ivan-savitskiy,Ivan  Savitskiy,1992.0,72.0,182.0,Russia
francisco-mancebo,Francisco  Mancebo,1976.0,64.0,175.0,Spain
freddy-decloedt,Freddy  Decloedt,1944.0,65.3392481772977,181.77505217295885,Belgium
jorgen-bo-petersen,Jørgen Bo  Petersen,1970.0,71.08545952278993,183.5534700856507,Denmark
mirco-lorenzetto,Mirco  Lorenzetto,1981.0,71.0,175.0,Italy
thomas-liese,Thomas  Liese,1968.0,75.0,180.0,Germany
pablo-torres,Pablo  Torres,1987.0,63.5,174.0,Spain
tejay-van-garderen,Tejay van Garderen,1988.0,72.0,186.0,United States
paul-haghedooren,Paul  Haghedooren,1959.0,72.76889682824432,184.1843640616873,Belgium
charly-grosskost,Charly  Grosskost,1944.0,87.35692919154948,197.77714975615328,France
romain-gregoire1,Romain  Grégoire,2003.0,64.0,176.0,France
jimmy-duquennoy,Jimmy  Duquennoy,1995.0,75.0,179.0,Belgium
maurizio-tomi,Maurizio  Tomi,1968.0,55.13793437565724,170.58441678572726,Italy
jasper-stuyven,Jasper  Stuyven,1992.0,78.0,187.0,Belgium
sean-bennett,Sean  Bennett,1996.0,66.0,178.0,United States
marek-rutkiewicz,Marek  Rutkiewicz,1981.0,66.0,182.0,Poland
sergey-firsanov,Sergey  Firsanov,1982.0,58.0,172.0,Russia
rui-miguel-sousa-barbosa,Rui  Sousa,1976.0,59.0,171.0,Portugal
scott-stewart,Scott  Stewart,1987.0,64.29792611121715,184.41632539241053,United States
gustavo-rodriguez-iglesias,Gustavo  Rodríguez,1979.0,57.85298926734923,164.05423045298573,Spain
jose-luis-faura-asensio,Jose Luis  Faura,2000.0,77.07954189539896,187.76852123947813,Spain
xandres-vervloesem,Xandres  Vervloesem,2000.0,65.0,185.0,Belgium
jose-nazabal-mimendia,José  Nazabal,1951.0,67.85408055973546,181.3608647893669,Spain
marco-zanotti-1,Marco  Zanotti,1974.0,70.0,180.0,Italy
fabian-jeker,Fabian  Jeker,1968.0,72.0,177.0,Switzerland
jan-hruska,Jan  Hruška,1975.0,62.0,174.0,Czech Republic
william-walker,William  Walker,1985.0,60.29875454575541,177.51531906532747,Australia
amael-moinard,Amaël  Moinard,1982.0,69.0,180.0,France
nicolas-dalla-valle,Nicolas  Dalla Valle,1997.0,73.0,182.96978632209203,Italy
brent-bookwalter,Brent  Bookwalter,1984.0,70.0,180.0,United States
pedro-merino-criado,Pedro  Merino,1987.0,55.0,170.0,Spain
pierino-gavazzi,Pierino  Gavazzi,1950.0,67.0,169.0,Italy
marco-milesi,Marco  Milesi,1970.0,78.0,191.0,Italy
fabian-fuchs,Fabian  Fuchs,1961.0,67.27523378330655,182.42520996240373,Switzerland
arkaitz-duran,Arkaitz  Durán,1986.0,70.0,185.0,Spain
matvey-mamykin,Matvey  Mamykin,1994.0,62.0,179.0,Russia
piet-kleine,Piet  Kleine,1951.0,86.0,188.0,Netherlands
juan-carlos-dominguez,Juan Carlos  Domínguez,1971.0,64.0,178.0,Spain
dermot-nally,Dermot  Nally,1980.0,61.93916631044712,169.91027843671952,Ireland
meinrad-vogele,Meinrad  Vögele,1949.0,75.50604092383315,180.983286323257,Switzerland
jimmy-turgis,Jimmy  Turgis,1991.0,63.0,175.0,France
daan-olivier,Daan  Olivier,1992.0,64.0,188.0,Netherlands
jan-tilborg,Jan Van Tilborg,1953.0,62.613526255376435,183.57528641501779,Netherlands
alberto-vinale,Alberto  Vinale,1978.0,67.74354546505003,179.43369313741172,Italy
aldo-donadello,Aldo  Donadello,1953.0,60.188040369766384,179.954660246753,Italy
edoardo-zardini,Edoardo  Zardini,1989.0,62.0,173.0,Italy
robert-sassone,Robert  Sassone,1978.0,75.0,181.0,France
maxim-gourov,Maxim  Gourov,1979.0,75.0,189.0,Kazakhstan
dirk-muller,Dirk  Müller,1973.0,84.0560802193591,192.34965284222494,Germany
matej-jurco,Matej  Jurčo,1984.0,69.0,186.0,Slovakia
maxim-smirnov,Maxim  Smirnov,1976.0,82.84611527151566,186.6168449582491,Russia
adrian-palomares,Adrián  Palomares,1976.0,56.0,165.0,Spain
yves-bonnamour,Yves  Bonnamour,1961.0,74.36614138496111,187.02825861701027,France
pierangelo-bincoletto,Pierangelo  Bincoletto,1959.0,74.52492492107363,184.86712904668212,Italy
samuel-watson,Samuel  Watson,2001.0,68.0,186.0,Great Britain
eelke-van-der-wal,Eelke van der Wal,1981.0,65.49239618686849,175.47382475006887,Netherlands
ger-harings,Ger  Harings,1948.0,73.01394669794679,187.4536154751568,Netherlands
michael-rosborg,Michael  Rosborg,1971.0,75.32563686410047,188.3904420848502,Denmark
andreas-stauff,Andreas  Stauff,1987.0,82.0,192.0,Germany
geert-verheyen,Geert  Verheyen,1973.0,68.0,178.0,Belgium
willy-sprangers,Willy  Sprangers,1954.0,65.11613540184857,169.25755870051879,Belgium
carlos-melero,Carlos  Melero,1948.0,62.05978237983448,167.35852633052954,Spain
kevin-vauquelin,Kévin  Vauquelin,2001.0,69.0,176.0,France
giancarlo-casiraghi,Giancarlo  Casiraghi,1956.0,68.14100117035343,181.4914270049845,Italy
johan-van-der-velde,Johan van der Velde,1956.0,71.72375162351548,182.11484911457327,Netherlands
don-allan,Donald  Allan,1949.0,73.0,180.0,Australia
francisco-galdos,Francisco  Galdos,1947.0,71.27784264309341,177.53627963744552,Spain
jorge-martin-montenegro,Jorge Martín  Montenegro,1983.0,75.43401740651413,180.37483805590335,Spain
david-belda,David  Belda,1983.0,53.0,163.0,Spain
rene-pijnen,René  Pijnen,1946.0,72.0,175.0,Netherlands
oliver-zaugg,Oliver  Zaugg,1981.0,58.0,167.0,Switzerland
jure-kocjan,Jure  Kocjan,1984.0,72.0,182.0,Slovenia
michel-bibollet,Michel  Bibollet,1963.0,69.08008073057765,185.66454383793777,France
lucien-van-impe,Lucien Van Impe,1946.0,59.0,167.0,Belgium
riccardo-forconi,Riccardo  Forconi,1970.0,71.0,184.0,Italy
antonio-esparza,Antonio  Esparza,1962.0,63.01542382743962,178.43591212884837,Spain
peter-roes,Peter  Roes,1964.0,65.81767173707853,175.63901861448306,Belgium
santiago-laczano,Santiago  Lazcano,1947.0,61.050340221545135,183.62149907789586,Spain
guido-beyens,Guido  Beyens,1955.0,58.958811763081314,172.16178240467508,Belgium
luca-covili,Luca  Covili,1997.0,58.0,180.0,Italy
laurent-roux,Laurent  Roux,1972.0,75.87315490438536,191.47800689627562,France
steven-tronet,Steven  Tronet,1986.0,67.0,175.0,France
nick-nuyens,Nick  Nuyens,1980.0,68.0,177.0,Belgium
antonio-sobrino,Antonio  Sobrino,1956.0,68.82674991353954,182.39429884048732,Spain
davide-ricci-bitti,Davide  Ricci Bitti,1984.0,60.0,180.0,Italy
donato-cannone,Donato  Cannone,1982.0,75.0,186.0,Italy
fredrik-dversnes,Fredrik  Dversnes,1997.0,65.04964352687173,175.52047774364382,Norway
manabu-ishibashi,Manabu  Ishibashi,1992.0,68.0,177.0,Japan
jean-claude-bagot,Jean-Claude  Bagot,1958.0,76.06405269037738,186.4641506255928,France
olav-kooij,Olav  Kooij,2001.0,72.0,184.0,Netherlands
kamil-gradek,Kamil  Gradek,1990.0,81.0,194.0,Poland
alvaro-gonzalez,Álvaro  González de Galdeano,1970.0,73.72608794926711,183.59149506286346,Spain
patrick-gretsch,Patrick  Gretsch,1987.0,69.0,187.0,Germany
sergio-barbero,Sergio  Barbero,1969.0,68.5811830870198,183.47453342543113,Italy
steve-chainel,Steve  Chainel,1983.0,69.0,180.0,France
keith-lambert,Keith  Lambert,1947.0,52.23146057447826,167.32462349190035,Great Britain
desire-letort,Désiré  Letort,1943.0,70.77856406859135,180.84155764025178,France
zdenek-stybar,Zdeněk  Štybar,1985.0,68.0,183.0,Czech Republic
franco-pica,Franco  Pica,1961.0,64.99595323457605,173.89709669294118,Italy
romain-cardis,Romain  Cardis,1992.0,72.0,181.0,France
joni-brandao,Joni  Brandão,1989.0,64.0,176.0,Portugal
jose-santos,Jose  Santos,1973.0,69.95455080040469,179.28103334256187,Portugal
sacha-modolo,Sacha  Modolo,1987.0,67.0,180.0,Italy
hugh-carthy,Hugh  Carthy,1994.0,69.0,191.0,Great Britain
samuele-conti,Samuele  Conti,1991.0,68.0,187.0,Italy
gaetan-bille,Gaëtan  Bille,1988.0,67.0,182.0,Belgium
zbigniew-ludwiniak,Zbigniew  Ludwiniak,1963.0,64.15302304931143,177.0815049772055,Poland
felix-rafael-cardenas,Félix Rafael  Cárdenas,1972.0,59.0,167.0,Colombia
henk-vogels,Henk  Vogels,1973.0,75.0,183.0,Australia
juan-mauricio-soler-hernandez,Juan Mauricio  Soler,1983.0,70.0,190.0,Colombia
sebastien-duret,Sébastien  Duret,1980.0,62.0,177.0,France
michael-schlickau,Michael  Schlickau,1969.0,75.15061843652026,182.63740060665688,Germany
hector-orlando-mesa-mesa,Hector Orlando  Mesa,1976.0,71.33955211002018,184.42625391053494,Colombia
hossein-askari,Hossein  Askari,1975.0,73.0,179.0,Iran
alfonso-dal-pian,Alfonso Dal Pian,1957.0,71.8302169261224,185.16790751737938,Italy
antonio-nibali,Antonio  Nibali,1992.0,65.0,180.0,Italy
jan-serpenti,Jan  Serpenti,1945.0,80.81669350256064,183.48963264317592,Netherlands
alessandro-bazzana,Alessandro  Bazzana,1984.0,63.5,180.0,Italy
vicente-lopez-carril,Vicente  López,1942.0,75.36173224959676,193.39920587755174,Spain
mekseb-debesay,Mekseb  Debesay,1991.0,64.0,182.0,Eritrea
josef-lontscharitsch,Josef  Lontscharitsch,1970.0,70.0,180.0,Austria
roman-kreuziger-sr,Roman  Kreuziger,1965.0,69.8831443493979,175.4314127305803,Czech Republic
michele-merlo,Michele  Merlo,1984.0,63.0,175.0,Italy
paulo-barroso,Paulo  Barroso,1972.0,73.12757737717948,184.22627699887434,Portugal
martial-gayant,Martial  Gayant,1962.0,69.0,183.0,France
cees-bol,Cees  Bol,1995.0,83.0,194.0,Netherlands
michael-vink,Michael  Vink,1991.0,73.0,190.0,New Zealand
nicki-sorensen,Nicki  Sørensen,1975.0,71.0,182.0,Denmark
benny-ceulen,Benny  Ceulen,1951.0,75.07503444182225,187.53026867383002,Netherlands
gerard-veldscholten,Gerard  Veldscholten,1959.0,77.17360459888869,188.5372729568764,Netherlands
attilio-rota,Attilio  Rota,1945.0,71.48222255747689,175.24892367678865,Italy
tanguy-turgis,Tanguy  Turgis,1998.0,61.0,171.0,France
didier-lebaud,Didier  Lebaud,1954.0,59.72136552455494,175.9774738557634,France
cameron-scott,Cameron  Scott,1998.0,80.0,183.0,Australia
leo-wellens,Léo  Wellens,1959.0,76.97995010258465,189.89193148315567,Belgium
eric-vanderaerden,Eric  Vanderaerden,1962.0,74.0,182.0,Belgium
francisco-cabello,Francisco  Cabello,1969.0,72.0,174.0,Spain
ilan-van-wilder,Ilan Van Wilder,2000.0,64.0,171.0,Belgium
michal-podlaski,Michał  Podlaski,1988.0,68.0,178.0,Poland
jorge-arcas,Jorge  Arcas,1992.0,68.0,187.0,Spain
tomas-aurelio-gil-martinez,Tomas Aurelio  Gil Martinez,1977.0,60.0,165.0,Venezuela
marc-gomez,Marc  Gomez,1954.0,65.52848748545455,180.8767458906704,France
david-de-la-fuente,David de la Fuente,1981.0,67.0,175.0,Spain
yuri-trofimov,Yuri  Trofimov,1984.0,59.0,169.0,Russia
manuel-beltran,Manuel  Beltrán,1971.0,60.0,178.0,Spain
anthony-rokia,Anthony  Rokia,1972.0,64.02616078135833,177.34450080081496,France
stephen-williams,Stephen  Williams,1996.0,59.0,183.0,Great Britain
roger-kluge,Roger  Kluge,1986.0,83.0,192.0,Germany
marcel-wust,Marcel  Wüst,1967.0,55.61875030104696,165.235053295911,Germany
cedric-fragniere,Cédric  Fragniere,1976.0,66.90741229801105,176.41264858281562,Switzerland
daniel-lloyd1,Daniel  Lloyd,1980.0,70.0,187.0,Great Britain
steven-van-malderghem,Steven Van Malderghem,1977.0,73.68298159187975,185.65954534050059,Belgium
isidro-juarez,Isidro  Juarez,1956.0,68.33427134646519,174.6403344577618,Spain
niki-ruttimann,Niki  Rüttimann,1962.0,75.1534419397266,185.85461431929428,Switzerland
manuel-calvente-corbas,Manuel  Calvente,1976.0,55.0,168.0,Spain
rene-foucachon,Rene  Foucachon,1966.0,58.24022545868993,174.94579183404807,France
eduardo-ramirez-gonzalo,Eduardo  Gonzalo,1983.0,66.0,177.0,Spain
jose-luis-viejo,José Luis  Viejo,1949.0,64.0,165.0,Spain
jose-luis-abilleira,José Luis  Abilleira,1947.0,69.53198627746113,176.94408012855956,Spain
jose-luis-pacheco,José Luis  Pacheco,1948.0,83.18064218487038,185.4975782114755,Portugal
aleksejs-saramotins,Aleksejs  Saramotins,1982.0,75.0,185.0,Latvia
mikel-zarrabeitia,Mikel  Zarrabeitia,1970.0,63.0,179.0,Spain
willy-van-malderghem,Willy Van Malderghem,1949.0,66.53014189604053,180.9267969329538,Belgium
joey-rosskopf,Joey  Rosskopf,1989.0,74.0,186.0,United States
eduardo-correia,Eduardo  Correia,1961.0,77.81768323445118,183.67594531001245,Portugal
bernard-deville,Bernard  Deville,1942.0,66.01986571653963,179.7540380855856,Belgium
olaf-pollack,Olaf  Pollack,1973.0,77.0,185.0,Germany
delmino-pereira,Delmino  Pereira,1967.0,66.36370985433406,173.3361954794461,Portugal
uwe-peschel,Uwe  Peschel,1968.0,72.0,179.0,Germany
daisuke-imanaka,Daisuke  Imanaka,1963.0,70.02608154625514,184.27925268359536,Japan
robin-stenuit,Robin  Stenuit,1990.0,77.0,185.0,Belgium
jan-christen,Jan  Christen,2004.0,60.0,183.0,Switzerland
dominique-arnould,Dominique  Arnould,1966.0,59.97862083885272,171.33291617459125,France
alexandre-vinokourov,Alexandre  Vinokourov,1973.0,68.0,177.0,Kazakhstan
tom-cordes,Tom  Cordes,1966.0,70.0,179.0,Netherlands
yaroslav-popovych,Yaroslav  Popovych,1980.0,64.0,175.0,Ukraine
rudi-altig,Rudi  Altig,1937.0,71.05333595487448,183.19520017723724,Germany
ernesto-manchon,Ernesto  Manchon,1972.0,72.52574721468537,183.16725939439982,Spain
gijs-van-hoecke,Gijs Van Hoecke,1991.0,78.0,186.0,Belgium
rick-flens,Rick  Flens,1983.0,82.0,187.0,Netherlands
egan-bernal,Egan  Bernal,1997.0,60.0,175.0,Colombia
matteo-di-serafino,Matteo Di Serafino,1986.0,58.19506278212974,165.52624848342518,Italy
eduardo-gonzalez,Eduardo  González,1960.0,62.12042287113471,172.88040976594712,Spain
christian-murro,Christian  Murro,1978.0,70.05013442288664,176.4770495539429,Italy
harry-lodge,Harry  Lodge,1967.0,70.69627913189862,185.53165792977882,Great Britain
joan-marti-bennassar,Joan Marti  Bennassar,1999.0,75.0,190.0,Spain
faustino-ruperez,Faustino  Rupérez,1956.0,70.08037134100685,180.54230264324303,Spain
jacques-van-der-poel,Jacques van der Poel,1963.0,73.7665824476002,178.55996548366483,Netherlands
michael-barry,Michael  Barry,1975.0,72.0,189.0,Canada
alfred-gaida,Alfred  Gaida,1951.0,65.0,169.0,Germany
emile-cambre,Emile  Cambré,1948.0,77.10439196011342,181.80624248140685,Belgium
peter-van-brecht,Peter Van Brecht,1965.0,72.1511871557579,173.47372876763862,Belgium
alberto-fernandez-de-la-puebla-ramos,Alberto  Fernández de la Puebla,1984.0,63.0,174.0,Spain
alfons-de-bal,Alfons De Bal,1943.0,50.8571732583231,155.0,Belgium
timothy-roe,Timothy  Roe,1989.0,66.0,183.0,Australia
cristian-moreni,Cristian  Moreni,1972.0,65.0,175.0,Italy
matthew-busche,Matthew  Busche,1985.0,69.0,174.0,United States
miguel-angel-martinez,Miguel Ángel  Martinez,1961.0,60.05352464647481,180.4282533081141,Spain
daniel-atienza-urendez,Daniel  Atienza,1974.0,60.0,170.0,Spain
michael-giebelmann,Michael  Giebelmann,1974.0,68.21620201703107,177.27683104633198,Germany
frans-van-looy,Frans Van Looy,1950.0,75.0,179.0,Belgium
anton-luengo,Antton  Luengo,1981.0,74.57279324529657,184.3616256574401,Spain
adam-de-vos,Adam de Vos,1993.0,73.80437101835587,187.0,Canada
ludo-engelen,Ludo  Engelen,1957.0,70.73893151729536,173.54006014443402,Belgium
xavier-aldanondo,Xavier  Aldanondo,1967.0,64.1379506399667,178.98116751147143,Spain
jose-angel-vidal,José Angel  Vidal,1969.0,71.0,172.0,Spain
jean-pierre-baert,Jean-Pierre  Baert,1951.0,72.12091730474963,185.09456806455296,Belgium
remo-rossi,Remo  Rossi,1968.0,61.606612826040475,182.55615006665846,Italy
stefano-gandin,Stefano  Gandin,1996.0,69.0,185.0,Italy
ezequiel-mosquera-miguez,Ezequiel  Mosquera,1975.0,65.0,177.0,Spain
patrice-halgand,Patrice  Halgand,1974.0,67.0,179.0,France
bas-giling,Bas  Giling,1982.0,72.0,185.0,Netherlands
rik-verbrugghe,Rik  Verbrugghe,1974.0,70.0,180.0,Belgium
matti-breschel,Matti  Breschel,1984.0,70.0,181.0,Denmark
federico-giabbecucci,Federico  Giabbecucci,1975.0,79.34111433665846,186.7015760655774,Italy
peter-wrolich,Peter  Wrolich,1974.0,68.0,179.0,Austria
kilian-patour,Kilian  Patour,1982.0,68.6653235128402,177.69801948288853,France
sean-quinn,Sean  Quinn,2000.0,67.0,187.0,United States
marcello-siboni,Marcello  Siboni,1965.0,73.85537633814016,186.15860326355855,Italy
carlos-hernandez,Carlos  Hernández,1958.0,75.48724172992868,186.0418947824586,Spain
gustavo-cesar-veloso,Gustavo  César Veloso,1980.0,69.0,182.0,Spain
carlos-betancur,Carlos  Betancur,1989.0,60.0,167.0,Colombia
jordi-warlop,Jordi  Warlop,1996.0,72.0,182.0,Belgium
brendan-canty,Brendan  Canty,1992.0,60.0,170.0,Australia
dario-david-cioni,Dario David  Cioni,1974.0,72.0,185.0,Italy
jacopo-guarnieri,Jacopo  Guarnieri,1987.0,80.0,190.0,Italy
przemyslaw-niemiec,Przemysław  Niemiec,1980.0,62.0,184.0,Poland
guido-trenti,Guido  Trenti,1972.0,68.0,180.0,United States
jose-luis-uribezubia,José Luis  Uribezubia,1945.0,70.64978336808421,189.77534259261444,Spain
erik-pettersson,Erik  Pettersson,1944.0,67.0,180.0,Sweden
jean-marc-marino,Jean-Marc  Marino,1983.0,65.0,177.0,France
marco-franceschini,Marco  Franceschini,1960.0,80.4501515927374,189.86893192444785,Italy
georges-barras,Georges  Barras,1949.0,74.82822802605085,182.864529577847,Belgium
maximilian-sciandri,Maximilian  Sciandri,1967.0,75.0,187.0,Great Britain
nicola-miceli,Nicola  Miceli,1971.0,70.43838653274591,189.34173307469447,Italy
raffaele-ferrara,Raffaele  Ferrara,1976.0,60.0,174.0,Italy
alexander-evans,Alexander  Evans,1997.0,63.0,184.0,Australia
stephane-rossetto,Stéphane  Rossetto,1987.0,68.0,180.0,France
maurizio-nuzzi,Maurizio  Nuzzi,1965.0,71.75645374062358,179.61410467978462,Italy
alfredo-irusta,Alfredo  Irusta,1968.0,62.93346859080355,176.07339621214885,Spain
jan-van-camp,Jan Van Camp,1961.0,66.60946828933353,185.35042560282506,Belgium
daniel-wyder,Daniel  Wyder,1962.0,69.6419810755027,184.31524403487927,Switzerland
nicolas-portal,Nicolas  Portal,1979.0,70.0,184.0,France
jan-huisjes,Jan  Huisjes,1951.0,76.0268867072482,179.1392094048112,Netherlands
fabio-bulgarelli,Fabio  Bulgarelli,1977.0,63.70586398875484,178.05073806537536,Italy
jerome-chiotti,Jérôme  Chiotti,1972.0,61.3326626187019,171.64048432940018,France
yanto-barker,Yanto  Barker,1980.0,70.21887136835075,182.0,Great Britain
ferdi-van-den-haute,Ferdi Van Den Haute,1952.0,77.40016028680954,186.04232195393655,Belgium
martijn-verschoor,Martijn  Verschoor,1985.0,74.5,179.0,Netherlands
lauri-aus,Lauri  Aus,1970.0,75.0,179.0,Estonia
ezio-moroni,Ezio  Moroni,1961.0,66.59536299143062,175.36097184122036,Italy
sergio-marinangeli,Sergio  Marinangeli,1980.0,65.0,174.0,Italy
cameron-meyer,Cameron  Meyer,1988.0,70.0,181.0,Australia
calvin-watson,Calvin  Watson,1993.0,72.0,192.0,Australia
luis-maria-diaz-de-otazu,Luis María  Díaz de Otazu,1966.0,67.22916835370135,175.404185355507,Spain
sebastien-joly,Sébastien  Joly,1979.0,74.0,180.0,France
francisco-tomas-garcia-rodriguez,Francisco Tomás  García,1975.0,80.0,191.0,Spain
dominique-lecrocq,Dominique  Lecrocq,1963.0,66.42442225750045,172.5399011638279,France
fabiano-fontanelli,Fabiano  Fontanelli,1965.0,68.0,175.0,Italy
