points,uci_points,length,climb_total,profile,startlist_quality,position,cyclist_age,delta,label
8.0,0.0,173000.0,2174.0,2.0,1115,9,28.0,0.0,0
0.0,0.0,217000.0,2082.0,3.0,891,44,34.0,5.0,1
0.0,-0.0,110800.0,748.0,1.0,668,139,29.0,628.0,1
0.0,0.0,164500.0,1652.0,1.0,1713,106,47.0,0.0,1
0.0,0.0,184000.0,1990.0,2.0,1024,38,50.0,11.0,1
0.0,0.0,186000.0,1985.0,3.0,933,119,45.0,1085.0,1
26.0,0.0,170000.0,3373.0,4.0,1612,6,27.0,165.0,0
0.0,0.0,177500.0,3460.0,5.0,821,47,41.0,357.0,1
0.0,-0.0,171000.0,2093.0,2.0,988,115,14.0,941.0,1
0.0,0.0,153000.0,2470.0,4.0,852,171,25.0,678.0,1
0.0,-0.0,169300.0,1866.0,1.0,1026,43,14.0,534.0,1
0.0,0.0,160000.0,3002.0,3.0,1117,91,40.0,102.0,1
0.0,0.0,183000.0,1993.0,2.0,1812,118,31.0,261.0,1
0.0,6.0,199500.0,2268.0,2.0,504,37,38.0,186.0,1
0.0,0.0,6000.0,49.0,1.0,855,63,31.0,30.0,1
0.0,0.0,191000.0,2158.0,2.0,1690,88,42.0,437.0,1
0.0,0.0,155000.0,3041.0,3.0,842,128,19.0,1005.0,1
