points,uci_points,length,climb_total,profile,startlist_quality,position,cyclist_age,delta,label
2.0,0.0,192000.0,1498.0,2.0,817,14,63.0,0.0,0
6.0,0.0,171400.0,3675.0,5.0,968,10,39.0,146.0,0
0.0,0.0,5120.0,39.0,1.0,508,83,48.0,33.0,1
5.0,0.0,257200.0,1362.0,1.0,747,68,53.0,928.0,1
0.0,0.0,5120.0,39.0,1.0,508,118,37.0,42.0,1
35.0,20.0,168000.0,4718.0,5.0,817,3,59.0,37.0,0
30.0,40.0,183500.0,2453.0,2.0,855,2,60.0,0.0,0
13.0,0.0,159200.0,707.0,1.0,1182,4,39.0,0.0,0
0.0,0.0,152500.0,2795.0,4.0,855,37,37.0,726.0,1
0.0,0.0,188800.0,3408.0,4.0,1182,74,36.0,1048.0,1
18.0,6.0,148000.0,1364.0,5.0,621,3,42.0,5.0,0
0.0,0.0,148100.0,2733.0,5.0,1551,135,53.0,1582.0,1
25.0,12.0,168400.0,1766.0,1.0,968,4,30.0,0.0,0
0.0,0.0,170200.0,3406.0,5.0,781,131,40.0,1429.0,1
0.0,0.0,192000.0,1498.0,2.0,817,86,68.0,0.0,1
0.0,0.0,190800.0,2062.0,2.0,767,84,58.0,327.0,1
13.0,0.0,219000.0,2144.0,2.0,1059,4,39.0,0.0,0
0.0,0.0,216000.0,2601.0,2.0,1044,100,41.0,22.0,1
0.0,0.0,192000.0,1498.0,2.0,817,77,68.0,0.0,1
0.0,0.0,207000.0,2790.0,2.0,835,101,38.0,1278.0,1
0.0,0.0,192500.0,3441.0,2.0,1551,102,46.0,1418.0,1
0.0,0.0,182400.0,3441.0,5.0,1584,164,38.0,1973.0,1
5.0,0.0,273400.0,2185.0,2.0,918,76,53.0,850.0,1
0.0,0.0,143200.0,4036.0,5.0,1551,56,30.0,1814.0,1
0.0,0.0,193000.0,3610.0,3.0,1044,140,38.0,1490.0,1
0.0,0.0,169900.0,808.0,1.0,1584,158,28.0,185.0,1
4.0,10.0,194100.0,2089.0,2.0,781,7,58.0,0.0,0
0.0,0.0,153000.0,2243.0,2.0,817,85,40.0,213.0,1
0.0,0.0,181000.0,2646.0,5.0,621,86,69.0,1040.0,1
0.0,0.0,152500.0,2795.0,4.0,855,15,37.0,116.0,0
0.0,0.0,185000.0,2741.0,5.0,530,15,42.0,15.0,0
5.0,0.0,256600.00000000003,1380.0,1.0,775,128,44.0,1364.0,1
0.0,0.0,193500.0,2667.0,2.0,1584,125,31.0,81.0,1
80.0,100.0,153400.0,3741.0,5.0,968,1,60.0,0.0,0
0.0,0.0,148000.0,1364.0,5.0,621,17,42.0,90.0,0
0.0,0.0,201000.0,1150.0,1.0,817,173,52.0,72.0,1
0.0,0.0,198000.0,2746.0,2.0,767,104,52.0,325.0,1
0.0,0.0,151000.0,518.0,1.0,530,124,67.0,118.0,1
0.0,0.0,18750.0,377.0,2.0,539,52,69.0,82.0,1
