Unnamed: 0,points,uci_points,length,climb_total,profile,startlist_quality,cyclist_age,delta,label
282671,0.0,0.0,211000.0,4654.0,4.0,855.0,30.0,1300.0,1.0
567278,0.0,0.0,175700.0,3091.0,2.0,719.0,25.0,766.0,1.0
333542,0.0,0.0,123400.0,2280.0,5.0,156.0,29.0,1345.0,1.0
69159,5.0,0.0,194300.0,3092.0,3.0,915.0,37.0,92.0,1.0
114439,4.0,0.0,156000.0,1219.0,2.0,817.0,30.0,11748.0,0.0
382514,0.0,0.0,176000.0,337.0,1.0,621.0,29.0,12505.0,0.0
224743,0.0,0.0,203000.0,5852.0,5.0,835.0,32.0,264.0,0.0
75497,0.0,0.0,182000.0,544.0,1.0,621.0,23.0,12747.0,1.0
434809,0.0,0.0,162300.0,1991.0,2.0,789.0,27.0,10803.0,1.0
501906,0.0,0.0,30900.0,179.0,1.0,968.0,27.0,396.0,1.0
233803,0.0,0.0,179300.0,1873.0,2.0,1584.0,28.0,60.0,1.0
42162,0.0,0.0,166700.0,3538.0,5.0,722.0,25.0,203.0,1.0
496562,0.0,0.0,171400.0,3675.0,5.0,968.0,29.0,1413.0,1.0
15822,5.0,0.0,254100.0,3460.0,2.0,705.0,21.0,445.0,1.0
408198,0.0,0.0,183500.0,2453.0,2.0,855.0,38.0,14464.0,1.0
336585,0.0,0.0,168600.0,2706.0,2.0,722.0,29.0,1373.0,1.0
51322,0.0,0.0,177600.0,2746.0,2.0,767.0,24.0,8997.0,1.0
127021,0.0,0.0,218000.0,2503.0,3.0,1044.0,31.0,144.0,1.0
452698,0.0,0.0,138600.0,2121.0,2.0,722.0,36.0,280.0,1.0
74186,0.0,0.0,210000.0,1592.0,2.0,1044.0,29.0,4860.0,1.0
202310,0.0,0.0,9200.0,81.0,1.0,817.0,26.0,220.0,1.0
78262,0.0,0.0,126000.0,692.0,1.0,835.0,27.0,9083.0,1.0
579194,0.0,0.0,19600.0,171.0,1.0,835.0,24.0,336.0,1.0
100637,0.0,0.0,174100.0,2534.0,2.0,704.0,26.0,654.0,1.0
149089,0.0,0.0,173700.0,1893.0,2.0,855.0,33.0,12638.0,1.0
145679,5.0,0.0,293000.0,2096.0,2.0,938.0,30.0,615.0,1.0
295111,0.0,0.0,181700.0,3278.0,2.0,741.0,29.0,1149.0,1.0
233843,0.0,0.0,179300.0,1873.0,2.0,1584.0,31.0,69.0,1.0
382562,0.0,0.0,176000.0,337.0,1.0,621.0,24.0,11998.0,1.0
243430,0.0,0.0,196000.0,3020.0,2.0,835.0,30.0,118.0,1.0
2669,0.0,0.0,177600.0,3006.0,3.0,225.0,27.0,428.0,1.0
492395,0.0,0.0,202400.0,2166.0,2.0,722.0,23.0,13284.0,1.0
535101,0.0,0.0,176600.0,2644.0,5.0,704.0,24.0,546.0,1.0
231538,0.0,0.0,181000.0,3977.0,4.0,968.0,36.0,1918.0,1.0
336218,5.0,0.0,183700.0,1649.0,2.0,648.0,23.0,523.0,1.0
29815,0.0,0.0,178000.0,2729.0,3.0,508.0,23.0,794.0,1.0
234003,0.0,0.0,187200.0,2978.0,2.0,968.0,23.0,804.0,1.0
114539,0.0,0.0,156000.0,1219.0,2.0,817.0,34.0,231.0,1.0
336503,5.0,0.0,257200.0,4342.0,2.0,1101.0,27.0,825.0,1.0
366718,0.0,0.0,170800.0,2287.0,2.0,539.0,31.0,5600.0,1.0
501700,0.0,0.0,163760.0,3485.0,3.0,741.0,21.0,114.0,1.0
309120,0.0,0.0,171500.0,1785.0,1.0,1551.0,32.0,10716.0,1.0
139203,0.0,0.0,200700.0,1996.0,2.0,1584.0,28.0,382.0,1.0
93138,5.0,8.0,230300.0,4057.0,2.0,787.0,34.0,564.0,1.0
283072,0.0,0.0,177500.0,4155.0,5.0,767.0,32.0,1765.0,1.0
434913,0.0,0.0,162300.0,1991.0,2.0,789.0,23.0,326.0,1.0
291618,0.0,0.0,161000.0,4153.0,5.0,835.0,38.0,2274.0,1.0
29768,0.0,0.0,178000.0,2729.0,3.0,508.0,21.0,273.0,1.0
115992,6.0,20.0,115100.0,577.0,1.0,1584.0,32.0,10573.0,0.0
142107,0.0,0.0,11500.0,3.0,1.0,1044.0,29.0,431.0,1.0
335752,0.0,0.0,137800.0,3472.0,4.0,719.0,37.0,814.0,1.0
84715,18.0,0.0,188300.0,1316.0,3.0,1551.0,28.0,14424.0,0.0
70057,0.0,0.0,147000.0,3167.0,2.0,817.0,23.0,1330.0,1.0
237535,0.0,0.0,179000.0,4483.0,5.0,1584.0,28.0,857.0,1.0
496387,0.0,0.0,190000.0,3359.0,2.0,968.0,23.0,938.0,1.0
202250,0.0,0.0,9200.0,81.0,1.0,817.0,35.0,375.0,1.0
282692,0.0,0.0,211000.0,4654.0,4.0,855.0,29.0,1452.0,1.0
558576,0.0,0.0,169800.0,2956.0,2.0,789.0,24.0,2374.0,1.0
282589,0.0,0.0,211000.0,4654.0,4.0,855.0,30.0,99.0,0.0
117312,5.0,0.0,294000.0,2154.0,2.0,1047.0,26.0,108.0,1.0
88034,0.0,0.0,162800.0,2799.0,3.0,719.0,37.0,966.0,1.0
248151,0.0,0.0,165100.0,2441.0,2.0,508.0,28.0,364.0,1.0
434880,0.0,0.0,162300.0,1991.0,2.0,789.0,35.0,126.0,1.0
145655,5.0,0.0,293000.0,2096.0,2.0,938.0,24.0,361.0,1.0
315783,0.0,0.0,12700.0,76.0,1.0,855.0,34.0,375.0,1.0
272379,0.0,0.0,165600.0,3682.0,5.0,1044.0,33.0,1353.0,1.0
283093,42.0,95.0,273400.0,2185.0,2.0,918.0,24.0,211.0,0.0
315573,0.0,0.0,31100.0,408.0,2.0,781.0,26.0,374.0,1.0
44675,0.0,0.0,178500.0,3418.0,4.0,1551.0,30.0,436.0,1.0
55627,0.0,0.0,192600.0,2109.0,2.0,1551.0,27.0,375.0,1.0
139108,0.0,0.0,200700.0,1996.0,2.0,1584.0,23.0,10733.0,1.0
480363,0.0,0.0,165400.0,2514.0,3.0,719.0,25.0,4008.0,1.0
224610,0.0,0.0,185000.0,2741.0,5.0,530.0,26.0,3808.0,1.0
382029,18.0,25.0,180600.0,3998.0,5.0,704.0,29.0,10744.0,0.0
254710,0.0,0.0,182000.0,3221.0,3.0,1584.0,35.0,833.0,1.0
1149,0.0,0.0,134800.0,3828.0,5.0,789.0,22.0,86.0,0.0
84837,0.0,0.0,188300.0,1316.0,3.0,1551.0,33.0,647.0,1.0
409026,0.0,0.0,40700.0,434.0,3.0,1551.0,26.0,739.0,1.0
350668,0.0,0.0,157000.0,601.0,1.0,1551.0,31.0,305.0,1.0
90725,0.0,0.0,143200.0,4036.0,5.0,1551.0,33.0,1943.0,1.0
44683,0.0,0.0,178500.0,3418.0,4.0,1551.0,27.0,521.0,1.0
656,0.0,0.0,192900.0,3743.0,3.0,1551.0,35.0,1655.0,1.0
100675,0.0,0.0,174100.0,2534.0,2.0,704.0,27.0,951.0,1.0
547562,5.0,8.0,202100.0,3160.0,3.0,971.0,25.0,16881.0,1.0
55660,0.0,0.0,192600.0,2109.0,2.0,1551.0,26.0,793.0,1.0
337534,0.0,0.0,174000.0,304.0,1.0,530.0,23.0,10559.0,1.0
231441,2.0,0.0,181000.0,3977.0,4.0,968.0,35.0,83.0,0.0
231973,0.0,0.0,142900.0,3554.0,5.0,981.0,36.0,1225.0,1.0
139145,0.0,0.0,200700.0,1996.0,2.0,1584.0,31.0,105.0,1.0
145711,5.0,0.0,293000.0,2096.0,2.0,938.0,30.0,793.0,1.0
532432,0.0,0.0,212400.0,1958.0,1.0,981.0,27.0,14052.0,1.0
116583,0.0,0.0,181200.0,4120.0,5.0,968.0,25.0,1600.0,1.0
362819,0.0,0.0,150000.0,1817.0,2.0,817.0,23.0,464.0,1.0
554337,0.0,0.0,143800.0,2617.0,5.0,855.0,26.0,4082.0,0.0
521121,0.0,0.0,202000.0,3092.0,3.0,1059.0,30.0,942.0,1.0
70079,0.0,0.0,147000.0,3167.0,2.0,817.0,28.0,1822.0,1.0
562,0.0,0.0,192900.0,3743.0,3.0,1551.0,28.0,63.0,0.0
87142,0.0,0.0,191800.0,2473.0,4.0,789.0,38.0,156.0,1.0
23466,0.0,0.0,169000.0,2707.0,5.0,789.0,24.0,61.0,1.0
175741,0.0,0.0,207920.0,2625.0,2.0,741.0,36.0,181.0,1.0
508540,0.0,0.0,137800.0,2413.0,5.0,1584.0,31.0,1522.0,1.0
551283,0.0,0.0,181000.0,2646.0,5.0,621.0,22.0,1040.0,1.0
319523,0.0,0.0,138300.0,2278.0,4.0,968.0,33.0,763.0,1.0
535781,0.0,0.0,17400.0,317.0,2.0,817.0,28.0,372.0,1.0
117256,50.0,135.0,294000.0,2154.0,2.0,1047.0,31.0,23097.0,0.0
473296,0.0,0.0,188200.0,2437.0,2.0,704.0,22.0,696.0,1.0
294177,0.0,0.0,162700.0,2653.0,2.0,539.0,23.0,708.0,1.0
209772,50.0,130.0,207000.0,2790.0,2.0,835.0,26.0,109.0,0.0
224691,0.0,0.0,185000.0,2741.0,5.0,530.0,38.0,1101.0,1.0
333396,0.0,0.0,74600.0,2456.0,5.0,835.0,24.0,1256.0,1.0
293768,0.0,0.0,163700.0,815.0,1.0,981.0,32.0,10432.0,1.0
337593,4.0,10.0,216000.0,2601.0,2.0,1044.0,32.0,16738.0,0.0
432428,0.0,0.0,164600.0,2091.0,3.0,704.0,36.0,5173.0,1.0
587,0.0,0.0,192900.0,3743.0,3.0,1551.0,31.0,722.0,1.0
185650,2.0,0.0,191200.0,1592.0,1.0,968.0,26.0,13810.0,0.0
55587,0.0,0.0,192600.0,2109.0,2.0,1551.0,28.0,345.0,1.0
185649,3.0,0.0,191200.0,1592.0,1.0,968.0,22.0,13930.0,0.0
103805,12.0,40.0,218000.0,4143.0,5.0,835.0,37.0,190.0,0.0
432492,0.0,0.0,164600.0,2091.0,3.0,704.0,21.0,529.0,1.0
211660,0.0,0.0,171000.0,2529.0,2.0,835.0,26.0,1936.0,1.0
199875,26.0,40.0,221400.0,4124.0,2.0,864.0,25.0,21543.0,0.0
579204,0.0,0.0,19600.0,171.0,1.0,835.0,27.0,360.0,1.0
560038,0.0,0.0,159000.0,1296.0,2.0,1059.0,35.0,6469.0,1.0
554437,0.0,0.0,143800.0,2617.0,5.0,855.0,25.0,873.0,1.0
351791,0.0,0.0,172000.0,3626.0,5.0,817.0,22.0,1389.0,1.0
319513,0.0,0.0,138300.0,2278.0,4.0,968.0,37.0,763.0,1.0
52724,0.0,0.0,202000.0,5268.0,4.0,817.0,24.0,1196.0,1.0
591054,0.0,0.0,195000.0,1390.0,3.0,817.0,23.0,14099.0,0.0
293711,0.0,0.0,163700.0,815.0,1.0,981.0,29.0,12647.0,0.0
485647,0.0,0.0,162700.0,3652.0,4.0,1584.0,23.0,2030.0,1.0
385325,0.0,0.0,208900.0,2949.0,2.0,1584.0,40.0,492.0,1.0
75548,0.0,0.0,182000.0,544.0,1.0,621.0,24.0,10269.0,1.0
452705,0.0,0.0,138600.0,2121.0,2.0,722.0,28.0,280.0,1.0
326314,50.0,25.0,165100.0,4660.0,5.0,1551.0,37.0,126.0,0.0
331801,0.0,0.0,7510.0,100.0,2.0,741.0,33.0,518.0,1.0
149135,0.0,0.0,173700.0,1893.0,2.0,855.0,22.0,10056.0,1.0
295106,0.0,0.0,181700.0,3278.0,2.0,741.0,30.0,1149.0,1.0
294749,0.0,0.0,182400.0,3441.0,5.0,1584.0,28.0,1646.0,1.0
276740,0.0,0.0,169900.0,808.0,1.0,1584.0,26.0,185.0,1.0
365090,0.0,0.0,219900.0,2477.0,3.0,1551.0,30.0,448.0,1.0
351772,0.0,0.0,172000.0,3626.0,5.0,817.0,26.0,1374.0,1.0
516196,0.0,0.0,170900.0,2323.0,2.0,539.0,24.0,650.0,1.0
434797,3.0,0.0,162300.0,1991.0,2.0,789.0,36.0,12022.0,0.0
17863,0.0,0.0,184000.0,1303.0,1.0,621.0,32.0,9537.0,1.0
433725,15.0,10.0,266900.0,4167.0,2.0,1052.0,38.0,181.0,1.0
93285,0.0,0.0,190800.0,2062.0,2.0,767.0,31.0,327.0,1.0
410829,0.0,0.0,166000.0,146.0,1.0,530.0,29.0,7561.0,1.0
516258,5.0,8.0,204100.0,2017.0,2.0,860.0,22.0,457.0,1.0
42251,0.0,0.0,166700.0,3538.0,5.0,722.0,21.0,1388.0,1.0
44665,6.0,0.0,178500.0,3418.0,4.0,1551.0,26.0,345.0,0.0
138278,0.0,0.0,96700.0,773.0,1.0,968.0,25.0,7198.0,1.0
501692,0.0,0.0,163760.0,3485.0,3.0,741.0,24.0,87.0,1.0
139201,0.0,0.0,200700.0,1996.0,2.0,1584.0,37.0,382.0,1.0
319474,0.0,0.0,138300.0,2278.0,4.0,968.0,28.0,69.0,1.0
365091,0.0,0.0,219900.0,2477.0,3.0,1551.0,27.0,448.0,1.0
350629,0.0,0.0,157000.0,601.0,1.0,1551.0,37.0,179.0,1.0
483664,0.0,0.0,168000.0,3950.0,4.0,817.0,29.0,1445.0,1.0
276411,0.0,0.0,159800.0,1723.0,1.0,1182.0,23.0,319.0,1.0
74105,0.0,0.0,210000.0,1592.0,2.0,1044.0,25.0,12518.0,1.0
256806,0.0,0.0,159200.0,707.0,1.0,1182.0,36.0,547.0,1.0
492456,0.0,0.0,202400.0,2166.0,2.0,722.0,32.0,9516.0,1.0
272419,0.0,0.0,165600.0,3682.0,5.0,1044.0,32.0,1395.0,1.0
343564,0.0,0.0,174000.0,1968.0,2.0,817.0,23.0,11005.0,1.0
116524,0.0,0.0,181200.0,4120.0,5.0,968.0,33.0,306.0,1.0
87107,0.0,0.0,191800.0,2473.0,4.0,789.0,29.0,2565.0,1.0
508491,0.0,0.0,137800.0,2413.0,5.0,1584.0,37.0,1339.0,1.0
273686,0.0,0.0,15840.0,884.0,5.0,508.0,30.0,642.0,1.0
541615,0.0,0.0,162000.0,2581.0,2.0,835.0,28.0,6524.0,1.0
87090,0.0,0.0,191800.0,2473.0,4.0,789.0,33.0,3201.0,1.0
145659,5.0,0.0,293000.0,2096.0,2.0,938.0,32.0,361.0,1.0
579136,0.0,0.0,19600.0,171.0,1.0,835.0,32.0,279.0,1.0
343756,0.0,0.0,13900.0,4.0,1.0,1059.0,37.0,358.0,1.0
170644,0.0,0.0,192000.0,1498.0,2.0,817.0,25.0,13545.0,1.0
43448,0.0,0.0,182000.0,1280.0,1.0,1551.0,31.0,155.0,1.0
477301,0.0,0.0,194000.0,2336.0,2.0,835.0,31.0,1271.0,1.0
117249,150.0,520.0,294000.0,2154.0,2.0,1047.0,29.0,23108.0,0.0
362028,0.0,0.0,191100.0,2018.0,2.0,781.0,30.0,13800.0,0.0
501669,30.0,20.0,163760.0,3485.0,3.0,741.0,26.0,11477.0,0.0
92351,0.0,0.0,151800.0,4281.0,4.0,1584.0,28.0,1949.0,1.0
211653,0.0,0.0,171000.0,2529.0,2.0,835.0,29.0,202.0,1.0
3003,0.0,0.0,161100.0,3394.0,5.0,722.0,26.0,610.0,1.0
351720,0.0,0.0,172000.0,3626.0,5.0,817.0,36.0,731.0,1.0
273688,0.0,0.0,15840.0,884.0,5.0,508.0,26.0,642.0,1.0
237635,0.0,0.0,179000.0,4483.0,5.0,1584.0,30.0,2106.0,1.0
273590,4.0,0.0,15840.0,884.0,5.0,508.0,35.0,1156.0,0.0
335710,0.0,0.0,137800.0,3472.0,4.0,719.0,25.0,660.0,1.0
221965,0.0,0.0,165400.0,3291.0,5.0,704.0,34.0,179.0,1.0
509809,5.0,10.0,201600.0,2508.0,3.0,866.0,21.0,17203.0,1.0
164129,0.0,0.0,151000.0,518.0,1.0,530.0,38.0,6845.0,1.0
251900,0.0,0.0,192500.0,3441.0,2.0,1551.0,29.0,1406.0,1.0
305168,0.0,0.0,186300.0,2556.0,3.0,1551.0,32.0,462.0,1.0
432962,0.0,0.0,202500.0,2416.0,2.0,1551.0,26.0,8371.0,1.0
295060,0.0,0.0,181700.0,3278.0,2.0,741.0,30.0,655.0,1.0
25422,0.0,0.0,181800.0,1427.0,1.0,1584.0,31.0,12914.0,1.0
487607,0.0,0.0,204000.0,2867.0,2.0,817.0,25.0,548.0,1.0
282703,0.0,0.0,211000.0,4654.0,4.0,855.0,33.0,1452.0,1.0
219556,0.0,0.0,193500.0,2667.0,2.0,1584.0,29.0,92.0,1.0
151668,0.0,0.0,117200.0,2465.0,2.0,981.0,26.0,519.0,1.0
300224,0.0,0.0,164700.0,2470.0,5.0,981.0,25.0,1342.0,1.0
276429,0.0,0.0,159800.0,1723.0,1.0,1182.0,21.0,406.0,1.0
348059,0.0,0.0,219000.0,2144.0,2.0,1059.0,23.0,6706.0,1.0
142123,0.0,0.0,11500.0,3.0,1.0,1044.0,34.0,405.0,1.0
211590,0.0,0.0,171000.0,2529.0,2.0,835.0,25.0,4406.0,1.0
337357,0.0,0.0,193200.0,255.0,1.0,968.0,31.0,13439.0,1.0
579087,50.0,130.0,19600.0,171.0,1.0,835.0,27.0,1390.0,0.0
492404,0.0,0.0,202400.0,2166.0,2.0,722.0,32.0,12946.0,1.0
228241,0.0,0.0,185600.0,2703.0,2.0,741.0,23.0,546.0,1.0
224707,0.0,0.0,185000.0,2741.0,5.0,530.0,24.0,1446.0,1.0
331883,0.0,0.0,7510.0,100.0,2.0,741.0,26.0,415.0,1.0
365011,0.0,0.0,219900.0,2477.0,3.0,1551.0,31.0,74.0,1.0
487337,0.0,0.0,13400.0,188.0,1.0,1182.0,35.0,417.0,1.0
362687,6.0,0.0,150000.0,1817.0,2.0,817.0,23.0,11236.0,0.0
218285,0.0,0.0,175000.0,3667.0,4.0,835.0,30.0,1360.0,1.0
336464,5.0,0.0,257200.0,4342.0,2.0,1101.0,36.0,478.0,1.0
348002,0.0,0.0,219000.0,2144.0,2.0,1059.0,27.0,13413.0,1.0
535742,0.0,0.0,17400.0,317.0,2.0,817.0,25.0,413.0,1.0
540632,0.0,0.0,193000.0,3610.0,3.0,1044.0,33.0,892.0,1.0
74064,0.0,0.0,210000.0,1592.0,2.0,1044.0,25.0,14601.0,1.0
291538,0.0,0.0,161000.0,4153.0,5.0,835.0,26.0,627.0,1.0
55559,0.0,0.0,192600.0,2109.0,2.0,1551.0,35.0,345.0,0.0
184335,7.0,0.0,176900.0,3125.0,2.0,767.0,33.0,10284.0,0.0
228177,0.0,0.0,185600.0,2703.0,2.0,741.0,36.0,8414.0,1.0
293847,0.0,0.0,163700.0,815.0,1.0,981.0,32.0,5015.0,1.0
291603,0.0,0.0,161000.0,4153.0,5.0,835.0,23.0,2097.0,1.0
211280,0.0,0.0,148000.0,1364.0,5.0,621.0,25.0,543.0,1.0
406428,0.0,0.0,185000.0,2348.0,2.0,835.0,25.0,1244.0,1.0
570968,0.0,0.0,196500.0,2958.0,2.0,789.0,26.0,77.0,1.0
315806,0.0,0.0,12700.0,76.0,1.0,855.0,23.0,388.0,1.0
93248,0.0,0.0,190800.0,2062.0,2.0,767.0,28.0,11865.0,1.0
348074,0.0,0.0,219000.0,2144.0,2.0,1059.0,24.0,5471.0,1.0
562620,0.0,0.0,18750.0,377.0,2.0,539.0,37.0,360.0,1.0
212535,5.0,0.0,204200.0,1666.0,2.0,749.0,39.0,90.0,1.0
184466,0.0,0.0,176900.0,3125.0,2.0,767.0,24.0,392.0,1.0
228182,0.0,0.0,185600.0,2703.0,2.0,741.0,30.0,7794.0,1.0
211241,0.0,0.0,148000.0,1364.0,5.0,621.0,35.0,175.0,1.0
509124,3.0,0.0,180100.0,4158.0,5.0,508.0,33.0,6275.0,0.0
116612,0.0,0.0,181200.0,4120.0,5.0,968.0,23.0,1600.0,1.0
222012,0.0,0.0,165400.0,3291.0,5.0,704.0,29.0,608.0,1.0
293700,13.0,25.0,163700.0,815.0,1.0,981.0,31.0,13308.0,0.0
535095,0.0,0.0,176600.0,2644.0,5.0,704.0,30.0,386.0,1.0
485600,0.0,0.0,162700.0,3652.0,4.0,1584.0,27.0,1639.0,1.0
510486,0.0,0.0,161600.0,4308.0,5.0,539.0,34.0,276.0,1.0
343508,3.0,0.0,174000.0,1968.0,2.0,817.0,29.0,13619.0,0.0
353117,0.0,0.0,168800.0,3120.0,2.0,1584.0,28.0,986.0,1.0
15812,5.0,5.0,254100.0,3460.0,2.0,705.0,26.0,445.0,1.0
294206,0.0,0.0,162700.0,2653.0,2.0,539.0,20.0,807.0,1.0
17429,0.0,0.0,147900.0,4015.0,5.0,781.0,25.0,297.0,1.0
70120,0.0,0.0,147000.0,3167.0,2.0,817.0,35.0,1899.0,1.0
488626,0.0,0.0,6820.0,10.0,1.0,539.0,31.0,377.0,1.0
130824,5.0,0.0,203900.0,2010.0,2.0,640.0,23.0,748.0,1.0
347941,13.0,0.0,219000.0,2144.0,2.0,1059.0,32.0,17873.0,0.0
592594,0.0,0.0,201000.0,1150.0,1.0,817.0,40.0,8589.0,1.0
216019,0.0,0.0,167300.0,2865.0,3.0,781.0,32.0,2069.0,1.0
202215,0.0,0.0,9200.0,81.0,1.0,817.0,30.0,377.0,1.0
261086,0.0,0.0,167200.0,3151.0,2.0,1584.0,34.0,1503.0,1.0
650,0.0,0.0,192900.0,3743.0,3.0,1551.0,27.0,1655.0,1.0
237641,0.0,0.0,179000.0,4483.0,5.0,1584.0,30.0,2111.0,1.0
480342,0.0,0.0,165400.0,2514.0,3.0,719.0,40.0,7238.0,1.0
521057,0.0,0.0,202000.0,3092.0,3.0,1059.0,37.0,85.0,1.0
93697,0.0,0.0,155200.0,3582.0,5.0,1182.0,25.0,270.0,1.0
570873,3.0,0.0,196500.0,2958.0,2.0,789.0,29.0,13209.0,0.0
17760,30.0,15.0,184000.0,1303.0,1.0,621.0,32.0,14299.0,0.0
175724,0.0,0.0,207920.0,2625.0,2.0,741.0,26.0,2896.0,1.0
280347,0.0,0.0,183000.0,5423.0,5.0,835.0,24.0,2093.0,1.0
145576,19.0,20.0,293000.0,2096.0,2.0,938.0,28.0,23243.0,1.0
455596,0.0,0.0,178000.0,3489.0,5.0,817.0,31.0,1710.0,1.0
3276,0.0,0.0,202200.0,1149.0,1.0,1551.0,28.0,9234.0,1.0
535824,0.0,0.0,17400.0,317.0,2.0,817.0,30.0,344.0,1.0
29814,0.0,0.0,178000.0,2729.0,3.0,508.0,24.0,794.0,1.0
295103,0.0,0.0,181700.0,3278.0,2.0,741.0,28.0,1149.0,1.0
273840,0.0,0.0,133500.0,3471.0,4.0,1584.0,23.0,1802.0,1.0
441886,0.0,0.0,138800.0,3782.0,5.0,789.0,28.0,1131.0,1.0
23500,0.0,0.0,169000.0,2707.0,5.0,789.0,27.0,228.0,1.0
382577,0.0,0.0,176000.0,337.0,1.0,621.0,32.0,11638.0,1.0
104213,5.0,0.0,183700.0,1459.0,2.0,866.0,22.0,444.0,1.0
333332,0.0,0.0,74600.0,2456.0,5.0,835.0,21.0,134.0,1.0
280330,0.0,0.0,183000.0,5423.0,5.0,835.0,33.0,1937.0,1.0
70072,0.0,0.0,147000.0,3167.0,2.0,817.0,35.0,1607.0,1.0
25382,32.0,70.0,181800.0,1427.0,1.0,1584.0,38.0,14424.0,0.0
1250,0.0,0.0,134800.0,3828.0,5.0,789.0,39.0,1291.0,1.0
408193,0.0,0.0,183500.0,2453.0,2.0,855.0,32.0,14464.0,1.0
148082,0.0,0.0,152600.0,4033.0,5.0,968.0,22.0,1133.0,1.0
365007,0.0,0.0,219900.0,2477.0,3.0,1551.0,39.0,9894.0,1.0
496469,0.0,0.0,171400.0,3675.0,5.0,968.0,30.0,397.0,1.0
535807,0.0,0.0,17400.0,317.0,2.0,817.0,31.0,297.0,1.0
3261,0.0,0.0,202200.0,1149.0,1.0,1551.0,36.0,10903.0,1.0
480446,0.0,0.0,165400.0,2514.0,3.0,719.0,26.0,930.0,1.0
146069,34.0,48.0,184000.0,3107.0,3.0,688.0,22.0,106.0,0.0
1259,0.0,0.0,134800.0,3828.0,5.0,789.0,26.0,1364.0,1.0
461955,0.0,0.0,180000.0,388.0,1.0,621.0,23.0,11220.0,1.0
343502,12.0,0.0,174000.0,1968.0,2.0,817.0,24.0,14063.0,0.0
276300,1.0,0.0,159800.0,1723.0,1.0,1182.0,29.0,12232.0,0.0
512441,0.0,0.0,219000.0,2430.0,2.0,835.0,30.0,641.0,1.0
347986,0.0,0.0,219000.0,2144.0,2.0,1059.0,33.0,14619.0,1.0
558049,0.0,0.0,168200.0,2327.0,2.0,508.0,23.0,546.0,1.0
282632,0.0,0.0,211000.0,4654.0,4.0,855.0,26.0,769.0,1.0
385394,0.0,0.0,208900.0,2949.0,2.0,1584.0,37.0,850.0,1.0
43431,0.0,0.0,182000.0,1280.0,1.0,1551.0,27.0,7077.0,1.0
508489,0.0,0.0,137800.0,2413.0,5.0,1584.0,30.0,1339.0,1.0
460232,0.0,0.0,194100.0,2089.0,2.0,781.0,28.0,12809.0,1.0
432504,0.0,0.0,164600.0,2091.0,3.0,704.0,31.0,753.0,1.0
15032,2.0,0.0,155000.0,2402.0,3.0,1059.0,22.0,11096.0,0.0
437151,0.0,0.0,115600.0,748.0,1.0,1551.0,28.0,9014.0,1.0
185749,0.0,0.0,191200.0,1592.0,1.0,968.0,32.0,10634.0,1.0
211654,0.0,0.0,171000.0,2529.0,2.0,835.0,24.0,2068.0,1.0
336579,0.0,0.0,168600.0,2706.0,2.0,722.0,36.0,285.0,1.0
275722,0.0,0.0,168400.0,1766.0,1.0,968.0,29.0,80.0,1.0
364986,2.0,0.0,219900.0,2477.0,3.0,1551.0,36.0,15157.0,0.0
317445,5.0,10.0,257200.0,1362.0,1.0,747.0,31.0,755.0,1.0
15073,0.0,0.0,155000.0,2402.0,3.0,1059.0,30.0,233.0,1.0
362064,0.0,0.0,191100.0,2018.0,2.0,781.0,32.0,143.0,1.0
225551,0.0,0.0,25700.0,363.0,1.0,855.0,29.0,191.0,1.0
348006,0.0,0.0,219000.0,2144.0,2.0,1059.0,27.0,13200.0,1.0
276594,0.0,0.0,169900.0,808.0,1.0,1584.0,33.0,12227.0,0.0
115434,0.0,0.0,213000.0,1777.0,2.0,835.0,36.0,911.0,1.0
15385,0.0,0.0,175100.0,518.0,1.0,968.0,24.0,13695.0,0.0
562592,0.0,0.0,18750.0,377.0,2.0,539.0,21.0,532.0,1.0
499204,0.0,0.0,144900.0,3894.0,5.0,1584.0,29.0,1923.0,1.0
84735,0.0,0.0,188300.0,1316.0,3.0,1551.0,39.0,13026.0,1.0
254742,0.0,0.0,182000.0,3221.0,3.0,1584.0,25.0,1251.0,1.0
50337,0.0,0.0,9000.0,9.0,1.0,621.0,24.0,-133.0,1.0
25401,0.0,0.0,181800.0,1427.0,1.0,1584.0,25.0,13359.0,1.0
209836,0.0,0.0,207000.0,2790.0,2.0,835.0,37.0,1236.0,1.0
387770,0.0,0.0,190800.0,1929.0,1.0,1182.0,32.0,613.0,1.0
105807,0.0,0.0,191000.0,5080.0,5.0,817.0,29.0,2641.0,1.0
337665,0.0,0.0,216000.0,2601.0,2.0,1044.0,27.0,5524.0,1.0
328802,0.0,0.0,188800.0,3408.0,4.0,1182.0,26.0,1462.0,1.0
93309,0.0,0.0,190800.0,2062.0,2.0,767.0,34.0,504.0,1.0
488633,0.0,0.0,6820.0,10.0,1.0,539.0,24.0,337.0,1.0
362100,0.0,0.0,191100.0,2018.0,2.0,781.0,26.0,577.0,1.0
272420,0.0,0.0,165600.0,3682.0,5.0,1044.0,29.0,1395.0,1.0
509810,5.0,10.0,201600.0,2508.0,3.0,866.0,23.0,17203.0,1.0
382549,0.0,0.0,176000.0,337.0,1.0,621.0,22.0,12219.0,1.0
76017,0.0,0.0,169400.0,1405.0,2.0,981.0,27.0,10831.0,1.0
202257,0.0,0.0,9200.0,81.0,1.0,817.0,24.0,371.0,1.0
