points,uci_points,length,climb_total,profile,startlist_quality,position,cyclist_age,delta,label
0.0,0.0,19400.0,63.0,1.0,824,38,28.0,80.0,1
0.0,0.0,206000.0,2016.0,2.0,923,80,46.0,0.0,1
0.0,0.0,176300.0,2991.0,5.0,971,68,14.0,1077.0,1
0.0,0.0,177000.0,2272.0,2.0,844,143,9.0,0.0,1
0.0,0.0,255000.0,3532.0,3.0,1812,84,-3.0,662.0,1
6.0,1.0,192000.0,3000.0,2.0,1994,12,19.0,18.0,0
0.0,-0.0,196000.0,1609.0,2.0,1034,93,25.0,0.0,1
0.0,-1.0,200000.0,2668.0,2.0,540,75,29.0,94.0,1
0.0,0.0,100500.0,2212.0,2.0,917,39,31.0,0.0,1
0.0,-0.0,157000.0,1332.0,3.0,1177,73,49.0,15.0,1
18.0,2.0,177000.0,2560.0,3.0,935,3,33.0,8.0,0
0.0,0.0,146500.0,3618.0,5.0,799,145,19.0,1597.0,1
0.0,0.0,222000.0,5845.0,4.0,881,141,27.0,3081.0,1
0.0,0.0,177000.0,1549.0,3.0,621,95,47.0,91.0,1
0.0,-0.0,217000.0,4914.0,2.0,621,54,24.0,1310.0,1
0.0,0.0,175400.0,3064.0,2.0,970,66,51.0,0.0,1
0.0,0.0,175000.0,2176.0,2.0,1057,81,9.0,0.0,1
0.0,0.0,182000.0,3459.0,4.0,933,39,18.0,405.0,1
0.0,0.0,166500.0,3980.0,5.0,772,91,56.0,1428.0,1
0.0,0.0,203700.0,1645.0,1.0,1023,46,56.0,11.0,1
4.0,0.0,112400.0,3336.0,5.0,590,7,23.0,7.0,0
0.0,-0.0,232000.0,1568.0,1.0,1362,73,11.0,0.0,1
0.0,0.0,160000.0,2297.0,2.0,520,91,-13.0,0.0,1
30.0,25.0,168400.0,3094.0,4.0,570,2,54.0,0.0,0
0.0,0.0,195400.0,2020.0,2.0,817,98,25.0,813.0,1
0.0,-0.0,149000.0,3001.0,4.0,1342,112,13.0,1260.0,1
0.0,-0.0,197500.0,4000.0,4.0,1688,102,18.0,1133.0,1
0.0,-0.0,109500.0,562.0,1.0,1812,126,45.0,0.0,1
0.0,-0.0,109500.0,562.0,1.0,1812,160,45.0,0.0,1
0.0,0.0,167300.0,2401.0,3.0,972,140,17.0,608.0,1
0.0,0.0,157100.0,1852.0,2.0,792,53,8.0,0.0,1
0.0,0.0,173900.0,3196.0,5.0,917,19,42.0,57.0,0
0.0,0.0,198200.0,1835.0,2.0,899,162,58.0,225.0,1
0.0,0.0,155400.0,2870.0,5.0,852,145,26.0,942.0,1
0.0,0.0,143500.0,2715.0,4.0,673,24,25.0,184.0,1
0.0,-0.0,159000.0,3599.0,5.0,697,71,20.0,1006.0,1
0.0,-0.0,162000.0,1044.0,1.0,926,82,17.0,0.0,1
32.0,12.0,164000.0,3248.0,2.0,1555,5,39.0,358.0,0
0.0,0.0,124000.0,1929.0,2.0,1056,156,38.0,292.0,1
0.0,0.0,228700.0,2898.0,3.0,1089,25,30.0,7.0,1
0.0,-0.0,223000.0,1500.0,1.0,1804,31,4.0,979.0,1
0.0,0.0,204500.0,2461.0,2.0,1688,95,25.0,0.0,1
0.0,0.0,161900.0,2548.0,3.0,722,51,36.0,14.0,1
0.0,0.0,189000.0,2080.0,2.0,1128,136,62.0,424.0,1
0.0,0.0,189200.0,2646.0,2.0,936,58,25.0,600.0,1
4.0,0.0,224000.0,1648.0,1.0,1165,12,9.0,0.0,0
0.0,0.0,118000.0,1570.0,3.0,920,83,46.0,21.0,1
10.0,2.0,250000.0,4215.0,4.0,975,8,32.0,29.0,0
0.0,-0.0,174800.0,4201.0,5.0,935,118,30.0,1632.0,1
0.0,0.0,24000.0,581.0,2.0,842,17,38.0,56.0,0
0.0,-0.0,218000.0,5994.0,5.0,929,59,9.0,1883.0,1
0.0,0.0,157000.0,854.0,1.0,1362,68,11.0,0.0,1
0.0,-0.0,172000.0,1804.0,1.0,1177,146,39.0,56.0,1
0.0,-0.0,160000.0,2910.0,2.0,1933,88,5.0,7.0,1
0.0,0.0,150500.0,2376.0,3.0,714,20,41.0,0.0,1
0.0,0.0,182000.0,2631.0,3.0,708,25,29.0,92.0,1
10.0,1.0,189000.0,2947.0,2.0,1535,10,24.0,158.0,0
0.0,-0.0,246000.0,2402.0,1.0,1933,132,12.0,12.0,1
0.0,0.0,169300.0,2239.0,2.0,732,14,20.0,0.0,0
0.0,0.0,178000.0,4849.0,5.0,878,71,42.0,1906.0,1
0.0,0.0,148700.0,2334.0,2.0,995,128,18.0,0.0,1
