,nationality,pca_race_points,weight_height_ratio,race_difficulty,consistency_score,position,cyclist_age
4214,3,-0.19442904786051776,0.1507779268049599,-1.075811759154625,2.1948728539075617,1.8366397794280989,1.950585272912824
4398,55,-0.19442904786051776,-0.07129193549547033,-0.11290802906402835,0.41634305892487505,2.250375132249745,-0.6428510577824922
5358,35,-0.19442904786051776,0.7562130320889918,0.4876495751249314,0.24391408585796287,1.2367235178367124,-1.9395692231301502
5418,35,1.8460507070465406,-1.2790677037718534,0.6060790669029525,1.0219519291266508,-1.30774890201641,2.4692725390518873
5421,63,1.0988807697387881,-0.2555783494530273,0.6060790669029525,2.7018799083544014,-1.245688599093163,1.1725543737042292
5428,63,0.5863168627399687,0.673907482598509,0.6060790669029525,-0.3445038565918796,-1.1008812256055869,0.9132107406346975
5433,33,0.3610604253187715,0.4981983653727761,0.6060790669029525,1.293131080442207,-0.9974473874001755,0.6538671075651659
5521,47,-0.02654883263393511,-1.5927640821708073,0.6060790669029525,-1.1373694982032292,0.8229881650150666,-0.12416379164342892
5547,4,0.14133138799982445,0.3424599779977759,0.29574778238965793,2.265333258197767,-1.390495972580739,1.1725543737042292
5734,70,2.797661072746606,-3.2127473942895204,0.05072156758790452,-0.30842419807457505,-1.5353033460683152,0.1351798414261027
6142,8,-0.17530364677068597,-2.564268402826555,0.6408620090306544,-1.2598364198289407,-0.4182178934498712,-0.12416379164342892
6148,8,-0.19442904786051776,-0.8197819787319114,0.6408620090306544,-1.035671853168988,-0.29409728760337744,-0.3835074247129605
6348,61,1.3632406778841546,-1.3628081255081652,-0.09953198450945179,-0.7656214903142616,-1.4939298107861505,2.9879598051909504
6517,61,0.5246921756701506,-0.4085907076805462,0.10427677167351639,1.179419509315428,-1.4939298107861505,-0.12416379164342892
6816,35,-0.19442904786051776,0.9205994332699349,-0.18500742494307798,1.6838793043766278,1.2987838207599594,0.9132107406346975
7389,61,-0.19442904786051776,1.582701726882489,0.5047750931834316,-0.42716165538060774,-0.33547082288554203,2.2099289059823555
7411,61,0.16045679990401013,-1.5332351335364145,0.98824085643698,-0.05682966420373783,-1.390495972580739,0.9132107406346975
7441,61,-0.19442904786051776,-2.736523789400165,0.98824085643698,0.08049979888025043,-0.7698929433482702,0.1351798414261027
7543,14,-0.19442904786051776,1.618172042542897,0.98824085643698,-1.0865955078328557,1.3401573560421238,-0.12416379164342892
7564,14,-0.19442904786051776,-1.5807878034894038,0.98824085643698,-0.9579152238717649,1.7745794765048521,0.1351798414261027
7583,35,-0.07457551060540636,0.620335877159637,-0.4702887195814639,-0.7243390288926116,-1.390495972580739,1.950585272912824
7605,61,0.04527802935329349,3.621276509679705,-0.12101480238817429,-0.402385289659239,-1.3491224372985744,1.1725543737042292
7635,35,-0.19442904786051776,-0.6689401784406507,-0.12101480238817429,-0.9756092652297341,-0.7285194080661056,-1.4208819569910869
7653,61,-0.19442904786051776,1.582701726882489,-0.12101480238817429,-0.42716165538060774,-0.3561575905266243,2.2099289059823555
7684,35,-0.19442904786051776,0.4437724520546308,-0.12101480238817429,-0.9574926297836748,0.2851322063469268,-0.9021946908520238
7722,35,0.5191647863822542,0.21541105135356994,1.5084860648444443,6.604958052315769,-0.9560738521180109,0.1351798414261027
7974,25,-0.19442904786051776,-1.5244297172106587,1.459268059479813,0.35730178627062936,-0.6043988022196118,-0.12416379164342892
8066,25,-0.19442904786051776,2.4059066401213425,1.459268059479813,0.47901349329229415,1.2987838207599594,-0.6428510577824922
8108,55,-0.19442904786051776,-2.4343839496297806,1.459268059479813,-0.25180563884606133,2.188314829326498,-1.6802255900606187
8115,22,-0.19442904786051776,2.5522225476690026,1.459268059479813,-0.41586920380256653,2.333122202814074,-0.12416379164342892
8122,25,-0.19442904786051776,0.06817468124439648,1.459268059479813,0.23949718588705887,2.47792957630165,-1.4208819569910869
8139,1,-0.19442904786051776,1.7600715547520431,0.22131774136546242,0.4832637628905182,-1.2250018314520807,-0.9021946908520238
9565,55,-0.19442904786051776,2.3632186205089423,-0.05892219758312481,4.937233869880574,0.6988675591685727,0.3945234744956343
9637,61,-0.19442904786051776,-2.736523789400165,-2.2073609286533005,0.08049979888025043,-1.1215679932466693,0.1351798414261027
10088,67,0.6589963716429952,0.11834388293978017,-0.1269681294881813,2.5386418978723775,-1.4111827402218213,0.9132107406346975
10090,25,0.3138863753379788,-1.2218963711407425,-0.1269681294881813,-0.502568215948385,-1.3698092049396569,2.4692725390518873
10424,35,-0.19442904786051776,-1.5479762216962676,-0.4578752084328804,-0.7293838658622008,2.250375132249745,-0.12416379164342892
10429,61,-0.19442904786051776,-2.195096760977371,-0.4578752084328804,-0.2695585172861872,2.353808970455156,-0.3835074247129605
10433,14,-0.19442904786051776,-1.7600726953500128,-0.4578752084328804,-0.8090340803243687,2.4365560410194855,0.6538671075651659
10434,61,-0.19442904786051776,2.07322500851744,-0.4578752084328804,-0.0810137750451612,2.4572428086605678,0.6538671075651659
10436,63,-0.19442904786051776,-1.0257979246094129,-0.4578752084328804,-0.08147124029474712,2.4986163439427322,0.6538671075651659
10438,35,-0.19442904786051776,-0.148616493652459,-0.4578752084328804,-0.5346052099219519,2.539989879224897,-0.6428510577824922
10579,14,-0.19442904786051776,-0.7675129361743883,0.58883170525828,-1.1239079280660742,-1.2043150638109985,-0.6428510577824922
10591,22,-0.10815155959861751,2.5522225476690026,-1.358990324188497,-0.41586920380256653,-1.3698092049396569,0.1351798414261027
10884,61,-0.19442904786051776,-2.736523789400165,0.44344261917739614,0.08049979888025043,2.105567758762169,-0.12416379164342892
10893,27,1.2909874708103193,0.20030497184342644,0.07121633912698117,1.3745105545224916,-1.5146165784272327,0.3945234744956343
11089,35,-0.19442904786051776,2.2445724791072026,0.053254924587710105,-0.9409916772595994,-0.542338499296365,1.1725543737042292
11191,47,0.07417930082775602,1.9369486442987052,-1.9644880054518459,-0.06304987699373167,-1.3698092049396569,2.7286161721214186
11267,55,-0.19442904786051776,0.9282220495011558,-1.9644880054518459,0.42179969144662,0.22307190342367994,0.1351798414261027
11347,1,-0.19442904786051776,1.7600715547520431,-1.9644880054518459,0.4832637628905182,1.8780133147102636,-0.6428510577824922
11365,55,-0.19442904786051776,-0.4755335431177126,-1.9644880054518459,-0.44050326786857796,2.250375132249745,1.6912416398432923
11386,35,0.5578419336485244,-1.2790677037718534,0.48303374424369383,1.0219519291266508,-1.1422547608877516,-1.4208819569910869
11392,61,0.29900943641976213,-2.163972123581358,0.48303374424369383,-0.2528663709213281,-1.0181341550412577,-1.6802255900606187
11524,52,-0.19442904786051776,-0.5352677993866438,0.1265701277231972,-0.8473188596342285,-0.4389046610909535,2.9879598051909504
11638,4,-0.19442904786051776,1.5732575756937253,0.20898030514631644,-0.40905980923376284,-0.6250855698606942,-2.198912856199682
11764,61,0.28455879933073663,-0.9154427898491135,1.420173276940943,2.0838881478550078,-0.894013549194764,-0.6428510577824922
11856,61,2.4406436076925835,0.14333210325903595,-0.6313849592335912,-1.1943387270816255,-1.5353033460683152,-0.9021946908520238
11860,61,0.05972866373873052,2.380901310832542,-0.6313849592335912,-1.182525870368416,-1.4318695078629036,-1.4208819569910869
11872,61,0.7448475472613504,-1.3628081255081652,-0.27098956770143334,-0.7656214903142616,-1.5353033460683152,3.5066470713300135
11873,11,0.3041105238784673,-0.5559742149278055,-0.27098956770143334,-0.3504581607697331,-1.5146165784272327,1.950585272912824
11874,14,0.09797947673274797,-2.7065021102408107,-0.27098956770143334,-0.0684025362603925,-1.4939298107861505,-0.9021946908520238
11885,52,-0.19442904786051776,-2.2428889565039882,-0.27098956770143334,-0.7685272354837483,-1.2663753667342452,-0.9021946908520238
11897,61,-0.19442904786051776,-0.25316142235532313,-0.27098956770143334,-0.9450071960766402,-1.0181341550412577,3.247303438260482
11931,61,-0.19442904786051776,-2.259396830918841,-0.27098956770143334,-0.43118579595361195,-0.31478405524445974,-2.198912856199682
11981,27,1.599125613680661,0.7562130320889918,-0.3020485492588643,3.4704969893644027,-1.4939298107861505,0.9132107406346975
12110,4,-0.19442904786051776,0.6242401440097746,-0.3020485492588643,0.950005338981754,1.2574102854777947,0.3945234744956343
12125,4,16.89314612950165,0.44287366085454066,1.3376616662785739,1.8171091651819513,-1.5146165784272327,0.3945234744956343
12153,63,0.596092735828188,0.9688353214067492,1.3376616662785739,1.4320110084129707,-0.9353870844769285,-1.4208819569910869
12158,66,0.5195910882114454,3.0783416107410235,1.3376616662785739,-0.310503492448416,-0.8319532462715171,-0.6428510577824922
12165,55,0.5195910882114454,2.3632186205089423,1.3376616662785739,4.937233869880574,-0.687145872783941,-1.4208819569910869
12172,7,0.5195910882114454,-0.8529562706793988,1.3376616662785739,4.440524777338762,-0.542338499296365,-0.9021946908520238
12175,41,0.423964039504871,2.1405237105211397,1.3376616662785739,2.435811153499325,-0.4802781963731181,-0.6428510577824922
12206,55,0.3474624135168361,0.4981983653727761,1.3376616662785739,-0.03188359500855369,0.16101160050043306,-2.198912856199682
12208,7,0.3474624135168361,-0.88402045638302,1.3376616662785739,0.11399421106732367,0.20238513578259765,-1.4208819569910869
12220,37,0.3474624135168361,0.6666874974505772,1.3376616662785739,6.49604939680808,0.4506263474755852,0.1351798414261027
12226,55,0.3474624135168361,1.3605098205993056,1.3376616662785739,2.7111565763154015,0.5747469533220789,-1.6802255900606187
12231,25,0.3474624135168361,-0.6549381977651356,1.3376616662785739,-0.7118688539863539,0.6781807915274904,1.1725543737042292
12242,66,0.3474624135168361,0.42341163769827533,1.3376616662785739,-0.323538733825962,0.9057352355793957,-0.9021946908520238
12244,67,0.3474624135168361,0.4876193192042031,1.3376616662785739,0.008990784191479298,0.9471087708615603,0.6538671075651659
12246,5,0.3474624135168361,-0.9933695837340814,1.3376616662785739,-0.5212775117530117,0.9884823061437249,0.6538671075651659
12247,18,0.3474624135168361,-0.88402045638302,1.3376616662785739,0.09152395165637921,1.0091690737848071,0.1351798414261027
12248,18,0.3474624135168361,0.7562130320889918,1.3376616662785739,0.03234831619137619,1.0298558414258894,-1.6802255900606187
12249,61,0.3474624135168361,-0.01350582055871407,1.3376616662785739,-0.5053113855314123,1.0505426090669718,-0.9021946908520238
12252,51,0.3474624135168361,0.4981983653727761,1.3376616662785739,-0.31080115643895645,1.1126029119902185,0.1351798414261027
12257,17,0.3474624135168361,1.1389338372197368,1.3376616662785739,-0.8708202298400505,1.2160367501956302,-0.3835074247129605
12258,4,0.3474624135168361,0.671633130247012,1.3376616662785739,2.5347554493030273,1.2367235178367124,-0.12416379164342892
12259,4,0.3474624135168361,0.7562130320889918,1.3376616662785739,-0.41992177056107405,1.2574102854777947,-1.4208819569910869
12261,67,0.3474624135168361,-0.2005901213358408,1.3376616662785739,-0.10489125868439897,1.2987838207599594,0.6538671075651659
12263,26,0.3474624135168361,1.0232270167858049,1.3376616662785739,-0.42480808673042425,1.3401573560421238,-1.4208819569910869
12264,26,0.3474624135168361,0.13809333678439922,1.3376616662785739,-0.2565006544697272,1.3608441236832063,-0.6428510577824922
12266,18,0.3474624135168361,-0.3618490028839832,1.3376616662785739,-0.027890526902586078,1.4022176589653708,0.1351798414261027
12267,18,0.3474624135168361,0.3776976116723737,1.3376616662785739,-0.1814763535376368,1.422904426606453,-0.3835074247129605
12268,26,0.3474624135168361,1.3768420429268309,1.3376616662785739,0.057520770503541443,1.4435911942475355,0.1351798414261027
12269,47,0.3474624135168361,0.5599457770581527,1.3376616662785739,0.0236272819884566,1.4642779618886177,-0.9021946908520238
12271,63,0.3474624135168361,1.908491865553721,1.3376616662785739,1.0102372675981615,1.5056514971707822,-1.9395692231301502
12273,55,0.3474624135168361,0.24873704283102183,1.3376616662785739,-0.23120075182435953,1.5470250324529469,-1.1615383239215553
12274,5,0.3474624135168361,0.923522785866167,1.3376616662785739,0.23457783388050218,1.567711800094029,-1.9395692231301502
12275,8,0.3474624135168361,1.5968725160575135,1.3376616662785739,-0.4785874419654266,1.5883985677351113,0.9132107406346975
12276,55,0.3474624135168361,-0.4755335431177126,1.3376616662785739,-0.44050326786857796,1.6090853353761938,-1.9395692231301502
12277,37,0.3474624135168361,-0.635500127166233,1.3376616662785739,-0.5642666113538644,1.629772103017276,0.1351798414261027
12278,60,0.3474624135168361,-0.4634477670312221,1.3376616662785739,-0.8362091722098286,1.6504588706583583,-1.1615383239215553
12280,61,0.3474624135168361,-0.9933695837340814,1.3376616662785739,-0.7522620367669214,1.691832405940523,-0.6428510577824922
12281,61,0.3474624135168361,1.2422081397844027,1.3376616662785739,-0.42079060454321354,1.7125191735816052,-0.12416379164342892
12282,61,0.3474624135168361,-0.33130036746264724,1.3376616662785739,2.6171691926432454,1.7332059412226875,-0.6428510577824922
12283,41,0.3474624135168361,0.06817468124439648,1.3376616662785739,-0.5295941770648531,1.7538927088637697,-1.1615383239215553
12284,63,0.3474624135168361,-0.3372759602256827,1.3376616662785739,-0.20180013716936165,1.7745794765048521,0.6538671075651659
12285,47,0.3474624135168361,1.9739621890120598,1.3376616662785739,-0.06413553533376408,1.7952662441459344,0.1351798414261027
12286,47,0.3474624135168361,0.7562130320889918,1.3376616662785739,0.3185134451941513,1.8159530117870166,-1.9395692231301502
12287,8,0.3474624135168361,0.33096731285550723,1.3376616662785739,-0.2873719187458981,1.8366397794280989,0.9132107406346975
12288,55,0.3474624135168361,0.5119231807416644,1.3376616662785739,-0.32027202731893567,1.8573265470691813,-0.12416379164342892
12290,57,0.3474624135168361,0.992827799698494,1.3376616662785739,-0.3938403612241671,1.8987000823513458,-1.1615383239215553
12291,67,0.3474624135168361,0.7143850233457132,1.3376616662785739,-0.3609319723508478,1.9193868499924283,-0.9021946908520238
12307,27,3.9834362863755004,1.2771948419056758,-2.4049374549842844,2.4445315901548015,-1.5353033460683152,-1.1615383239215553
12461,52,-0.19442904786051776,-2.4768301624726137,-2.4049374549842844,-0.14753403686006583,1.6504588706583583,0.6538671075651659
12497,61,1.2909874708103193,-1.287866276509791,-0.7806249520576488,-0.842247175711664,-1.5146165784272327,1.6912416398432923
12504,25,-0.12727696068844932,-0.88402045638302,-0.7806249520576488,0.93625628450157,-1.3698092049396569,0.6538671075651659
12603,61,-0.19442904786051776,-0.01350582055871407,-0.7806249520576488,-0.5053113855314123,0.6781807915274904,2.9879598051909504
12609,25,-0.19442904786051776,0.007410465008864564,-0.7806249520576488,3.3020319753065914,0.8023013973739842,1.1725543737042292
12689,8,-0.19442904786051776,3.3217064371349587,1.2004602217903233,-0.47248153146488886,-0.19066344939796595,-0.12416379164342892
12730,35,0.9837020181131908,-1.1238209141217754,1.4918924527966453,1.9003676698787475,-1.2043150638109985,1.6912416398432923
12816,63,0.05972866373873052,-0.9537417884742719,-2.5220292137757805,0.19980142633640688,-1.4318695078629036,-1.1615383239215553
12991,35,-0.19442904786051776,-0.45238054493163565,0.4012114466614719,-0.5932740397913603,-1.03882092268234,4.025334337469077
13878,35,0.1795822009938419,-1.730785561283118,-1.0638542337111458,-0.8178035585521326,-1.452556275503986,-0.9021946908520238
13981,25,-0.19442904786051776,0.33096731285550723,0.8289687142291098,0.07392370390598271,0.6161204886042435,-2.198912856199682
14178,48,-0.19442904786051776,1.2064732053950342,-2.5210158719422573,12.153072697396052,0.4092528121934206,-0.9021946908520238
14274,61,-0.19442904786051776,1.5897871214700012,-2.5210158719422573,-0.8407309417569813,2.395182505737321,-0.9021946908520238
14381,35,2.5065166920478936,0.03728956942201157,0.6449913933102448,4.478316067824615,-1.4318695078629036,-0.6428510577824922
14390,35,0.5144900007527402,1.0945303582609718,0.6449913933102448,2.697131284188705,-1.245688599093163,0.1351798414261027
14635,61,-0.02654883263393511,-0.4085907076805462,1.3388018624770948,1.179419509315428,0.14032483285935077,-0.3835074247129605
14636,61,-0.02654883263393511,0.2623785945481251,1.3388018624770948,0.6488687441582331,0.16101160050043306,-0.3835074247129605
14705,58,-0.19442904786051776,-0.3549130266304961,-1.8470416120505804,5.99568228954799,-0.5630252669374473,-1.4208819569910869
14999,52,0.3283370124270043,3.105043009210705,-2.501509021110956,-0.1296749657029247,-1.4318695078629036,1.1725543737042292
15331,61,-0.19442904786051776,-1.3628081255081652,0.08036172078655768,-0.7656214903142616,1.5263382648118646,3.5066470713300135
15502,8,-0.19442904786051776,1.1814587513224764,-1.7025641881322242,-0.9157015061011607,-0.8319532462715171,0.9132107406346975
15535,8,-0.19442904786051776,3.3217064371349587,-1.7025641881322242,-0.47248153146488886,-0.14928991411580136,0.1351798414261027
15651,8,-0.02654883263393511,-0.48504498958668624,1.3556991557472824,-1.0254073966027286,0.05757776229502159,-2.4582564892692136
15693,26,-0.02654883263393511,-2.077192008255909,1.3556991557472824,-0.05303156729203299,0.926422003220478,-2.198912856199682
15698,67,-0.02654883263393511,0.7143850233457132,1.3556991557472824,-0.6840397891064777,1.0298558414258894,-2.198912856199682
15726,52,-0.19442904786051776,-0.6954887367823979,-1.6613971368853833,1.627581115941489,-0.9974473874001755,1.6912416398432923
15765,67,-0.19442904786051776,-1.1573932747606734,-1.6613971368853833,0.09146206281406724,-0.19066344939796595,0.3945234744956343
15807,14,-0.19442904786051776,0.4601856568380017,-1.6613971368853833,0.3705989241560554,0.6781807915274904,-1.6802255900606187
15864,18,0.3092116113371725,0.3436986673928239,0.10825400609423168,4.83926340568114,-1.4318695078629036,-0.9021946908520238
16248,52,-0.19442904786051776,-0.3194643823315117,0.8282339417399084,0.8361052843186649,1.0919161443491363,-1.6802255900606187
16337,35,-0.02654883263393511,-1.8055825543393458,1.9433114974007974,-0.9542584255893523,-0.10791637883363678,2.4692725390518873
16363,8,-0.02654883263393511,-0.3824664517835116,1.9433114974007974,1.4005059170276049,0.4299395798345029,-1.1615383239215553
16551,51,2.325891028123931,-1.7239910191778685,-0.17322725304444583,0.10426076076810087,-1.5353033460683152,0.6538671075651659
16747,33,-0.19442904786051776,0.4981983653727761,1.2775504113633869,1.293131080442207,-0.4182178934498712,0.3945234744956343
16753,35,-0.19442904786051776,-1.1238209141217754,1.2775504113633869,1.9003676698787475,-0.29409728760337744,0.6538671075651659
16807,35,-0.19442904786051776,-0.07129193549547033,1.2775504113633869,0.06921579833033185,0.8229881650150666,2.9879598051909504
16850,14,-0.19442904786051776,-2.5925974345989373,1.2775504113633869,0.2343284005050049,1.7125191735816052,-0.9021946908520238
