points,uci_points,length,climb_total,profile,startlist_quality,cyclist_age,delta,label
0,0.0,191800.0,2473.0,4.0,789,29.0,600.0,1
3,10.0,203000.0,5852.0,5.0,835,24.0,121.0,0
0,0.0,196000.0,3020.0,2.0,835,22.0,1382.0,1
5,10.0,254100.0,3460.0,2.0,705,27.0,389.0,1
0,0.0,164700.0,2470.0,5.0,981,19.0,837.0,1
0,0.0,207000.0,2790.0,2.0,835,25.0,658.0,1
0,0.0,201000.0,1150.0,1.0,817,30.0,13854.0,0
0,0.0,196000.0,1764.0,2.0,817,31.0,12942.0,1
10,35.0,196000.0,3020.0,2.0,835,38.0,12592.0,0
4,10.0,31100.0,408.0,2.0,781,25.0,961.0,0
0,0.0,192000.0,3680.0,5.0,968,27.0,629.0,1
0,0.0,188200.0,2437.0,2.0,704,34.0,9627.0,1
0,0.0,204000.0,2867.0,2.0,817,40.0,548.0,1
0,0.0,202400.0,2166.0,2.0,722,24.0,6314.0,1
0,0.0,219000.0,2144.0,2.0,1059,33.0,15013.0,1
0,0.0,159000.0,1296.0,2.0,1059,29.0,11819.0,1
0,0.0,191000.0,5080.0,5.0,817,35.0,2456.0,1
0,0.0,168400.0,1766.0,1.0,968,32.0,9872.0,1
0,0.0,161600.0,4308.0,5.0,539,25.0,365.0,1
0,0.0,177600.0,2746.0,2.0,767,28.0,582.0,1
0,0.0,166700.0,3538.0,5.0,722,28.0,866.0,1
0,0.0,169800.0,2956.0,2.0,789,26.0,2669.0,1
5,0.0,258100.00000000003,4443.0,2.0,1042,25.0,769.0,1
0,0.0,160300.0,3312.0,5.0,968,32.0,1088.0,1
2,0.0,196500.0,2958.0,2.0,789,23.0,13156.0,0
0,0.0,115100.0,577.0,1.0,1584,29.0,10573.0,1
5,0.0,293000.0,2096.0,2.0,938,29.0,615.0,1
0,0.0,203000.0,369.0,1.0,817,23.0,15007.0,1
0,0.0,115100.0,577.0,1.0,1584,31.0,10573.0,1
7,15.0,163700.0,815.0,1.0,981,33.0,13055.0,0
5,0.0,202100.0,3160.0,3.0,971,34.0,213.0,1
0,0.0,175700.0,3091.0,2.0,719,38.0,353.0,1
0,0.0,151000.0,518.0,1.0,530,29.0,9319.0,1
0,0.0,182000.0,1280.0,1.0,1551,30.0,10627.0,1
0,0.0,153400.0,3741.0,5.0,968,25.0,1535.0,1
0,0.0,211000.0,4654.0,4.0,855,23.0,1452.0,1
0,0.0,159200.0,707.0,1.0,1182,27.0,89.0,1
0,0.0,182000.0,544.0,1.0,621,22.0,12843.0,1
0,0.0,191800.0,2473.0,4.0,789,23.0,156.0,1
0,0.0,175700.0,3091.0,2.0,719,28.0,206.0,1
5,0.0,293000.0,2096.0,2.0,938,31.0,615.0,1
0,0.0,165700.0,5399.0,4.0,1584,27.0,2193.0,1
0,0.0,143200.0,4036.0,5.0,1551,30.0,1951.0,1
0,0.0,187200.0,2978.0,2.0,968,33.0,309.0,1
0,0.0,150000.0,1817.0,2.0,817,33.0,9199.0,1
5,0.0,194300.0,3092.0,3.0,915,21.0,131.0,1
4,0.0,202000.0,5268.0,4.0,817,40.0,251.0,0
10,35.0,35000.0,84.0,1.0,835,27.0,564.0,0
0,0.0,188300.0,1316.0,3.0,1551,23.0,146.0,1
5,0.0,183700.0,1459.0,2.0,866,29.0,444.0,1
0,0.0,198000.0,2746.0,2.0,767,26.0,8064.0,1
0,0.0,191200.0,1592.0,1.0,968,23.0,13755.0,1
0,0.0,135800.0,1842.0,2.0,704,21.0,639.0,1
0,0.0,212400.0,1958.0,1.0,981,31.0,15866.0,1
6,20.0,181800.0,1427.0,1.0,1584,25.0,13102.0,0
50,40.0,176000.0,337.0,1.0,621,37.0,0.0,0
0,0.0,148000.0,1364.0,5.0,621,30.0,380.0,1
0,0.0,192000.0,1498.0,2.0,817,28.0,11817.0,1
35,20.0,175100.0,518.0,1.0,968,30.0,14722.0,0
0,0.0,17400.0,317.0,2.0,817,28.0,343.0,1
0,0.0,164600.0,2091.0,3.0,704,32.0,6303.0,1
5,0.0,272500.0,2289.0,2.0,759,31.0,613.0,1
5,1.0,183700.0,1459.0,2.0,866,21.0,212.0,1
0,0.0,174000.0,304.0,1.0,530,19.0,8690.0,1
0,0.0,183000.0,5423.0,5.0,835,26.0,2528.0,1
0,0.0,169000.0,2707.0,5.0,789,24.0,61.0,1
0,0.0,7510.0,100.0,2.0,741,37.0,358.0,1
5,2.0,230300.0,4057.0,2.0,787,23.0,845.0,1
0,0.0,196000.0,4730.0,4.0,817,28.0,2555.0,1
0,0.0,151800.0,4281.0,4.0,1584,25.0,2249.0,1
50,40.0,181000.0,2646.0,5.0,621,24.0,0.0,0
0,0.0,164600.0,2091.0,3.0,704,28.0,11705.0,1
0,0.0,213600.0,2878.0,2.0,1182,30.0,358.0,1
0,0.0,191100.0,2018.0,2.0,781,27.0,362.0,1
0,0.0,200700.0,1996.0,2.0,1584,37.0,224.0,1
0,0.0,152500.0,2795.0,4.0,855,23.0,1663.0,1
0,0.0,185000.0,2348.0,2.0,835,26.0,1244.0,1
0,0.0,115600.0,748.0,1.0,1551,30.0,8922.0,1
0,0.0,13200.0,21.0,1.0,1551,30.0,-61.0,1
0,0.0,162700.0,3652.0,4.0,1584,30.0,1344.0,1
0,0.0,169800.0,2956.0,2.0,789,23.0,3206.0,1
0,0.0,157000.0,601.0,1.0,1551,29.0,702.0,1
0,0.0,152800.0,4160.0,5.0,781,24.0,1686.0,1
4,0.0,138800.0,3782.0,5.0,789,30.0,4127.0,0
0,0.0,161100.0,3394.0,5.0,722,33.0,205.0,1
0,0.0,168000.0,3950.0,4.0,817,25.0,695.0,1
0,0.0,203000.0,369.0,1.0,817,26.0,13566.0,1
0,0.0,202000.0,3092.0,3.0,1059,31.0,942.0,1
0,0.0,173700.0,1893.0,2.0,855,27.0,11132.0,1
0,0.0,153000.0,2243.0,2.0,817,25.0,213.0,1
0,0.0,186300.0,2556.0,3.0,1551,40.0,120.0,1
0,0.0,152500.0,2795.0,4.0,855,31.0,116.0,0
0,0.0,170800.0,2287.0,2.0,539,21.0,8777.0,1
0,0.0,202000.0,1831.0,2.0,835,21.0,7964.0,1
0,0.0,150000.0,1817.0,2.0,817,24.0,464.0,1
0,0.0,169800.0,2956.0,2.0,789,28.0,1925.0,1
0,0.0,13400.0,188.0,1.0,1182,26.0,321.0,1
0,0.0,179000.0,4483.0,5.0,1584,31.0,873.0,1
0,0.0,219000.0,2144.0,2.0,1059,29.0,4902.0,1
0,0.0,190800.0,2062.0,2.0,767,35.0,609.0,1
0,0.0,213600.0,2878.0,2.0,1182,36.0,11360.0,1
0,0.0,191000.0,5080.0,5.0,817,37.0,1995.0,1
0,0.0,196000.0,4730.0,4.0,817,23.0,2555.0,1
0,0.0,170900.0,2323.0,2.0,539,24.0,7529.0,1
0,0.0,159000.0,1296.0,2.0,1059,30.0,7203.0,1
0,0.0,35000.0,84.0,1.0,835,27.0,394.0,1
0,0.0,151800.0,4281.0,4.0,1584,30.0,1735.0,1
0,0.0,167300.0,2865.0,3.0,781,29.0,1520.0,1
0,0.0,151800.0,4281.0,4.0,1584,27.0,1559.0,1
0,0.0,115600.0,748.0,1.0,1551,29.0,8921.0,1
50,100.0,203900.0,2010.0,2.0,640,30.0,96.0,0
0,0.0,25600.0,131.0,1.0,767,30.0,234.0,1
0,0.0,9000.0,9.0,1.0,621,39.0,-109.0,1
0,0.0,181200.0,4120.0,5.0,968,29.0,1814.0,1
0,0.0,159200.0,707.0,1.0,1182,24.0,403.0,1
0,0.0,170900.0,2323.0,2.0,539,25.0,8691.0,1
0,0.0,175700.0,3091.0,2.0,719,31.0,548.0,1
0,0.0,160300.0,3312.0,5.0,968,39.0,603.0,1
0,0.0,168000.0,4718.0,5.0,817,23.0,2425.0,1
0,0.0,196000.0,4730.0,4.0,817,28.0,2555.0,1
0,0.0,208900.0,2949.0,2.0,1584,30.0,1274.0,1
0,0.0,168000.0,4718.0,5.0,817,31.0,2460.0,1
0,0.0,168000.0,4718.0,5.0,817,25.0,518.0,1
0,0.0,151800.0,4281.0,4.0,1584,33.0,1949.0,1
0,0.0,152800.0,4160.0,5.0,781,31.0,184.0,1
0,0.0,195000.0,1390.0,3.0,817,25.0,11885.0,1
0,0.0,193200.0,255.0,1.0,968,30.0,10875.0,1
0,0.0,18750.0,377.0,2.0,539,26.0,372.0,1
0,0.0,180000.0,388.0,1.0,621,27.0,9435.0,1
0,0.0,150000.0,1817.0,2.0,817,31.0,9573.0,1
0,0.0,13200.0,21.0,1.0,1551,32.0,466.0,0
0,0.0,138600.0,2121.0,2.0,722,35.0,210.0,1
0,0.0,162800.0,2799.0,3.0,719,40.0,1144.0,1
0,0.0,143800.0,2617.0,5.0,855,33.0,873.0,1
0,0.0,203000.0,5852.0,5.0,835,33.0,3085.0,1
0,0.0,219000.0,2430.0,2.0,835,34.0,12169.0,1
0,0.0,204000.0,2867.0,2.0,817,29.0,427.0,0
0,0.0,167300.0,2865.0,3.0,781,24.0,329.0,1
0,0.0,192900.0,3743.0,3.0,1551,28.0,1655.0,1
0,0.0,135700.0,3636.0,3.0,741,27.0,198.0,0
0,0.0,195000.0,4040.0,4.0,835,22.0,548.0,1
0,0.0,152600.0,4033.0,5.0,968,31.0,2138.0,1
0,0.0,196000.0,3020.0,2.0,835,29.0,1382.0,1
0,0.0,171500.0,1785.0,1.0,1551,29.0,88.0,1
0,0.0,185000.0,2741.0,5.0,530,32.0,1446.0,1
17,20.0,253000.0,4852.0,2.0,1019,33.0,137.0,1
0,0.0,25700.0,363.0,1.0,855,27.0,364.0,1
0,0.0,200700.0,1996.0,2.0,1584,28.0,382.0,1
0,0.0,193200.0,255.0,1.0,968,31.0,14365.0,1
0,0.0,219000.0,2144.0,2.0,1059,25.0,7916.0,1
0,0.0,184900.0,1216.0,1.0,1584,26.0,128.0,1
0,0.0,202500.0,2416.0,2.0,1551,29.0,5977.0,1
5,0.0,293000.0,2096.0,2.0,938,29.0,563.0,1
0,0.0,18750.0,377.0,2.0,539,24.0,386.0,1
5,10.0,253000.0,4852.0,2.0,1019,30.0,413.0,1
0,0.0,181800.0,1427.0,1.0,1584,26.0,11957.0,1
4,15.0,126000.0,692.0,1.0,835,27.0,9983.0,0
0,0.0,6820.0,10.0,1.0,539,40.0,442.0,1
0,0.0,152500.0,2319.0,3.0,968,25.0,1100.0,1
0,0.0,201000.0,1150.0,1.0,817,23.0,13472.0,1
0,0.0,192500.0,3441.0,2.0,1551,24.0,966.0,1
0,0.0,148000.0,1364.0,5.0,621,37.0,686.0,1
0,0.0,211000.0,4654.0,4.0,855,30.0,1452.0,1
0,0.0,181000.0,3977.0,4.0,968,24.0,1918.0,1
0,0.0,126000.0,692.0,1.0,835,31.0,263.0,1
0,0.0,202000.0,3092.0,3.0,1059,36.0,186.0,1
0,0.0,179300.0,1873.0,2.0,1584,31.0,12704.0,1
0,0.0,169000.0,2707.0,5.0,789,26.0,448.0,1
0,0.0,153400.0,3741.0,5.0,968,24.0,785.0,1
0,0.0,185600.0,2703.0,2.0,741,23.0,546.0,1
0,0.0,170000.0,522.0,1.0,530,24.0,237.0,1
0,0.0,165100.0,4660.0,5.0,1551,31.0,1738.0,1
0,0.0,5120.0,39.0,1.0,508,22.0,428.0,1
0,0.0,165100.0,2441.0,2.0,508,30.0,5801.0,1
0,0.0,160300.0,3312.0,5.0,968,21.0,318.0,1
0,0.0,151800.0,4281.0,4.0,1584,33.0,1956.0,1
0,0.0,202200.0,1149.0,1.0,1551,31.0,12179.0,1
0,0.0,74600.0,2456.0,5.0,835,26.0,1256.0,1
3,0.0,31900.0,96.0,1.0,789,35.0,836.0,0
0,0.0,166700.0,3538.0,5.0,722,37.0,277.0,1
0,0.0,30900.0,179.0,1.0,968,24.0,388.0,1
0,0.0,153000.0,2243.0,2.0,817,26.0,213.0,1
0,0.0,174000.0,1968.0,2.0,817,30.0,12393.0,1
0,0.0,184900.0,1216.0,1.0,1584,27.0,11069.0,1
0,0.0,190100.0,2610.0,3.0,767,29.0,1639.0,1
0,0.0,189400.0,1076.0,1.0,968,33.0,190.0,1
5,0.0,256600.00000000003,1380.0,1.0,775,24.0,1215.0,1
0,0.0,208900.0,2949.0,2.0,1584,28.0,702.0,1
0,0.0,169900.0,808.0,1.0,1584,31.0,113.0,1
0,0.0,181800.0,1427.0,1.0,1584,31.0,11259.0,1
0,0.0,171500.0,1785.0,1.0,1551,27.0,325.0,1
0,0.0,152500.0,2795.0,4.0,855,23.0,1663.0,1
0,0.0,164500.0,3187.0,2.0,719,27.0,548.0,1
0,0.0,185600.0,2703.0,2.0,741,37.0,546.0,1
0,0.0,176000.0,337.0,1.0,621,37.0,9547.0,1
0,0.0,133500.0,3471.0,4.0,1584,25.0,1802.0,1
0,0.0,196000.0,4730.0,4.0,817,24.0,179.0,1
0,0.0,143200.0,4036.0,5.0,1551,21.0,2039.0,1
0,0.0,13400.0,188.0,1.0,1182,25.0,428.0,1
0,0.0,5120.0,39.0,1.0,508,25.0,409.0,1
5,5.0,183700.0,1459.0,2.0,866,24.0,79.0,1
0,0.0,35000.0,84.0,1.0,835,30.0,290.0,1
0,0.0,193800.0,3261.0,2.0,719,26.0,777.0,1
0,0.0,170000.0,2063.0,2.0,1059,29.0,351.0,1
0,0.0,18600.0,1070.0,5.0,835,38.0,668.0,1
0,0.0,196000.0,1764.0,2.0,817,26.0,308.0,1
225,300.0,204200.0,1666.0,2.0,749,28.0,0.0,0
0,0.0,202200.0,1149.0,1.0,1551,28.0,13216.0,1
7,0.0,177600.0,2746.0,2.0,767,22.0,13176.0,0
0,0.0,133500.0,3471.0,4.0,1584,25.0,1516.0,1
5,15.0,294000.0,2154.0,2.0,1047,32.0,23067.0,1
0,0.0,165700.0,5399.0,4.0,1584,34.0,1769.0,1
0,0.0,201000.0,1150.0,1.0,817,33.0,7791.0,1
0,0.0,168800.0,3120.0,2.0,1584,30.0,685.0,1
0,0.0,96700.0,773.0,1.0,968,24.0,7634.0,1
0,0.0,151700.0,4070.0,5.0,1551,27.0,2071.0,1
0,0.0,208900.0,2949.0,2.0,1584,27.0,492.0,1
0,0.0,202200.0,1149.0,1.0,1551,24.0,8200.0,1
0,0.0,123400.0,2280.0,5.0,156,20.0,1232.0,1
0,0.0,193000.0,3610.0,3.0,1044,34.0,149.0,1
0,0.0,168800.0,3120.0,2.0,1584,31.0,1260.0,1
0,0.0,159000.0,1296.0,2.0,1059,27.0,12424.0,0
12,30.0,258100.00000000003,4443.0,2.0,1042,37.0,249.0,1
0,0.0,153400.0,3741.0,5.0,968,28.0,1666.0,1
26,55.0,165700.0,5399.0,4.0,1584,24.0,159.0,0
0,0.0,185000.0,2348.0,2.0,835,26.0,1498.0,1
0,0.0,144900.0,3894.0,5.0,1584,29.0,1923.0,1
0,0.0,18750.0,377.0,2.0,539,30.0,367.0,1
0,0.0,169400.0,1405.0,2.0,981,27.0,11035.0,1
0,0.0,165600.0,3682.0,5.0,1044,34.0,1377.0,1
0,0.0,191000.0,5080.0,5.0,817,22.0,566.0,1
0,0.0,175100.0,518.0,1.0,968,26.0,13694.0,0
0,0.0,173700.0,1893.0,2.0,855,22.0,11070.0,1
0,0.0,115100.0,577.0,1.0,1584,37.0,10573.0,1
0,0.0,17400.0,317.0,2.0,817,27.0,366.0,1
0,0.0,30900.0,179.0,1.0,968,28.0,334.0,1
0,0.0,195000.0,1390.0,3.0,817,37.0,311.0,1
10,30.0,179000.0,4483.0,5.0,1584,32.0,260.0,0
0,0.0,207920.0,2625.0,2.0,741,31.0,2866.0,1
0,0.0,165400.0,3291.0,5.0,704,34.0,1410.0,1
0,0.0,18750.0,377.0,2.0,539,28.0,589.0,1
0,0.0,134800.0,3828.0,5.0,789,30.0,1136.0,1
0,0.0,162700.0,2653.0,2.0,539,31.0,807.0,1
0,0.0,123400.0,2280.0,5.0,156,22.0,87.0,1
5,15.0,273400.0,2185.0,2.0,918,33.0,369.0,1
0,0.0,186300.0,2556.0,3.0,1551,24.0,9447.0,1
5,5.0,183700.0,1459.0,2.0,866,27.0,212.0,1
0,0.0,22400.0,636.0,5.0,1584,31.0,528.0,1
0,0.0,191800.0,2473.0,4.0,789,39.0,2139.0,1
1,5.0,165700.0,5399.0,4.0,1584,22.0,294.0,0
0,0.0,40700.0,434.0,3.0,1551,25.0,777.0,1
0,0.0,9200.0,81.0,1.0,817,31.0,387.0,1
0,0.0,22400.0,636.0,5.0,1584,36.0,498.0,1
0,0.0,9000.0,9.0,1.0,621,23.0,-51.0,1
0,0.0,207000.0,2790.0,2.0,835,29.0,1236.0,1
30,40.0,184000.0,3107.0,3.0,688,32.0,106.0,0
0,0.0,115600.0,748.0,1.0,1551,31.0,60.0,1
0,0.0,213000.0,1777.0,2.0,835,26.0,130.0,1
0,0.0,15800.0,208.0,1.0,225,27.0,120.0,1
0,0.0,11500.0,3.0,1.0,1044,31.0,377.0,1
0,0.0,148000.0,1364.0,5.0,621,29.0,144.0,1
0,0.0,13900.0,4.0,1.0,1059,31.0,449.0,1
0,0.0,176600.0,2644.0,5.0,704,33.0,713.0,1
0,0.0,168600.0,2706.0,2.0,722,25.0,1373.0,1
0,0.0,151800.0,4281.0,4.0,1584,31.0,1618.0,1
0,0.0,13900.0,4.0,1.0,1059,39.0,224.0,1
0,0.0,176300.0,2526.0,5.0,1551,32.0,458.0,1
0,0.0,162300.0,2755.0,1.0,968,38.0,1148.0,1
18,4.0,153400.0,3741.0,5.0,968,22.0,80.0,0
2,10.0,22400.0,636.0,5.0,1584,29.0,89.0,0
0,0.0,168200.0,2327.0,2.0,508,26.0,237.0,1
0,0.0,175700.0,3091.0,2.0,719,28.0,7013.0,0
0,0.0,180600.0,3998.0,5.0,704,39.0,1513.0,1
0,0.0,202400.0,2166.0,2.0,722,36.0,13291.0,0
0,0.0,210000.0,1592.0,2.0,1044,23.0,228.0,1
40,90.0,182400.0,3441.0,5.0,1584,24.0,10674.0,0
0,0.0,9200.0,81.0,1.0,817,28.0,403.0,1
0,0.0,151800.0,4281.0,4.0,1584,25.0,2043.0,1
0,0.0,162300.0,2755.0,1.0,968,39.0,989.0,1
0,0.0,153000.0,2243.0,2.0,817,25.0,438.0,1
0,0.0,181000.0,2646.0,5.0,621,30.0,1245.0,1
0,0.0,168800.0,3120.0,2.0,1584,34.0,685.0,1
4,15.0,213000.0,1777.0,2.0,835,30.0,15919.0,0
0,0.0,159800.0,1723.0,1.0,1182,28.0,11300.0,1
0,0.0,202000.0,1831.0,2.0,835,31.0,5448.0,1
0,0.0,169400.0,1405.0,2.0,981,24.0,450.0,1
0,0.0,177000.0,4019.0,5.0,817,28.0,2311.0,1
0,0.0,176600.0,2644.0,5.0,704,24.0,992.0,1
0,0.0,22400.0,636.0,5.0,1584,31.0,462.0,1
11,16.0,202100.0,3160.0,3.0,971,28.0,16908.0,1
0,0.0,204000.0,2867.0,2.0,817,24.0,548.0,1
0,0.0,165000.0,1993.0,2.0,225,26.0,7161.0,1
0,0.0,147000.0,3167.0,2.0,817,30.0,2383.0,1
0,0.0,206300.0,2478.0,2.0,722,37.0,8484.0,1
0,0.0,175000.0,3667.0,4.0,835,27.0,822.0,1
0,0.0,201000.0,1150.0,1.0,817,36.0,13175.0,1
0,0.0,194600.0,3881.0,5.0,767,31.0,284.0,1
0,0.0,161100.0,3394.0,5.0,722,27.0,1624.0,1
0,0.0,9200.0,81.0,1.0,817,23.0,131.0,1
0,0.0,170800.0,2287.0,2.0,539,31.0,7705.0,1
0,0.0,179000.0,4483.0,5.0,1584,24.0,1946.0,1
5,0.0,273400.0,2185.0,2.0,918,34.0,850.0,1
0,0.0,164600.0,2091.0,3.0,704,36.0,11456.0,1
0,0.0,200700.0,1996.0,2.0,1584,34.0,382.0,1
0,0.0,202000.0,5268.0,4.0,817,29.0,2376.0,1
0,0.0,195000.0,4040.0,4.0,835,32.0,883.0,1
0,0.0,169800.0,2956.0,2.0,789,26.0,1984.0,1
5,0.0,184000.0,3107.0,3.0,662,26.0,809.0,1
0,0.0,30900.0,179.0,1.0,968,23.0,402.0,1
0,0.0,203000.0,369.0,1.0,817,33.0,15265.0,1
0,0.0,182000.0,1280.0,1.0,1551,27.0,11079.0,1
0,0.0,164600.0,2091.0,3.0,704,24.0,8956.0,1
0,0.0,148000.0,1364.0,5.0,621,31.0,963.0,1
0,0.0,215000.0,3817.0,5.0,1059,33.0,852.0,1
0,0.0,164700.0,2470.0,5.0,981,22.0,512.0,1
13,20.0,201600.0,2508.0,3.0,866,23.0,17212.0,1
0,0.0,115100.0,577.0,1.0,1584,28.0,10573.0,1
0,0.0,180600.0,3998.0,5.0,704,22.0,1141.0,1
10,0.0,190800.0,2062.0,2.0,767,23.0,14929.0,0
0,0.0,188300.0,1316.0,3.0,1551,28.0,146.0,1
0,0.0,184900.0,1216.0,1.0,1584,27.0,11262.0,1
0,0.0,170000.0,2063.0,2.0,1059,33.0,10352.0,1
0,0.0,192500.0,3441.0,2.0,1551,33.0,1406.0,1
50,130.0,219000.0,2430.0,2.0,835,23.0,17922.0,0
0,0.0,164600.0,2091.0,3.0,704,24.0,4190.0,1
0,0.0,161100.0,3394.0,5.0,722,22.0,3327.0,0
0,0.0,171000.0,2529.0,2.0,835,29.0,8205.0,1
0,0.0,178000.0,3489.0,5.0,817,35.0,622.0,1
0,0.0,168000.0,4718.0,5.0,817,35.0,1725.0,1
10,15.0,176600.0,2644.0,5.0,704,36.0,11716.0,0
0,0.0,182000.0,3221.0,3.0,1584,25.0,833.0,1
0,0.0,201000.0,1150.0,1.0,817,22.0,13565.0,1
0,0.0,218000.0,4143.0,5.0,835,31.0,1595.0,1
0,0.0,133500.0,3471.0,4.0,1584,25.0,1885.0,1
12,20.0,254100.0,3460.0,2.0,705,23.0,149.0,1
0,0.0,164600.0,2091.0,3.0,704,30.0,6724.0,1
0,0.0,6820.0,10.0,1.0,539,23.0,429.0,1
0,0.0,182000.0,1280.0,1.0,1551,23.0,12060.0,1
5,0.0,253600.0,3290.0,2.0,770,29.0,636.0,1
5,0.0,258100.00000000003,4443.0,2.0,1042,34.0,866.0,1
0,0.0,158000.0,2753.0,2.0,781,33.0,5063.0,1
0,0.0,168800.0,3120.0,2.0,1584,29.0,1260.0,1
0,0.0,31900.0,96.0,1.0,789,26.0,380.0,1
0,0.0,196000.0,3020.0,2.0,835,25.0,679.0,1
0,0.0,175700.0,3091.0,2.0,719,24.0,167.0,1
0,0.0,186300.0,2556.0,3.0,1551,32.0,138.0,1
0,0.0,201000.0,1150.0,1.0,817,30.0,13597.0,1
5,0.0,184000.0,3107.0,3.0,688,27.0,1151.0,1
5,5.0,184000.0,3107.0,3.0,662,33.0,259.0,1
14,20.0,293000.0,2096.0,2.0,938,35.0,74.0,1
0,0.0,188300.0,1316.0,3.0,1551,24.0,146.0,1
0,0.0,117200.0,2465.0,2.0,981,24.0,1113.0,1
0,0.0,215000.0,3817.0,5.0,1059,37.0,890.0,1
0,0.0,135800.0,1842.0,2.0,704,26.0,639.0,1
0,0.0,202000.0,5268.0,4.0,817,36.0,2012.0,1
0,0.0,194000.0,2336.0,2.0,835,30.0,1271.0,1
0,0.0,188300.0,1316.0,3.0,1551,32.0,10497.0,1
0,0.0,172000.0,3626.0,5.0,817,29.0,356.0,1
0,0.0,165000.0,1993.0,2.0,225,36.0,6490.0,1
50,100.0,224800.0,4147.0,2.0,724,22.0,249.0,0
0,0.0,176600.0,2644.0,5.0,704,26.0,992.0,1
0,0.0,162000.0,2581.0,2.0,835,24.0,834.0,1
0,0.0,198000.0,2746.0,2.0,767,32.0,1242.0,1
0,0.0,167200.0,3151.0,2.0,1584,29.0,1532.0,1
80,100.0,195000.0,1390.0,3.0,817,27.0,0.0,0
0,0.0,151700.0,4070.0,5.0,1551,28.0,1047.0,1
0,0.0,40700.0,434.0,3.0,1551,29.0,748.0,1
0,0.0,219000.0,2144.0,2.0,1059,35.0,16280.0,1
0,0.0,156000.0,1219.0,2.0,817,36.0,177.0,1
0,0.0,177600.0,2746.0,2.0,767,28.0,715.0,1
0,0.0,25700.0,363.0,1.0,855,28.0,333.0,1
0,0.0,165400.0,3291.0,5.0,704,25.0,209.0,1
2,0.0,219000.0,2144.0,2.0,1059,35.0,17642.0,0
0,0.0,194000.0,2336.0,2.0,835,24.0,1271.0,1
0,0.0,197000.0,523.0,1.0,835,30.0,14805.0,0
0,0.0,168800.0,3120.0,2.0,1584,33.0,1677.0,1
0,0.0,202000.0,5268.0,4.0,817,31.0,1407.0,1
0,0.0,179000.0,4483.0,5.0,1584,26.0,1921.0,1
0,0.0,190000.0,3359.0,2.0,968,23.0,5906.0,1
0,0.0,162300.0,1991.0,2.0,789,27.0,9102.0,1
2,2.0,185000.0,2741.0,5.0,530,29.0,9170.0,0
5,0.0,194300.0,3092.0,3.0,915,28.0,656.0,1
0,0.0,191800.0,2473.0,4.0,789,29.0,156.0,1
0,0.0,191000.0,5080.0,5.0,817,33.0,1647.0,1
0,0.0,201000.0,1150.0,1.0,817,31.0,13770.0,0
5,0.0,184000.0,3107.0,3.0,688,26.0,1105.0,1
0,0.0,159800.0,1723.0,1.0,1182,24.0,11082.0,1
0,0.0,182000.0,544.0,1.0,621,27.0,13357.0,1
0,0.0,166000.0,146.0,1.0,530,31.0,9577.0,1
0,0.0,159200.0,707.0,1.0,1182,27.0,10213.0,1
0,0.0,213000.0,1777.0,2.0,835,35.0,547.0,1
0,0.0,218000.0,4143.0,5.0,835,32.0,247.0,1
0,0.0,189400.0,1076.0,1.0,968,33.0,157.0,1
0,0.0,19600.0,171.0,1.0,835,27.0,268.0,1
0,0.0,162700.0,3652.0,4.0,1584,37.0,1639.0,1
0,0.0,168400.0,1766.0,1.0,968,30.0,183.0,1
0,0.0,148000.0,1364.0,5.0,621,37.0,963.0,1
0,0.0,162000.0,2581.0,2.0,835,28.0,202.0,1
0,0.0,96700.0,773.0,1.0,968,33.0,8035.0,1
0,0.0,192900.0,3743.0,3.0,1551,27.0,1655.0,1
0,0.0,193000.0,3610.0,3.0,1044,27.0,5086.0,0
0,0.0,174000.0,304.0,1.0,530,26.0,11504.0,1
0,0.0,5120.0,39.0,1.0,508,24.0,431.0,1
0,0.0,151000.0,518.0,1.0,530,24.0,9143.0,1
0,0.0,178000.0,2729.0,3.0,508,20.0,212.0,1
0,0.0,31100.0,408.0,2.0,781,28.0,381.0,1
0,0.0,186300.0,2556.0,3.0,1551,26.0,9700.0,1
0,0.0,206300.0,2478.0,2.0,722,30.0,14202.0,1
0,0.0,176600.0,2644.0,5.0,704,22.0,281.0,1
0,0.0,169000.0,2707.0,5.0,789,39.0,2017.0,1
5,10.0,257200.0,1362.0,1.0,747,33.0,755.0,1
5,0.0,230300.0,4057.0,2.0,787,28.0,1255.0,1
0,0.0,167200.0,3151.0,2.0,1584,25.0,173.0,1
0,0.0,207000.0,2790.0,2.0,835,24.0,336.0,1
0,0.0,194600.0,3881.0,5.0,767,24.0,1585.0,1
4,0.0,159800.0,1723.0,1.0,1182,27.0,12385.0,0
0,0.0,144900.0,3894.0,5.0,1584,25.0,1957.0,1
0,0.0,190100.0,2610.0,3.0,767,30.0,383.0,1
0,0.0,174000.0,1968.0,2.0,817,29.0,717.0,1
0,0.0,7510.0,100.0,2.0,741,22.0,525.0,1
0,0.0,202500.0,2416.0,2.0,1551,32.0,92.0,1
0,0.0,152600.0,4033.0,5.0,968,37.0,2253.0,1
0,0.0,179300.0,1873.0,2.0,1584,33.0,60.0,1
0,0.0,202500.0,2416.0,2.0,1551,27.0,227.0,1
0,0.0,123400.0,2280.0,5.0,156,24.0,288.0,1
0,0.0,202000.0,3092.0,3.0,1059,37.0,17304.0,1
20,20.0,184000.0,3107.0,3.0,662,31.0,120.0,0
